County,State,State_FIPS,County_FIPS,disability_rate,high_school_and_above_percentage,median_gross_rent,age_15_to_44_percentage,housing_cost_burden,white_population,total_population,age_60_and_over,poverty_rate,median_household_income,native_american_population,health_insurance_rate,unemployment_rate,gini_index,median_home_value,age_18_and_under_percentage,black_population,total_population_race,asian_population,per_capita_income,Year
Barbour County,Alabama,1,5,22.1,12.0,569.0,38.7,268.0,12200.0,26201.0,23.5,27.2,33368.0,54.0,87.7,12.4,0.4622,89300.0,21.0,12588.0,26201.0,12200.0,17561.0,2017
Barbour County,West Virginia,54,1,19.8,15.3,553.0,37.6,164.0,16215.0,16790.0,26.4,22.5,37516.0,63.0,91.9,8.9,0.469,101200.0,20.1,154.0,16790.0,16215.0,20762.0,2017
Barnes County,North Dakota,38,3,12.9,25.8,675.0,34.3,116.0,10312.0,10971.0,28.4,10.0,56237.0,221.0,94.9,3.1,0.4418,117200.0,19.9,94.0,10971.0,10312.0,32517.0,2017
Barnstable County,Massachusetts,25,1,13.6,41.7,1199.0,27.9,2075.0,197187.0,213900.0,37.7,7.5,68048.0,1013.0,96.8,5.5,0.4585,375000.0,15.7,5857.0,213900.0,197187.0,40886.0,2017
Barnwell County,South Carolina,45,11,24.8,11.7,603.0,35.5,220.0,11261.0,21788.0,22.9,27.0,34035.0,72.0,85.2,10.1,0.5,76200.0,24.7,9887.0,21788.0,11261.0,20018.0,2017
Barren County,Kentucky,21,9,20.7,16.2,658.0,36.3,439.0,40417.0,43418.0,22.9,22.9,39658.0,96.0,90.9,7.6,0.4378,110400.0,23.7,1694.0,43418.0,40417.0,20493.0,2017
Barron County,Wisconsin,55,5,14.1,19.5,686.0,32.7,358.0,43402.0,45358.0,27.9,11.5,49257.0,354.0,92.7,3.6,0.4302,145500.0,21.7,540.0,45358.0,43402.0,26935.0,2017
Barrow County,Georgia,13,13,13.0,17.3,941.0,41.5,491.0,59955.0,75099.0,16.6,13.2,56119.0,191.0,84.5,6.8,0.3931,134300.0,27.0,8412.0,75099.0,59955.0,22978.0,2017
Barry County,Michigan,26,15,12.6,19.5,815.0,34.2,236.0,57362.0,59607.0,25.0,9.3,57312.0,127.0,94.2,6.2,0.3933,146300.0,22.6,317.0,59607.0,57362.0,27166.0,2017
Barry County,Missouri,29,9,18.9,12.8,630.0,33.3,286.0,33126.0,35398.0,27.2,20.5,40638.0,244.0,83.7,8.0,0.4392,112600.0,22.9,115.0,35398.0,33126.0,20840.0,2017
Bartholomew County,Indiana,18,5,11.8,31.2,854.0,38.8,748.0,69237.0,81024.0,20.8,12.4,57331.0,195.0,89.8,5.0,0.4324,139400.0,24.0,1558.0,81024.0,69237.0,29955.0,2017
Barton County,Kansas,20,9,13.8,16.9,626.0,35.8,199.0,25091.0,27067.0,24.8,15.7,46070.0,206.0,86.6,4.2,0.4494,87600.0,24.1,373.0,27067.0,25091.0,26264.0,2017
Barton County,Missouri,29,11,19.3,17.4,527.0,34.0,91.0,11184.0,11942.0,25.1,20.9,41184.0,231.0,88.6,5.4,0.4617,97500.0,24.6,28.0,11942.0,11184.0,24628.0,2017
Bartow County,Georgia,13,15,14.8,19.4,863.0,39.3,798.0,85953.0,102623.0,17.9,14.2,52393.0,319.0,84.9,6.0,0.4378,140500.0,25.0,11013.0,102623.0,85953.0,24931.0,2017
Bastrop County,Texas,48,21,14.5,20.3,932.0,36.9,378.0,60982.0,80306.0,20.9,13.3,59185.0,472.0,81.9,7.7,0.4116,150300.0,25.6,6508.0,80306.0,60982.0,25172.0,2017
Bates County,Missouri,29,13,18.0,15.0,656.0,33.7,144.0,15726.0,16405.0,25.9,14.3,45605.0,77.0,89.8,5.2,0.4572,108300.0,24.3,205.0,16405.0,15726.0,25873.0,2017
Bath County,Kentucky,21,11,23.6,11.7,616.0,35.7,166.0,11718.0,12189.0,23.1,24.0,38763.0,12.0,91.1,7.8,0.475,77900.0,25.4,126.0,12189.0,11718.0,20059.0,2017
Bath County,Virginia,51,17,16.0,15.9,478.0,29.4,0.0,4003.0,4458.0,26.9,9.3,44483.0,0.0,86.4,9.1,0.4589,151100.0,21.3,119.0,4458.0,4003.0,28195.0,2017
Baxter County,Arkansas,5,5,21.1,18.4,667.0,27.5,412.0,39599.0,41093.0,38.9,12.6,40072.0,207.0,92.4,5.8,0.445,124400.0,17.6,74.0,41093.0,39599.0,24737.0,2017
Bay County,Florida,12,5,18.4,22.4,966.0,38.4,2588.0,147474.0,180117.0,22.3,15.4,50283.0,1389.0,85.0,6.4,0.4521,166400.0,21.6,19740.0,180117.0,147474.0,26742.0,2017
Bay County,Michigan,26,17,16.3,19.0,637.0,35.5,817.0,99587.0,105350.0,25.9,16.3,45983.0,379.0,93.6,7.4,0.4421,96800.0,20.8,1753.0,105350.0,99587.0,25462.0,2017
Bayfield County,Wisconsin,55,7,16.2,31.0,660.0,26.9,129.0,12940.0,15004.0,35.9,11.0,50110.0,1523.0,92.3,5.5,0.4112,163400.0,17.7,100.0,15004.0,12940.0,28272.0,2017
Baylor County,Texas,48,23,18.5,24.8,472.0,27.2,12.0,3295.0,3602.0,30.2,13.1,36157.0,0.0,85.0,2.3,0.5624,67200.0,21.7,124.0,3602.0,3295.0,30820.0,2017
Beadle County,South Dakota,46,5,11.4,19.6,579.0,34.2,240.0,15571.0,18163.0,24.8,23.7,48995.0,262.0,92.9,2.1,0.3977,104800.0,26.6,72.0,18163.0,15571.0,24950.0,2017
Bear Lake County,Idaho,16,7,13.1,20.3,583.0,34.0,23.0,5655.0,5942.0,26.3,14.5,50603.0,13.0,89.9,3.7,0.4065,142100.0,27.1,48.0,5942.0,5655.0,24411.0,2017
Beaufort County,North Carolina,37,13,18.7,19.6,691.0,32.6,320.0,33684.0,47316.0,29.7,19.1,41101.0,21.0,87.7,9.0,0.4726,123600.0,20.9,12526.0,47316.0,33684.0,24657.0,2017
Beaufort County,South Carolina,45,13,12.8,39.8,1105.0,34.4,2178.0,133908.0,179316.0,31.8,11.9,60603.0,418.0,86.9,6.3,0.4744,283800.0,19.6,33144.0,179316.0,133908.0,34966.0,2017
Beauregard Parish,Louisiana,22,11,20.8,16.3,699.0,39.3,316.0,30377.0,36598.0,21.3,17.3,47350.0,276.0,85.2,7.4,0.4563,115200.0,24.9,4637.0,36598.0,30377.0,24551.0,2017
Beaver County,Oklahoma,40,7,9.8,19.9,667.0,34.0,13.0,4552.0,5445.0,24.5,11.7,52571.0,30.0,87.5,3.9,0.4294,106500.0,25.7,4.0,5445.0,4552.0,25935.0,2017
Beaver County,Pennsylvania,42,7,15.2,24.0,663.0,33.9,1722.0,152373.0,168161.0,27.2,10.8,53981.0,120.0,94.9,5.6,0.427,129200.0,19.7,10016.0,168161.0,152373.0,29162.0,2017
Beaver County,Utah,49,1,12.6,18.5,687.0,37.4,10.0,6209.0,6414.0,18.9,10.5,47878.0,6.0,85.4,4.7,0.3796,147300.0,32.2,0.0,6414.0,6209.0,21128.0,2017
Beaverhead County,Montana,30,1,14.3,33.0,591.0,37.8,127.0,8885.0,9360.0,29.3,16.1,43880.0,188.0,90.8,4.6,0.4929,192600.0,17.8,6.0,9360.0,8885.0,28420.0,2017
Becker County,Minnesota,27,5,12.9,24.0,700.0,32.8,114.0,29436.0,33552.0,27.3,12.7,55884.0,2586.0,92.3,3.6,0.4356,182100.0,24.6,175.0,33552.0,29436.0,28525.0,2017
Beckham County,Oklahoma,40,9,14.2,16.7,740.0,41.2,175.0,19126.0,22971.0,19.2,12.6,49625.0,342.0,85.4,4.6,0.4517,117100.0,25.4,772.0,22971.0,19126.0,23883.0,2017
Bedford City,Virginia,51,515,,,,,,,,,,,,,,,,,,,,,2017
Bedford County,Pennsylvania,42,9,17.8,13.8,658.0,32.3,217.0,47728.0,48891.0,29.2,13.6,48703.0,61.0,92.2,5.9,0.4125,126800.0,20.3,217.0,48891.0,47728.0,24219.0,2017
Bedford County,Tennessee,47,3,15.8,15.7,734.0,38.6,415.0,39425.0,46854.0,20.5,16.9,47117.0,54.0,87.5,5.6,0.4527,129700.0,25.8,3176.0,46854.0,39425.0,22953.0,2017
Bedford County,Virginia,51,19,14.1,28.3,816.0,32.2,382.0,69294.0,77319.0,27.7,8.9,59405.0,140.0,92.2,4.4,0.4282,198100.0,20.6,5408.0,77319.0,69294.0,30633.0,2017
Bee County,Texas,48,25,16.8,9.2,872.0,46.1,164.0,28594.0,32729.0,15.8,19.7,45415.0,173.0,78.2,6.3,0.4692,78500.0,21.5,2782.0,32729.0,28594.0,17504.0,2017
Belknap County,New Hampshire,33,1,14.9,31.5,933.0,32.2,444.0,58361.0,60383.0,28.6,9.1,65834.0,172.0,90.9,4.9,0.4281,220400.0,19.2,290.0,60383.0,58361.0,33849.0,2017
Bell County,Kentucky,21,13,32.3,9.3,496.0,36.4,227.0,26016.0,27469.0,24.4,38.0,23558.0,20.0,91.6,9.0,0.5006,59400.0,21.4,912.0,27469.0,26016.0,14754.0,2017
Bell County,Texas,48,27,14.7,24.2,886.0,46.0,4681.0,215708.0,336506.0,14.2,14.3,52583.0,2572.0,87.7,8.3,0.4298,137100.0,27.8,76319.0,336506.0,215708.0,25017.0,2017
Belmont County,Ohio,39,13,16.8,16.1,607.0,35.5,471.0,64350.0,68889.0,27.0,14.1,46484.0,183.0,92.9,6.8,0.4516,94800.0,19.2,2862.0,68889.0,64350.0,25326.0,2017
Beltrami County,Minnesota,27,7,12.8,27.0,689.0,41.0,515.0,33693.0,45847.0,20.7,19.0,45923.0,9582.0,89.5,8.7,0.4463,153100.0,25.3,446.0,45847.0,33693.0,23748.0,2017
Ben Hill County,Georgia,13,17,18.0,10.2,630.0,36.6,90.0,10369.0,17272.0,23.1,30.4,32344.0,0.0,81.7,5.2,0.4565,81200.0,25.5,6257.0,17272.0,10369.0,16635.0,2017
Benewah County,Idaho,16,9,20.2,14.1,693.0,29.2,33.0,7890.0,9050.0,30.7,15.8,43472.0,801.0,84.8,9.6,0.4259,150800.0,22.4,22.0,9050.0,7890.0,23120.0,2017
Bennett County,South Dakota,46,7,12.6,17.3,557.0,38.1,9.0,1088.0,3440.0,17.5,38.1,45725.0,1679.0,79.4,13.5,0.3876,69000.0,35.4,8.0,3440.0,1088.0,15287.0,2017
Bennington County,Vermont,50,3,17.4,34.3,858.0,32.5,486.0,34672.0,36054.0,28.9,12.8,52251.0,31.0,95.7,4.4,0.4535,208600.0,19.3,350.0,36054.0,34672.0,31313.0,2017
Benson County,North Dakota,38,5,12.0,15.4,444.0,34.6,27.0,2854.0,6875.0,19.3,33.3,44500.0,3855.0,86.7,6.5,0.5201,68900.0,34.2,0.0,6875.0,2854.0,21658.0,2017
Bent County,Colorado,8,11,25.9,10.3,669.0,43.9,28.0,5219.0,5806.0,22.3,24.5,32500.0,56.0,86.0,9.3,0.47,77700.0,15.6,352.0,5806.0,5219.0,14028.0,2017
Benton County,Arkansas,5,7,9.3,31.7,845.0,41.3,1857.0,221937.0,251823.0,17.7,10.5,61271.0,3752.0,89.7,3.1,0.4505,163000.0,27.0,4144.0,251823.0,221937.0,30611.0,2017
Benton County,Indiana,18,7,18.5,16.8,707.0,34.6,77.0,8482.0,8685.0,23.2,14.9,49183.0,1.0,88.2,4.2,0.3811,84900.0,25.0,76.0,8685.0,8482.0,23652.0,2017
Benton County,Iowa,19,11,11.3,22.0,608.0,33.7,89.0,25070.0,25646.0,23.3,8.7,64061.0,33.0,96.5,3.6,0.4394,147800.0,24.0,174.0,25646.0,25070.0,32356.0,2017
Benton County,Minnesota,27,9,13.0,22.1,687.0,40.9,632.0,36741.0,39360.0,18.6,14.1,53574.0,145.0,94.9,4.2,0.4187,162600.0,25.0,1104.0,39360.0,36741.0,27018.0,2017
Benton County,Mississippi,28,9,18.7,10.3,527.0,36.1,15.0,5051.0,8306.0,24.7,20.2,40605.0,0.0,82.5,13.7,0.4258,70300.0,22.2,3042.0,8306.0,5051.0,18599.0,2017
Benton County,Missouri,29,15,26.2,11.6,608.0,25.5,76.0,18307.0,18918.0,38.9,18.6,35097.0,140.0,87.4,9.7,0.431,114600.0,17.6,67.0,18918.0,18307.0,20163.0,2017
Benton County,Oregon,41,3,10.5,53.8,962.0,48.7,1063.0,76444.0,88249.0,20.9,20.7,54682.0,457.0,93.7,6.7,0.4869,288700.0,16.7,881.0,88249.0,76444.0,30873.0,2017
Benton County,Tennessee,47,5,26.4,12.8,606.0,32.3,166.0,15368.0,16154.0,30.6,22.3,33702.0,55.0,89.1,9.1,0.4766,88700.0,19.9,556.0,16154.0,15368.0,21282.0,2017
Benton County,Washington,53,5,13.9,30.0,903.0,38.9,1725.0,153138.0,190529.0,19.9,13.4,63001.0,1487.0,90.5,6.0,0.4332,198600.0,26.8,2888.0,190529.0,153138.0,30511.0,2017
Benzie County,Michigan,26,19,16.7,28.6,722.0,29.5,59.0,16741.0,17462.0,33.0,10.0,53185.0,266.0,91.6,6.5,0.4034,162200.0,18.9,60.0,17462.0,16741.0,26790.0,2017
Bergen County,New Jersey,34,3,8.1,47.9,1419.0,37.1,9385.0,664406.0,937920.0,22.6,7.2,91572.0,1627.0,90.8,5.2,0.4793,451200.0,21.5,56391.0,937920.0,664406.0,46601.0,2017
Berkeley County,South Carolina,45,15,14.0,23.3,1014.0,41.6,1847.0,137396.0,204632.0,18.1,12.8,56697.0,839.0,87.9,6.4,0.423,164900.0,24.3,49390.0,204632.0,137396.0,27010.0,2017
Berkeley County,West Virginia,54,3,14.9,20.7,964.0,38.8,1058.0,97381.0,111610.0,19.6,13.0,59480.0,97.0,92.3,8.3,0.3928,168200.0,24.0,8372.0,111610.0,97381.0,27658.0,2017
Berks County,Pennsylvania,42,11,13.3,23.9,885.0,37.7,4400.0,344016.0,415500.0,22.4,13.6,59580.0,3676.0,92.4,7.3,0.4383,170900.0,22.7,21089.0,415500.0,344016.0,29041.0,2017
Berkshire County,Massachusetts,25,3,15.2,33.2,802.0,34.1,1957.0,116402.0,127751.0,29.2,11.3,55190.0,392.0,97.1,6.8,0.464,203300.0,17.7,3497.0,127751.0,116402.0,33245.0,2017
Bernalillo County,New Mexico,35,1,13.6,33.4,834.0,40.8,7704.0,499363.0,674855.0,20.9,18.0,50386.0,31773.0,89.2,6.7,0.471,189700.0,22.7,19736.0,674855.0,499363.0,28340.0,2017
Berrien County,Georgia,13,19,20.2,11.7,602.0,36.9,66.0,16121.0,19014.0,22.4,23.7,38297.0,114.0,77.5,9.4,0.4391,86700.0,24.0,2245.0,19014.0,16121.0,18064.0,2017
Berrien County,Michigan,26,21,14.8,26.7,709.0,35.2,1688.0,121542.0,154948.0,25.2,17.2,47132.0,481.0,91.3,7.3,0.4766,140900.0,22.3,22829.0,154948.0,121542.0,27505.0,2017
Bertie County,North Carolina,37,15,21.5,12.3,644.0,35.0,201.0,7026.0,19913.0,27.8,22.0,31287.0,135.0,86.7,12.7,0.4753,78900.0,18.2,12349.0,19913.0,7026.0,18319.0,2017
Bethel Census Area,Alaska,2,50,10.2,12.6,1253.0,42.5,102.0,1968.0,17957.0,11.6,27.0,53853.0,14847.0,76.6,19.3,0.4338,152600.0,35.7,120.0,17957.0,1968.0,18654.0,2017
Bexar County,Texas,48,29,13.9,27.3,942.0,44.0,21686.0,1502279.0,1892004.0,16.2,16.4,53999.0,11996.0,84.1,6.1,0.4658,142300.0,26.1,142665.0,1892004.0,1502279.0,26158.0,2017
Bibb County,Alabama,1,7,15.9,13.2,710.0,40.3,191.0,17323.0,22580.0,21.1,15.2,43404.0,82.0,91.9,8.2,0.4518,105500.0,20.9,4979.0,22580.0,17323.0,20911.0,2017
Bibb County,Georgia,13,21,15.5,25.4,774.0,39.5,2040.0,63796.0,153923.0,20.8,26.7,38183.0,259.0,85.6,10.4,0.5239,117300.0,24.9,83461.0,153923.0,63796.0,23426.0,2017
Bienville Parish,Louisiana,22,13,21.1,12.4,490.0,34.1,76.0,7693.0,13806.0,26.8,25.3,34077.0,11.0,85.3,7.4,0.4991,76000.0,22.4,5725.0,13806.0,7693.0,22701.0,2017
Big Horn County,Montana,30,3,9.8,17.6,661.0,37.1,132.0,4127.0,13290.0,16.9,26.8,47276.0,8799.0,60.7,15.9,0.4221,100000.0,33.6,14.0,13290.0,4127.0,17905.0,2017
Big Horn County,Wyoming,56,3,14.9,19.2,651.0,33.0,46.0,11372.0,11920.0,27.4,13.0,51716.0,131.0,83.7,4.7,0.4003,151900.0,25.6,72.0,11920.0,11372.0,23724.0,2017
Big Stone County,Minnesota,27,11,15.7,16.8,498.0,28.5,8.0,5003.0,5039.0,33.6,11.7,48299.0,0.0,94.7,2.8,0.4453,97000.0,20.6,15.0,5039.0,5003.0,29035.0,2017
Bingham County,Idaho,16,11,13.8,19.3,652.0,37.5,339.0,37735.0,45369.0,19.1,13.1,51307.0,2790.0,87.2,5.2,0.3974,147400.0,31.7,142.0,45369.0,37735.0,20720.0,2017
Black Hawk County,Iowa,19,13,11.3,27.5,747.0,43.0,1449.0,112631.0,132960.0,21.3,15.9,50916.0,441.0,93.9,5.3,0.4547,139300.0,21.6,11811.0,132960.0,112631.0,27669.0,2017
Blackford County,Indiana,18,9,20.3,11.1,614.0,33.2,98.0,11901.0,12214.0,27.3,12.8,40622.0,25.0,89.4,6.8,0.4173,68500.0,21.8,29.0,12214.0,11901.0,22328.0,2017
Bladen County,North Carolina,37,17,21.6,14.5,630.0,34.4,204.0,19244.0,34130.0,27.9,24.5,32396.0,821.0,87.7,7.9,0.4897,89500.0,21.5,11901.0,34130.0,19244.0,20839.0,2017
Blaine County,Idaho,16,13,8.0,40.4,984.0,34.2,260.0,20204.0,21583.0,23.5,14.8,58835.0,8.0,83.8,3.7,0.4691,390300.0,23.1,64.0,21583.0,20204.0,32736.0,2017
Blaine County,Montana,30,5,21.6,20.7,480.0,36.3,47.0,3088.0,6646.0,20.1,32.7,35506.0,3352.0,77.6,16.8,0.4443,85800.0,30.0,16.0,6646.0,3088.0,17059.0,2017
Blaine County,Oklahoma,40,11,20.7,17.0,517.0,34.0,26.0,7643.0,9680.0,24.3,15.0,46362.0,676.0,88.2,3.6,0.4453,83800.0,22.3,384.0,9680.0,7643.0,22823.0,2017
Blair County,Pennsylvania,42,13,17.3,20.3,676.0,35.4,1303.0,119348.0,124736.0,26.6,15.2,45664.0,26.0,93.8,5.2,0.4439,117300.0,20.7,1862.0,124736.0,119348.0,25531.0,2017
Blanco County,Texas,48,31,18.1,28.5,790.0,29.2,47.0,10194.0,11089.0,34.3,10.8,58500.0,102.0,80.3,5.7,0.448,230800.0,18.6,76.0,11089.0,10194.0,31249.0,2017
Bland County,Virginia,51,21,18.3,14.2,639.0,36.9,4.0,6175.0,6524.0,28.1,8.3,46927.0,0.0,91.4,6.7,0.4111,109300.0,16.0,312.0,6524.0,6175.0,23505.0,2017
Bleckley County,Georgia,13,23,17.2,17.2,580.0,41.1,45.0,8944.0,12779.0,22.4,23.0,40688.0,10.0,88.3,7.7,0.5033,98800.0,21.2,3565.0,12779.0,8944.0,20667.0,2017
Bledsoe County,Tennessee,47,7,27.2,12.4,602.0,38.1,69.0,13093.0,14413.0,23.4,20.7,40450.0,170.0,84.3,8.4,0.4734,129600.0,16.5,582.0,14413.0,13093.0,21402.0,2017
Blount County,Alabama,1,9,14.7,13.1,649.0,36.2,318.0,55045.0,57667.0,23.6,15.6,47412.0,212.0,89.0,4.9,0.4302,122200.0,23.5,915.0,57667.0,55045.0,22021.0,2017
Blount County,Tennessee,47,9,15.1,23.4,744.0,35.5,960.0,119729.0,127135.0,25.8,13.0,51172.0,432.0,90.4,5.9,0.4672,169500.0,20.9,3257.0,127135.0,119729.0,28334.0,2017
Blue Earth County,Minnesota,27,13,9.7,32.2,815.0,49.4,885.0,60187.0,65767.0,18.4,18.1,53752.0,199.0,95.7,4.5,0.4533,170800.0,19.7,2199.0,65767.0,60187.0,28283.0,2017
Boise County,Idaho,16,15,16.7,29.2,750.0,26.2,49.0,6588.0,6968.0,35.3,11.3,49964.0,96.0,89.5,6.0,0.4249,185100.0,18.1,14.0,6968.0,6588.0,29648.0,2017
Bolivar County,Mississippi,28,11,17.6,22.9,604.0,40.6,314.0,10875.0,33121.0,20.2,37.4,28468.0,91.0,82.5,12.6,0.5142,89100.0,25.0,21276.0,33121.0,10875.0,16984.0,2017
Bollinger County,Missouri,29,17,22.8,9.4,584.0,33.4,91.0,12068.0,12347.0,26.7,19.9,40791.0,81.0,89.6,5.1,0.4484,97100.0,22.2,53.0,12347.0,12068.0,20687.0,2017
Bon Homme County,South Dakota,46,9,13.0,19.0,489.0,36.8,24.0,6215.0,6972.0,27.6,10.3,52923.0,370.0,94.3,1.2,0.4367,80400.0,18.0,94.0,6972.0,6215.0,24858.0,2017
Bond County,Illinois,17,5,16.0,19.3,668.0,39.3,78.0,15463.0,17034.0,24.1,15.7,54393.0,54.0,93.7,5.1,0.4079,115200.0,19.5,1032.0,17034.0,15463.0,24473.0,2017
Bonner County,Idaho,16,17,16.7,22.4,752.0,30.3,253.0,39878.0,41855.0,31.8,14.0,45607.0,295.0,86.4,4.4,0.4565,222700.0,20.2,82.0,41855.0,39878.0,25909.0,2017
Bonneville County,Idaho,16,19,14.0,29.3,759.0,39.4,931.0,98578.0,110404.0,18.1,11.9,54150.0,401.0,90.1,3.8,0.4506,161000.0,31.3,550.0,110404.0,98578.0,25706.0,2017
Boone County,Arkansas,5,9,19.5,16.2,631.0,34.8,402.0,35843.0,37212.0,26.4,15.8,40727.0,395.0,91.1,6.1,0.4367,116600.0,22.8,143.0,37212.0,35843.0,22288.0,2017
Boone County,Illinois,17,7,10.9,21.7,852.0,37.8,501.0,47071.0,53638.0,19.7,10.6,62701.0,182.0,92.8,8.1,0.4374,145700.0,26.0,1220.0,53638.0,47071.0,29029.0,2017
Boone County,Indiana,18,11,9.7,47.2,888.0,37.0,433.0,59037.0,63013.0,17.9,6.1,75591.0,115.0,93.5,3.3,0.4845,207500.0,26.9,1014.0,63013.0,59037.0,42844.0,2017
Boone County,Iowa,19,15,14.5,24.2,670.0,36.4,287.0,25493.0,26381.0,24.6,9.4,57906.0,72.0,95.8,4.4,0.4107,130500.0,22.7,108.0,26381.0,25493.0,30190.0,2017
Boone County,Kentucky,21,15,11.1,31.5,940.0,39.3,1047.0,116641.0,127682.0,17.9,7.6,72731.0,143.0,94.1,4.9,0.4162,183700.0,26.7,3907.0,127682.0,116641.0,33553.0,2017
Boone County,Missouri,29,19,11.3,45.9,826.0,50.2,2045.0,142131.0,174589.0,16.2,18.7,52005.0,460.0,92.6,4.4,0.4759,177800.0,20.4,14901.0,174589.0,142131.0,28495.0,2017
Boone County,Nebraska,31,11,12.4,19.8,596.0,30.7,75.0,5274.0,5357.0,30.5,7.3,53854.0,3.0,94.6,1.7,0.4123,105600.0,23.2,26.0,5357.0,5274.0,28861.0,2017
Boone County,West Virginia,54,5,29.3,7.9,603.0,35.4,155.0,22822.0,23236.0,25.6,24.4,37955.0,9.0,92.9,10.6,0.4586,71800.0,22.0,184.0,23236.0,22822.0,20992.0,2017
Bosque County,Texas,48,35,17.1,18.4,685.0,30.2,107.0,16924.0,17955.0,30.9,15.6,48677.0,66.0,81.5,5.2,0.4418,106700.0,21.7,256.0,17955.0,16924.0,25763.0,2017
Bossier Parish,Louisiana,22,15,12.2,25.7,952.0,41.9,1463.0,90976.0,125698.0,18.8,16.4,52145.0,791.0,90.0,5.8,0.4466,164600.0,25.2,27490.0,125698.0,90976.0,27235.0,2017
Botetourt County,Virginia,51,23,14.1,28.3,898.0,31.5,184.0,31130.0,33149.0,28.1,7.7,64733.0,118.0,95.2,3.8,0.4479,220000.0,20.0,1029.0,33149.0,31130.0,34733.0,2017
Bottineau County,North Dakota,38,9,14.8,21.9,693.0,32.4,11.0,6206.0,6651.0,30.9,8.6,58767.0,159.0,94.1,3.3,0.4676,140500.0,20.6,58.0,6651.0,6206.0,35698.0,2017
Boulder County,Colorado,8,13,8.3,60.4,1334.0,44.9,3692.0,280804.0,316782.0,18.8,13.1,75669.0,1682.0,93.8,5.2,0.4792,423500.0,19.9,2737.0,316782.0,280804.0,42119.0,2017
Boundary County,Idaho,16,21,17.9,18.2,642.0,31.9,79.0,10638.0,11323.0,30.0,18.3,39512.0,156.0,77.9,3.8,0.4976,181300.0,23.5,25.0,11323.0,10638.0,24606.0,2017
Bourbon County,Kansas,20,11,19.2,19.1,594.0,35.1,107.0,13687.0,14757.0,24.8,17.6,39379.0,109.0,89.1,2.2,0.4414,82600.0,25.5,478.0,14757.0,13687.0,20707.0,2017
Bourbon County,Kentucky,21,17,15.5,19.0,718.0,35.2,176.0,18092.0,20017.0,24.7,16.6,47886.0,9.0,90.2,6.9,0.4538,144900.0,22.8,1445.0,20017.0,18092.0,25994.0,2017
Bowie County,Texas,48,37,13.8,19.2,729.0,39.3,969.0,64885.0,93635.0,21.5,17.9,46283.0,831.0,85.1,7.3,0.4966,109400.0,23.8,22812.0,93635.0,64885.0,24761.0,2017
Bowman County,North Dakota,38,11,10.8,24.5,607.0,34.0,5.0,3079.0,3226.0,28.9,8.5,65435.0,40.0,93.9,1.6,0.4377,149600.0,23.8,4.0,3226.0,3079.0,36318.0,2017
Box Butte County,Nebraska,31,13,10.7,17.4,575.0,33.8,102.0,10304.0,11200.0,25.7,10.9,56328.0,371.0,92.9,5.1,0.4,105400.0,25.5,67.0,11200.0,10304.0,28483.0,2017
Box Elder County,Utah,49,3,13.2,22.7,709.0,39.0,352.0,48638.0,52182.0,17.7,10.2,58835.0,622.0,92.2,5.5,0.3738,179600.0,32.4,278.0,52182.0,48638.0,22808.0,2017
Boyd County,Kentucky,21,19,21.9,19.4,645.0,36.2,425.0,45761.0,48486.0,26.0,19.3,45543.0,52.0,91.4,9.3,0.5131,103900.0,21.3,1214.0,48486.0,45761.0,26420.0,2017
Boyd County,Nebraska,31,15,15.9,20.2,475.0,25.9,6.0,1957.0,2049.0,34.4,9.8,48750.0,31.0,87.2,1.6,0.4466,63800.0,22.8,10.0,2049.0,1957.0,26413.0,2017
Boyle County,Kentucky,21,21,17.6,23.0,671.0,39.2,251.0,26300.0,29773.0,24.6,15.5,43076.0,73.0,93.6,4.9,0.4685,141100.0,20.2,2130.0,29773.0,26300.0,23822.0,2017
Bracken County,Kentucky,21,23,14.1,14.0,616.0,35.5,66.0,8091.0,8330.0,22.0,21.4,40458.0,15.0,93.6,7.6,0.4565,102300.0,24.7,2.0,8330.0,8091.0,22433.0,2017
Bradford County,Florida,12,7,19.0,10.4,755.0,38.2,208.0,20861.0,26775.0,23.9,18.8,46106.0,89.0,85.0,7.6,0.4369,90500.0,20.4,5139.0,26775.0,20861.0,19656.0,2017
Bradford County,Pennsylvania,42,15,15.1,18.0,720.0,32.5,564.0,59678.0,61546.0,27.1,12.2,50900.0,39.0,92.2,5.6,0.4348,145600.0,22.1,362.0,61546.0,59678.0,26937.0,2017
Bradley County,Arkansas,5,11,24.2,14.4,567.0,34.6,80.0,6850.0,10994.0,25.7,26.4,36310.0,183.0,86.6,9.4,0.4812,74300.0,23.7,3220.0,10994.0,6850.0,21575.0,2017
Bradley County,Tennessee,47,11,17.9,21.8,746.0,39.0,1113.0,94641.0,103666.0,22.2,18.0,46381.0,141.0,87.6,7.2,0.468,150100.0,22.4,5132.0,103666.0,94641.0,25144.0,2017
Branch County,Michigan,26,23,14.1,14.0,708.0,35.2,368.0,40880.0,43543.0,23.8,15.9,48192.0,132.0,89.1,4.6,0.4052,97700.0,23.4,1045.0,43543.0,40880.0,22977.0,2017
Brantley County,Georgia,13,25,23.8,7.8,579.0,36.4,96.0,17243.0,18411.0,20.6,21.8,36812.0,35.0,78.9,7.8,0.4296,68200.0,24.5,697.0,18411.0,17243.0,18220.0,2017
