County,State,State_FIPS,County_FIPS,disability_rate,high_school_and_above_percentage,age_15_to_44_percentage,median_gross_rent,housing_cost_burden,poverty_rate,age_60_and_over,total_population,white_population,median_household_income,unemployment_rate,health_insurance_rate,native_american_population,gini_index,age_18_and_under_percentage,black_population,median_home_value,total_population_race,per_capita_income,asian_population,Year
Turner County,Georgia,13,287,20.5,12.3,77.1,566.0,18.0,27.6,15.9,8151.0,4559.0,34667.0,9.1,78.1,16.0,0.4593,10.1,3301.0,73000.0,8151.0,17149.0,4559.0,2016
Turner County,South Dakota,46,125,13.3,21.4,77.4,655.0,37.0,10.3,18.0,8289.0,8076.0,54707.0,2.3,93.1,54.0,0.41,5.9,45.0,107000.0,8289.0,27405.0,8076.0,2016
Tuscaloosa County,Alabama,1,125,12.0,29.4,80.1,784.0,1725.0,18.0,10.3,202471.0,132344.0,48022.0,7.0,90.3,287.0,0.4686,18.3,62793.0,160000.0,202471.0,23896.0,132344.0,2016
Tuscarawas County,Ohio,39,157,14.1,15.0,78.2,694.0,788.0,13.6,15.6,92579.0,89816.0,46992.0,5.7,89.0,233.0,0.4232,8.2,745.0,114400.0,92579.0,24173.0,89816.0,2016
Tuscola County,Michigan,26,157,19.0,13.8,80.5,650.0,313.0,15.8,16.7,54014.0,52121.0,44193.0,8.4,91.4,139.0,0.4036,8.2,666.0,95200.0,54014.0,22511.0,52121.0,2016
Twiggs County,Georgia,13,289,19.3,11.6,80.3,479.0,35.0,30.3,17.6,8363.0,4638.0,31625.0,7.7,85.1,17.0,0.5231,11.4,3566.0,58600.0,8363.0,18255.0,4638.0,2016
Twin Falls County,Idaho,16,83,12.8,18.1,74.3,735.0,658.0,15.6,13.5,80955.0,74926.0,45500.0,4.4,85.0,980.0,0.4251,9.1,517.0,149100.0,80955.0,21682.0,74926.0,2016
Tyler County,Texas,48,457,23.6,11.3,83.5,696.0,38.0,15.7,17.3,21371.0,17953.0,45427.0,10.3,83.9,54.0,0.4192,14.0,2333.0,81800.0,21371.0,20720.0,17953.0,2016
Tyler County,West Virginia,54,95,18.0,13.7,82.1,599.0,58.0,18.7,18.7,9000.0,8864.0,38674.0,8.5,85.6,21.0,0.47,7.5,42.0,88400.0,9000.0,22083.0,8864.0,2016
Tyrrell County,North Carolina,37,177,20.5,8.2,86.3,759.0,14.0,25.3,16.2,4128.0,2302.0,32165.0,12.9,83.2,85.0,0.4695,9.4,1512.0,112400.0,4128.0,17042.0,2302.0,2016
Uinta County,Wyoming,56,41,14.6,18.2,71.3,643.0,206.0,16.8,10.5,20893.0,19705.0,53323.0,6.4,84.3,204.0,0.4412,9.1,39.0,179500.0,20893.0,25636.0,19705.0,2016
Uintah County,Utah,49,47,10.7,14.9,69.3,978.0,207.0,9.5,8.3,36308.0,31973.0,67943.0,5.5,85.5,2662.0,0.4257,8.9,175.0,190900.0,36308.0,25488.0,31973.0,2016
Ulster County,New York,36,111,13.7,31.0,83.5,1022.0,1946.0,13.0,15.6,180505.0,155745.0,60393.0,8.5,91.6,274.0,0.4595,10.1,10674.0,219800.0,180505.0,31760.0,155745.0,2016
Umatilla County,Oregon,41,59,15.0,15.6,77.5,682.0,763.0,18.0,12.7,76582.0,65277.0,49287.0,9.1,86.9,2291.0,0.4252,10.2,527.0,143400.0,76582.0,21528.0,65277.0,2016
Unicoi County,Tennessee,47,171,24.4,12.6,82.9,619.0,163.0,21.0,19.4,17945.0,17494.0,35390.0,11.5,88.4,11.0,0.4548,7.0,140.0,112300.0,17945.0,20958.0,17494.0,2016
Union County,Arkansas,5,139,18.8,19.2,77.1,618.0,214.0,20.7,15.0,40334.0,26064.0,39836.0,9.0,86.9,319.0,0.4697,8.5,13299.0,77800.0,40334.0,22240.0,26064.0,2016
Union County,Florida,12,125,15.0,7.6,87.7,588.0,118.0,22.4,11.7,15159.0,11232.0,37778.0,10.5,87.4,64.0,0.4248,8.5,3379.0,89100.0,15159.0,12943.0,11232.0,2016
Union County,Georgia,13,291,20.8,22.4,84.7,685.0,81.0,13.1,29.7,22033.0,21373.0,41686.0,9.1,87.6,174.0,0.4278,6.2,143.0,185400.0,22033.0,23603.0,21373.0,2016
Union County,Illinois,17,181,17.7,21.3,80.2,475.0,62.0,15.5,17.8,17458.0,16412.0,45464.0,6.3,91.5,12.0,0.445,7.6,124.0,94200.0,17458.0,24296.0,16412.0,2016
Union County,Indiana,18,161,14.7,18.6,77.8,710.0,67.0,9.5,15.1,7251.0,6973.0,45104.0,5.4,88.3,0.0,0.3894,8.9,12.0,106100.0,7251.0,22918.0,6973.0,2016
Union County,Iowa,19,175,15.4,16.4,78.7,598.0,116.0,12.9,17.5,12539.0,12208.0,45934.0,4.1,91.8,35.0,0.4137,9.5,124.0,88100.0,12539.0,25140.0,12208.0,2016
Union County,Kentucky,21,225,19.8,12.2,83.1,558.0,151.0,24.0,12.5,15065.0,12687.0,41255.0,8.4,89.9,12.0,0.424,20.5,1926.0,82100.0,15065.0,21063.0,12687.0,2016
Union County,Mississippi,28,145,18.4,15.5,77.1,665.0,115.0,19.1,14.2,27989.0,22993.0,37898.0,9.0,85.1,51.0,0.4468,9.0,4075.0,86700.0,27989.0,19723.0,22993.0,2016
Union County,New Jersey,34,39,9.3,33.4,77.9,1187.0,6924.0,10.8,11.2,550436.0,315833.0,70476.0,8.5,85.8,1435.0,0.4951,9.3,116934.0,347500.0,550436.0,36374.0,315833.0,2016
Union County,New Mexico,35,59,18.4,15.9,83.7,638.0,35.0,16.9,15.5,4292.0,3348.0,36420.0,3.1,81.5,141.0,0.4699,10.6,76.0,87600.0,4292.0,21091.0,3348.0,2016
Union County,North Carolina,37,179,9.4,33.6,73.9,911.0,1447.0,9.7,10.2,217614.0,177613.0,67194.0,6.8,88.9,724.0,0.4603,8.8,25260.0,206000.0,217614.0,31185.0,177613.0,2016
Union County,Ohio,39,159,11.4,29.1,76.3,830.0,312.0,7.9,10.7,53955.0,49639.0,71282.0,3.7,93.6,158.0,0.4075,8.1,1283.0,174300.0,53955.0,30431.0,49639.0,2016
Union County,Oregon,41,61,16.7,23.3,79.2,697.0,320.0,18.6,17.1,25758.0,23792.0,45564.0,6.6,89.1,257.0,0.4684,11.8,193.0,170500.0,25758.0,25458.0,23792.0,2016
Union County,Pennsylvania,42,119,12.9,22.1,85.4,695.0,313.0,11.2,12.6,45178.0,39673.0,51349.0,4.9,88.8,188.0,0.4463,13.6,3132.0,164900.0,45178.0,23316.0,39673.0,2016
Union County,South Carolina,45,87,19.8,12.4,79.4,591.0,187.0,19.9,16.4,27928.0,18509.0,34953.0,9.9,88.9,35.0,0.4538,8.0,8614.0,74500.0,27928.0,19614.0,18509.0,2016
Union County,South Dakota,46,127,11.0,30.1,78.2,783.0,208.0,6.4,14.7,14842.0,13995.0,63890.0,2.7,93.6,102.0,0.4439,7.8,99.0,156500.0,14842.0,35565.0,13995.0,2016
Union County,Tennessee,47,173,18.2,10.0,80.0,563.0,80.0,23.5,15.5,19081.0,18694.0,38540.0,9.1,87.9,6.0,0.4286,8.0,89.0,112500.0,19081.0,19030.0,18694.0,2016
Union Parish,Louisiana,22,111,16.1,12.1,79.7,480.0,120.0,24.9,17.2,22460.0,16056.0,37049.0,6.6,86.0,15.0,0.4738,8.9,5745.0,89500.0,22460.0,20090.0,16056.0,2016
Upshur County,Texas,48,459,18.3,15.8,78.1,741.0,261.0,13.5,15.6,40295.0,34122.0,47724.0,7.7,83.0,253.0,0.4383,9.1,3498.0,96500.0,40295.0,23215.0,34122.0,2016
Upshur County,West Virginia,54,97,15.3,18.6,81.2,644.0,124.0,17.9,17.2,24632.0,24008.0,42240.0,7.7,88.8,39.0,0.4369,12.4,356.0,111200.0,24632.0,21361.0,24008.0,2016
Upson County,Georgia,13,293,17.1,13.4,78.5,643.0,289.0,22.9,15.4,26394.0,18496.0,35699.0,12.5,83.8,107.0,0.4733,9.1,7446.0,83600.0,26394.0,19511.0,18496.0,2016
Upton County,Texas,48,461,12.6,9.9,74.8,608.0,0.0,20.4,12.9,3475.0,1733.0,48220.0,4.5,77.4,3.0,0.4761,9.0,167.0,61300.0,3475.0,24254.0,1733.0,2016
Utah County,Utah,49,49,7.5,38.1,68.0,919.0,4334.0,12.5,6.4,564177.0,520064.0,64321.0,4.9,89.7,2716.0,0.4165,16.6,3328.0,239300.0,564177.0,22088.0,520064.0,2016
Uvalde County,Texas,48,463,13.4,14.9,75.2,623.0,131.0,20.7,14.5,27055.0,24350.0,39011.0,6.4,77.6,308.0,0.4432,11.4,40.0,78200.0,27055.0,18294.0,24350.0,2016
Val Verde County,Texas,48,465,13.3,17.5,73.9,676.0,385.0,20.9,12.3,48862.0,45209.0,44170.0,8.4,77.2,106.0,0.4593,12.4,689.0,93900.0,48862.0,19522.0,45209.0,2016
Valdez-Cordova Census Area,Alaska,2,261,11.5,30.1,80.0,879.0,17.0,8.5,9.5,9522.0,7023.0,82511.0,9.0,79.1,1420.0,0.4122,14.2,12.0,227900.0,9522.0,35457.0,7023.0,2016
Valencia County,New Mexico,35,61,19.7,17.1,77.9,778.0,517.0,23.2,14.6,75993.0,58741.0,41788.0,10.7,87.8,3272.0,0.4402,9.6,843.0,133100.0,75993.0,19842.0,58741.0,2016
Valley County,Idaho,16,85,19.6,31.0,84.0,762.0,60.0,14.0,22.0,9897.0,9781.0,53630.0,4.9,83.2,11.0,0.4631,7.2,1.0,246300.0,9897.0,28133.0,9781.0,2016
Valley County,Montana,30,105,14.4,21.5,79.0,539.0,63.0,9.6,19.2,7576.0,6560.0,49977.0,4.6,88.7,735.0,0.4197,6.2,6.0,143000.0,7576.0,27820.0,6560.0,2016
Valley County,Nebraska,31,175,16.8,20.6,79.3,571.0,81.0,12.8,22.3,4240.0,4183.0,44657.0,1.8,90.1,8.0,0.4412,6.3,12.0,89900.0,4240.0,26384.0,4183.0,2016
Van Buren County,Arkansas,5,141,22.2,13.6,82.1,600.0,142.0,18.5,23.3,16892.0,16151.0,34576.0,11.9,84.6,64.0,0.4445,6.8,91.0,92000.0,16892.0,19883.0,16151.0,2016
Van Buren County,Iowa,19,177,13.1,12.7,78.4,480.0,9.0,14.5,19.0,7380.0,7229.0,46769.0,3.7,84.8,7.0,0.4017,6.7,43.0,80400.0,7380.0,23765.0,7229.0,2016
Van Buren County,Michigan,26,159,15.2,20.3,78.2,666.0,534.0,17.5,14.8,75216.0,65599.0,47141.0,7.6,89.0,589.0,0.4432,8.6,2552.0,121400.0,75216.0,23943.0,65599.0,2016
Van Buren County,Tennessee,47,175,22.5,11.7,82.6,422.0,22.0,19.1,19.3,5641.0,5452.0,42813.0,11.7,87.8,0.0,0.4189,7.2,22.0,95200.0,5641.0,21348.0,5452.0,2016
Van Wert County,Ohio,39,161,14.9,17.2,78.4,653.0,228.0,12.3,15.7,28501.0,27515.0,50547.0,5.8,91.8,20.0,0.4158,8.1,333.0,98900.0,28501.0,25316.0,27515.0,2016
Van Zandt County,Texas,48,467,17.8,16.3,79.1,734.0,240.0,15.8,18.9,53070.0,49480.0,46555.0,5.9,79.8,356.0,0.4596,8.3,1379.0,105900.0,53070.0,24399.0,49480.0,2016
Vance County,North Carolina,37,181,20.7,11.5,77.3,650.0,551.0,25.6,14.6,44508.0,19355.0,32733.0,11.1,85.3,752.0,0.4762,9.7,22162.0,96700.0,44508.0,18703.0,19355.0,2016
Vanderburgh County,Indiana,18,163,14.7,24.9,79.1,728.0,2544.0,17.0,13.2,181692.0,156287.0,43311.0,5.7,89.3,404.0,0.4675,10.4,16344.0,118100.0,181692.0,25666.0,156287.0,2016
Venango County,Pennsylvania,42,121,17.5,16.5,81.6,585.0,526.0,14.4,18.0,53460.0,51796.0,43885.0,8.0,91.7,29.0,0.4303,8.0,445.0,82700.0,53460.0,24257.0,51796.0,2016
Ventura County,California,6,111,10.5,32.2,78.1,1572.0,9628.0,10.6,12.2,843110.0,669728.0,78593.0,7.5,87.7,6294.0,0.4456,10.3,14847.0,481400.0,843110.0,34331.0,669728.0,2016
Vermilion County,Illinois,17,183,15.4,14.0,78.3,639.0,777.0,19.7,15.7,79613.0,65911.0,43552.0,9.7,91.4,186.0,0.4349,8.5,10946.0,75800.0,79613.0,22733.0,65911.0,2016
Vermilion Parish,Louisiana,22,113,15.5,12.3,75.6,654.0,347.0,17.3,12.4,59524.0,48363.0,47083.0,8.2,86.8,312.0,0.4513,8.6,8421.0,103800.0,59524.0,23521.0,48363.0,2016
Vermillion County,Indiana,18,165,17.2,13.0,78.8,578.0,129.0,13.4,16.6,15752.0,15453.0,44409.0,6.2,89.6,45.0,0.4077,7.9,59.0,76200.0,15752.0,22932.0,15453.0,2016
Vernon County,Missouri,29,217,18.3,16.2,76.0,626.0,193.0,17.4,15.9,20836.0,19959.0,40655.0,4.6,82.9,97.0,0.4297,7.8,200.0,93200.0,20836.0,21246.0,19959.0,2016
Vernon County,Wisconsin,55,123,11.6,21.2,76.2,622.0,233.0,16.3,17.1,30442.0,29612.0,49476.0,3.6,83.2,69.0,0.4299,7.1,141.0,146100.0,30442.0,24414.0,29612.0,2016
Vernon Parish,Louisiana,22,115,17.4,17.8,76.2,934.0,716.0,14.5,8.9,52101.0,39884.0,46561.0,8.2,88.4,649.0,0.422,16.0,7476.0,107900.0,52101.0,22297.0,39884.0,2016
Victoria County,Texas,48,469,15.0,18.8,76.2,824.0,1246.0,14.7,13.1,90989.0,78863.0,54697.0,5.5,82.1,189.0,0.4566,10.0,6034.0,124100.0,90989.0,27509.0,78863.0,2016
Vigo County,Indiana,18,167,17.9,23.2,81.1,693.0,1285.0,20.3,12.1,108099.0,94538.0,41221.0,8.1,88.3,244.0,0.4624,15.5,6333.0,91900.0,108099.0,22079.0,94538.0,2016
Vilas County,Wisconsin,55,125,16.8,26.8,85.7,677.0,285.0,14.7,28.2,21373.0,18471.0,41632.0,7.7,91.1,1939.0,0.4522,6.3,59.0,201000.0,21373.0,27537.0,18471.0,2016
Vinton County,Ohio,39,163,21.1,9.6,79.6,620.0,135.0,21.3,14.5,13128.0,12746.0,41080.0,10.7,90.0,6.0,0.4032,8.8,29.0,84100.0,13128.0,19431.0,12746.0,2016
Virginia Beach City,Virginia,51,810,10.3,34.2,78.7,1258.0,6728.0,8.2,10.7,449733.0,304213.0,67719.0,5.8,90.6,1187.0,0.4148,11.0,85906.0,262200.0,449733.0,33250.0,304213.0,2016
Volusia County,Florida,12,127,16.3,22.4,83.5,931.0,5232.0,16.7,21.6,510806.0,425913.0,42240.0,7.8,84.6,1829.0,0.4639,9.3,53908.0,139000.0,510806.0,24834.0,425913.0,2016
Wabash County,Illinois,17,185,18.1,17.2,79.8,567.0,82.0,12.0,17.1,11587.0,11192.0,46871.0,8.6,92.4,12.0,0.4268,9.9,117.0,80200.0,11587.0,24697.0,11192.0,2016
Wabash County,Indiana,18,169,14.6,18.3,81.0,640.0,233.0,12.7,17.0,32177.0,30763.0,47473.0,5.9,90.1,205.0,0.4003,10.7,269.0,96200.0,32177.0,23745.0,30763.0,2016
Wabasha County,Minnesota,27,157,11.2,21.2,80.2,698.0,96.0,6.6,17.8,21327.0,20755.0,58865.0,3.4,94.9,51.0,0.4204,7.3,46.0,160900.0,21327.0,31464.0,20755.0,2016
Wabaunsee County,Kansas,20,197,15.6,23.7,77.3,685.0,29.0,6.7,17.1,6960.0,6684.0,57791.0,4.7,92.0,25.0,0.359,6.9,21.0,112700.0,6960.0,25194.0,6684.0,2016
Wade Hampton Census Area,Alaska,2,270,,,,,,,,,,,,,,,,,,,,,2016
Wadena County,Minnesota,27,159,17.5,13.0,77.6,601.0,68.0,15.5,19.8,13755.0,13260.0,42689.0,5.2,93.5,119.0,0.4227,7.8,111.0,113400.0,13755.0,22283.0,13260.0,2016
Wagoner County,Oklahoma,40,145,15.2,21.8,76.6,815.0,449.0,10.8,14.0,76190.0,57782.0,57590.0,6.2,86.8,6292.0,0.4024,8.0,2708.0,144900.0,76190.0,26159.0,57782.0,2016
Wahkiakum County,Washington,53,69,23.8,15.1,88.4,665.0,29.0,14.1,32.2,4051.0,3761.0,48116.0,7.0,91.7,101.0,0.4459,9.5,5.0,197000.0,4051.0,27619.0,3761.0,2016
Wake County,North Carolina,37,183,8.2,50.1,76.7,989.0,12518.0,10.8,8.8,998576.0,669687.0,70620.0,5.7,89.6,3405.0,0.4463,9.6,205682.0,241600.0,998576.0,35752.0,669687.0,2016
Wakulla County,Florida,12,129,15.9,16.6,82.7,818.0,171.0,14.3,11.4,31314.0,25709.0,54078.0,7.1,88.1,183.0,0.3952,8.3,4751.0,131500.0,31314.0,22129.0,25709.0,2016
Waldo County,Maine,23,27,16.1,29.2,81.8,754.0,299.0,16.0,18.5,39071.0,37789.0,45480.0,7.2,88.1,75.0,0.4372,7.7,232.0,158400.0,39071.0,25270.0,37789.0,2016
Walker County,Alabama,1,127,25.3,10.5,79.2,607.0,462.0,21.9,16.1,65593.0,59932.0,37025.0,11.0,87.4,36.0,0.4599,8.6,3791.0,84800.0,65593.0,20410.0,59932.0,2016
Walker County,Georgia,13,295,19.2,15.0,78.6,665.0,604.0,18.4,14.5,68143.0,63051.0,41539.0,7.0,84.7,235.0,0.456,8.3,2949.0,107500.0,68143.0,21588.0,63051.0,2016
Walker County,Texas,48,471,9.4,19.5,88.1,809.0,296.0,24.0,9.4,69926.0,51148.0,40090.0,4.2,86.0,186.0,0.4796,17.1,16100.0,123600.0,69926.0,16419.0,51148.0,2016
Walla Walla County,Washington,53,71,15.6,28.6,80.7,775.0,762.0,16.5,14.1,59809.0,50996.0,48705.0,6.4,89.1,520.0,0.4579,13.4,946.0,191700.0,59809.0,24736.0,50996.0,2016
Wallace County,Kansas,20,199,18.4,24.9,78.0,438.0,0.0,10.2,21.4,1584.0,1536.0,45804.0,6.6,92.4,6.0,0.4885,7.3,0.0,82500.0,1584.0,28875.0,1536.0,2016
Waller County,Texas,48,473,14.2,18.7,77.8,825.0,174.0,19.0,10.8,47049.0,31581.0,53508.0,9.0,79.0,138.0,0.4591,21.2,11946.0,153800.0,47049.0,23338.0,31581.0,2016
Wallowa County,Oregon,41,63,23.6,25.2,83.1,687.0,48.0,14.6,26.8,6836.0,6564.0,42349.0,7.7,91.0,29.0,0.4279,3.5,27.0,211200.0,6836.0,24956.0,6564.0,2016
Walsh County,North Dakota,38,99,15.8,16.7,79.3,547.0,108.0,10.6,18.1,10995.0,10019.0,51181.0,3.3,92.5,231.0,0.4522,7.6,34.0,81300.0,10995.0,30266.0,10019.0,2016
Walthall County,Mississippi,28,147,21.2,9.7,76.8,550.0,38.0,25.9,15.1,14812.0,7864.0,30571.0,8.5,80.7,0.0,0.5277,10.2,6782.0,93300.0,14812.0,18255.0,7864.0,2016
Walton County,Florida,12,131,16.5,26.3,81.8,950.0,524.0,17.4,17.5,61528.0,53493.0,46910.0,7.3,82.5,410.0,0.4936,7.4,3067.0,183400.0,61528.0,28475.0,53493.0,2016
Walton County,Georgia,13,297,12.7,18.6,75.8,898.0,561.0,13.2,12.9,87436.0,69320.0,54459.0,7.8,87.2,183.0,0.4209,9.1,14627.0,157400.0,87436.0,24141.0,69320.0,2016
Walworth County,South Dakota,46,129,15.5,20.6,81.3,589.0,60.0,10.8,22.0,5538.0,4460.0,46526.0,3.4,91.3,580.0,0.4595,4.9,23.0,80000.0,5538.0,29199.0,4460.0,2016
Walworth County,Wisconsin,55,127,11.6,27.8,80.0,828.0,1141.0,12.9,13.9,103021.0,96192.0,55575.0,6.4,91.5,380.0,0.4383,13.1,1091.0,189500.0,103021.0,28085.0,96192.0,2016
Wapello County,Iowa,19,179,14.2,17.6,79.1,619.0,273.0,17.5,14.8,35242.0,32003.0,42494.0,7.0,92.3,68.0,0.4445,9.7,831.0,81400.0,35242.0,23116.0,32003.0,2016
Ward County,North Dakota,38,101,10.2,26.4,79.7,961.0,1046.0,7.3,9.6,68954.0,60884.0,63037.0,2.4,91.8,1125.0,0.4179,17.6,2335.0,207600.0,68954.0,32395.0,60884.0,2016
Ward County,Texas,48,475,13.6,14.1,75.9,726.0,37.0,16.6,12.8,11396.0,9499.0,56796.0,5.2,82.6,232.0,0.4627,10.3,608.0,82000.0,11396.0,26091.0,9499.0,2016
Ware County,Georgia,13,299,19.2,12.8,78.6,652.0,403.0,28.1,13.3,35671.0,23492.0,34705.0,5.7,81.9,201.0,0.468,10.9,10414.0,77100.0,35671.0,18396.0,23492.0,2016
Warren County,Georgia,13,301,13.4,12.1,80.0,591.0,116.0,26.4,17.9,5504.0,2067.0,31875.0,12.5,82.9,0.0,0.4658,10.3,3299.0,62100.0,5504.0,18381.0,2067.0,2016
Warren County,Illinois,17,187,12.4,21.9,80.0,559.0,163.0,15.5,16.2,17611.0,15836.0,44067.0,8.1,93.9,5.0,0.4274,12.6,493.0,82500.0,17611.0,23350.0,15836.0,2016
Warren County,Indiana,18,171,15.5,19.6,80.7,759.0,38.0,7.9,17.8,8309.0,8145.0,58623.0,5.0,93.8,12.0,0.3748,7.6,57.0,110700.0,8309.0,28690.0,8145.0,2016
Warren County,Iowa,19,181,11.3,28.8,76.3,770.0,372.0,7.3,13.3,48170.0,46619.0,67090.0,5.2,96.0,113.0,0.398,9.4,193.0,165200.0,48170.0,31525.0,46619.0,2016
Warren County,Kentucky,21,227,14.8,29.1,79.2,703.0,1380.0,19.2,10.7,121066.0,99435.0,46929.0,6.8,90.4,398.0,0.4582,17.1,11135.0,146100.0,121066.0,24060.0,99435.0,2016
Warren County,Mississippi,28,149,13.2,23.6,76.8,655.0,454.0,23.7,13.2,47834.0,23482.0,40475.0,7.2,86.0,55.0,0.4734,9.1,23123.0,109500.0,47834.0,22110.0,23482.0,2016
Warren County,Missouri,29,219,15.0,18.2,78.0,735.0,253.0,13.6,15.3,33290.0,31302.0,51509.0,6.6,88.5,56.0,0.4218,7.1,703.0,158900.0,33290.0,24870.0,31302.0,2016
Warren County,New Jersey,34,41,11.8,30.4,80.9,1035.0,1488.0,7.9,14.1,107095.0,95863.0,72999.0,8.3,91.8,176.0,0.415,9.2,4474.0,254400.0,107095.0,35386.0,95863.0,2016
Warren County,New York,36,113,14.6,28.4,82.9,879.0,488.0,11.1,18.2,64911.0,62408.0,57174.0,6.0,93.2,171.0,0.4416,8.4,749.0,191500.0,64911.0,31652.0,62408.0,2016
Warren County,North Carolina,37,185,21.2,14.6,83.3,622.0,66.0,24.2,19.1,20324.0,8046.0,33913.0,9.9,83.8,980.0,0.4804,12.2,10328.0,95100.0,20324.0,19563.0,8046.0,2016
Warren County,Ohio,39,165,9.4,41.0,76.4,957.0,1362.0,5.4,11.5,222184.0,198434.0,76200.0,5.0,94.9,151.0,0.4281,8.1,7922.0,196200.0,222184.0,36057.0,198434.0,2016
Warren County,Pennsylvania,42,123,17.7,18.4,82.1,571.0,364.0,12.7,19.1,40649.0,39766.0,44977.0,5.8,92.4,34.0,0.4337,7.8,204.0,90900.0,40649.0,25414.0,39766.0,2016
Warren County,Tennessee,47,177,19.0,13.2,78.0,597.0,454.0,20.7,14.7,40099.0,36852.0,36245.0,7.8,87.3,54.0,0.4696,8.1,461.0,101800.0,40099.0,20749.0,36852.0,2016
Warren County,Virginia,51,187,13.9,20.0,79.9,939.0,278.0,10.4,13.4,38807.0,35282.0,63734.0,6.5,88.7,63.0,0.4018,9.3,1520.0,223300.0,38807.0,29179.0,35282.0,2016
Warrick County,Indiana,18,173,11.7,28.0,77.4,785.0,526.0,9.5,14.6,61427.0,57989.0,61542.0,4.5,92.6,103.0,0.4303,7.5,941.0,153000.0,61427.0,31021.0,57989.0,2016
Wasatch County,Utah,49,51,7.5,36.9,71.4,1152.0,172.0,8.8,9.3,27895.0,26750.0,71337.0,3.7,87.0,31.0,0.4119,7.9,18.0,336100.0,27895.0,28818.0,26750.0,2016
Wasco County,Oregon,41,65,18.4,18.6,79.7,751.0,183.0,14.5,17.9,25657.0,22593.0,46814.0,7.2,89.2,1018.0,0.4083,8.7,166.0,182300.0,25657.0,22931.0,22593.0,2016
Waseca County,Minnesota,27,161,11.9,19.9,79.0,598.0,226.0,7.8,15.5,19034.0,17752.0,53199.0,4.7,94.9,133.0,0.4194,7.1,509.0,142800.0,19034.0,27179.0,17752.0,2016
Washakie County,Wyoming,56,43,19.0,21.1,81.9,601.0,49.0,14.7,19.3,8351.0,7575.0,46212.0,7.4,83.1,47.0,0.4333,5.5,66.0,156900.0,8351.0,26325.0,7575.0,2016
Washburn County,Wisconsin,55,129,15.5,21.6,82.9,661.0,133.0,12.8,23.5,15685.0,14989.0,44437.0,5.3,92.5,273.0,0.4355,6.0,82.0,147300.0,15685.0,26570.0,14989.0,2016
Washington County,Alabama,1,129,23.9,9.6,79.1,615.0,84.0,21.6,14.8,16909.0,11082.0,40293.0,16.1,86.3,1341.0,0.4354,9.2,4189.0,81100.0,16909.0,19598.0,11082.0,2016
Washington County,Arkansas,5,143,10.4,31.2,76.9,725.0,3452.0,19.0,9.3,219930.0,172215.0,45442.0,5.2,86.5,1904.0,0.4931,15.4,7585.0,157400.0,219930.0,25249.0,172215.0,2016
Washington County,Colorado,8,121,13.7,16.0,79.3,624.0,43.0,11.7,18.8,4814.0,4633.0,46315.0,3.9,92.1,23.0,0.4322,7.5,43.0,118000.0,4814.0,25744.0,4633.0,2016
Washington County,Florida,12,133,20.3,11.0,84.0,687.0,106.0,20.5,15.2,24627.0,19719.0,38330.0,9.8,86.5,300.0,0.4461,9.2,3873.0,93700.0,24627.0,18239.0,19719.0,2016
Washington County,Georgia,13,303,15.5,12.3,79.5,615.0,156.0,26.4,12.9,20680.0,9346.0,37417.0,10.7,85.7,0.0,0.4713,10.0,10952.0,79400.0,20680.0,18662.0,9346.0,2016
Washington County,Idaho,16,87,19.3,15.4,80.4,649.0,127.0,15.3,23.5,10035.0,9141.0,37525.0,9.4,81.8,60.0,0.4195,6.5,0.0,140600.0,10035.0,19559.0,9141.0,2016
Washington County,Illinois,17,189,12.3,20.9,80.8,645.0,88.0,11.2,16.5,14369.0,13896.0,54936.0,5.4,94.2,13.0,0.4241,7.6,115.0,108600.0,14369.0,29548.0,13896.0,2016
Washington County,Indiana,18,175,17.7,12.7,78.9,633.0,124.0,14.9,14.1,27792.0,27299.0,44883.0,8.7,88.3,95.0,0.4211,8.6,13.0,104600.0,27792.0,22096.0,27299.0,2016
Washington County,Iowa,19,183,13.3,20.9,77.6,720.0,178.0,9.0,16.6,22115.0,21332.0,56864.0,4.2,91.4,49.0,0.398,8.0,195.0,127500.0,22115.0,27933.0,21332.0,2016
Washington County,Kansas,20,201,14.2,18.4,79.4,440.0,18.0,10.5,20.9,5613.0,5425.0,47045.0,2.9,93.0,16.0,0.3971,7.3,27.0,73900.0,5613.0,24241.0,5425.0,2016
Washington County,Kentucky,21,229,18.9,14.8,79.3,573.0,94.0,17.6,14.9,12017.0,10683.0,43719.0,5.8,89.6,0.0,0.4139,11.0,707.0,100700.0,12017.0,20834.0,10683.0,2016
Washington County,Maine,23,29,20.9,20.1,82.5,607.0,356.0,18.0,20.4,31925.0,29167.0,39469.0,8.6,87.3,1438.0,0.454,7.9,137.0,107400.0,31925.0,23113.0,29167.0,2016
Washington County,Maryland,24,43,15.6,20.1,80.3,869.0,1536.0,12.9,13.5,149571.0,124903.0,56316.0,7.5,92.1,313.0,0.4354,9.1,15402.0,198900.0,149571.0,27586.0,124903.0,2016
Washington County,Minnesota,27,163,8.6,42.3,77.3,1192.0,1453.0,5.1,11.8,248745.0,216007.0,86689.0,4.0,95.9,944.0,0.4127,8.4,9796.0,253300.0,248745.0,39873.0,216007.0,2016
Washington County,Mississippi,28,151,18.5,18.5,74.4,637.0,621.0,34.9,11.8,48824.0,12883.0,28452.0,19.7,79.8,47.0,0.5224,10.4,34990.0,73000.0,48824.0,17800.0,12883.0,2016
