County,State,State_FIPS,County_FIPS,disability_rate,high_school_and_above_percentage,age_15_to_44_percentage,median_gross_rent,housing_cost_burden,poverty_rate,age_60_and_over,total_population,white_population,median_household_income,unemployment_rate,health_insurance_rate,native_american_population,gini_index,age_18_and_under_percentage,black_population,median_home_value,total_population_race,per_capita_income,asian_population,Year
Barbour County,Alabama,1,5,21.5,12.9,81.0,588.0,259.0,26.4,13.3,26614.0,12430.0,33956.0,12.8,87.0,46.0,0.462,10.6,12756.0,90300.0,26614.0,17249.0,12430.0,2016
Barbour County,West Virginia,54,1,20.8,12.8,80.7,534.0,140.0,22.4,17.5,16892.0,16308.0,36733.0,7.9,89.7,116.0,0.4449,11.3,118.0,99600.0,16892.0,18602.0,16308.0,2016
Barnes County,North Dakota,38,3,13.3,23.7,82.9,671.0,146.0,9.8,18.2,11033.0,10405.0,55778.0,2.8,93.2,217.0,0.4701,10.5,88.0,96700.0,11033.0,34244.0,10405.0,2016
Barnstable County,Massachusetts,25,1,13.8,41.1,85.3,1137.0,2005.0,8.2,25.5,214703.0,198374.0,65382.0,6.3,96.5,909.0,0.4604,8.6,5611.0,367200.0,214703.0,39104.0,198374.0,2016
Barnwell County,South Carolina,45,11,23.5,13.2,77.1,591.0,295.0,26.5,14.5,21917.0,11295.0,34787.0,10.8,85.7,58.0,0.4863,11.1,9888.0,76600.0,21917.0,19652.0,11295.0,2016
Barren County,Kentucky,21,9,19.8,15.5,78.5,595.0,567.0,21.4,14.7,43287.0,40179.0,39034.0,7.6,89.6,128.0,0.439,8.8,1771.0,108300.0,43287.0,20130.0,40179.0,2016
Barron County,Wisconsin,55,5,13.8,18.2,80.5,665.0,386.0,12.2,18.2,45548.0,43591.0,46863.0,5.4,92.3,379.0,0.4257,7.8,529.0,140900.0,45548.0,25426.0,43591.0,2016
Barrow County,Georgia,13,13,13.5,16.8,74.7,928.0,609.0,14.5,9.7,73340.0,58575.0,53133.0,8.6,83.2,225.0,0.401,8.3,8266.0,123200.0,73340.0,21978.0,58575.0,2016
Barry County,Michigan,26,15,13.4,18.9,79.3,792.0,308.0,9.3,15.7,59316.0,57126.0,56883.0,6.2,93.5,154.0,0.3846,8.0,365.0,139300.0,59316.0,25909.0,57126.0,2016
Barry County,Missouri,29,9,17.1,12.8,78.9,583.0,279.0,22.3,18.3,35716.0,33203.0,37869.0,10.7,81.9,171.0,0.4211,8.6,65.0,112900.0,35716.0,19431.0,33203.0,2016
Bartholomew County,Indiana,18,5,12.6,29.7,78.1,825.0,702.0,12.6,13.2,80203.0,69108.0,55874.0,5.2,89.3,205.0,0.4285,8.9,1522.0,137500.0,80203.0,28631.0,69108.0,2016
Barton County,Kansas,20,9,13.3,16.7,77.2,615.0,252.0,15.5,16.1,27214.0,25106.0,44449.0,5.5,86.3,77.0,0.4486,9.0,357.0,83700.0,27214.0,25474.0,25106.0,2016
Barton County,Missouri,29,11,19.9,15.2,76.9,498.0,81.0,22.9,16.4,12075.0,11347.0,38877.0,5.7,88.6,218.0,0.4723,7.9,28.0,94900.0,12075.0,22513.0,11347.0,2016
Bartow County,Georgia,13,15,14.8,18.5,76.7,842.0,928.0,14.8,11.6,101942.0,85010.0,50565.0,7.7,84.4,536.0,0.4241,9.0,11163.0,128200.0,101942.0,23376.0,85010.0,2016
Bastrop County,Texas,48,21,14.3,18.4,77.3,909.0,492.0,13.6,12.3,78286.0,60846.0,55808.0,8.6,80.8,505.0,0.4336,8.4,6264.0,142100.0,78286.0,25242.0,60846.0,2016
Bates County,Missouri,29,13,18.4,13.8,76.7,619.0,164.0,16.3,17.1,16513.0,15791.0,41520.0,5.6,86.2,92.0,0.4161,7.6,165.0,107500.0,16513.0,22250.0,15791.0,2016
Bath County,Kentucky,21,11,22.9,12.1,76.5,591.0,124.0,24.5,14.7,12113.0,11648.0,34986.0,9.6,88.3,9.0,0.4977,7.7,189.0,73500.0,12113.0,19590.0,11648.0,2016
Bath County,Virginia,51,17,17.5,15.4,76.7,478.0,0.0,8.4,20.6,4558.0,4269.0,44985.0,8.7,89.2,0.0,0.4293,1.7,96.0,146400.0,4558.0,28210.0,4269.0,2016
Baxter County,Arkansas,5,5,21.5,17.7,82.8,638.0,361.0,13.8,29.3,40992.0,39668.0,38115.0,6.2,90.8,218.0,0.4388,6.0,101.0,123100.0,40992.0,23068.0,39668.0,2016
Bay County,Florida,12,5,18.0,22.5,80.4,943.0,2440.0,15.6,14.8,178361.0,146493.0,48577.0,7.5,83.9,1228.0,0.4456,9.5,19188.0,162500.0,178361.0,25695.0,146493.0,2016
Bay County,Michigan,26,17,16.6,18.1,80.5,654.0,819.0,15.8,16.1,106107.0,100361.0,45851.0,8.2,92.6,335.0,0.4371,8.8,1586.0,94500.0,106107.0,24753.0,100361.0,2016
Bayfield County,Wisconsin,55,7,15.9,29.2,84.0,609.0,126.0,11.4,23.8,14987.0,12918.0,48132.0,6.8,91.2,1558.0,0.4164,6.0,92.0,162800.0,14987.0,27321.0,12918.0,2016
Baylor County,Texas,48,23,17.7,26.6,77.7,453.0,14.0,12.7,21.5,3639.0,3379.0,34382.0,1.4,81.6,20.0,0.5584,5.9,67.0,72600.0,3639.0,30495.0,3379.0,2016
Beadle County,South Dakota,46,5,12.8,20.3,74.7,573.0,242.0,21.4,14.3,18155.0,15780.0,48423.0,2.9,91.3,256.0,0.4127,7.9,51.0,106400.0,18155.0,24532.0,15780.0,2016
Bear Lake County,Idaho,16,7,13.8,19.5,75.9,553.0,31.0,14.5,19.3,5928.0,5685.0,46863.0,3.4,90.0,17.0,0.4038,7.2,46.0,136700.0,5928.0,22985.0,5685.0,2016
Beaufort County,North Carolina,37,13,18.7,18.6,80.3,652.0,423.0,17.5,20.3,47513.0,33458.0,40906.0,9.9,87.4,54.0,0.4618,7.9,12331.0,122100.0,47513.0,23716.0,33458.0,2016
Beaufort County,South Carolina,45,13,12.8,39.6,81.5,1060.0,2425.0,12.4,23.2,175316.0,129693.0,59227.0,6.6,86.0,420.0,0.4711,11.5,32247.0,273000.0,175316.0,33877.0,129693.0,2016
Beauregard Parish,Louisiana,22,11,21.0,16.3,77.9,684.0,294.0,19.0,13.0,36435.0,30060.0,46599.0,7.0,83.4,289.0,0.4457,9.6,4781.0,108700.0,36435.0,23141.0,30060.0,2016
Beaver County,Oklahoma,40,7,9.1,21.5,78.0,668.0,16.0,10.1,17.1,5479.0,4504.0,52908.0,3.0,85.9,27.0,0.4341,8.3,9.0,97000.0,5479.0,26738.0,4504.0,2016
Beaver County,Pennsylvania,42,7,14.7,23.4,81.5,652.0,1776.0,10.8,17.2,169205.0,153775.0,51887.0,6.1,94.0,78.0,0.4277,8.4,10273.0,123800.0,169205.0,28018.0,153775.0,2016
Beaver County,Utah,49,1,11.0,21.4,71.2,625.0,5.0,11.7,12.5,6437.0,6218.0,48083.0,3.7,84.8,5.0,0.3999,9.8,9.0,146900.0,6437.0,21394.0,6218.0,2016
Beaverhead County,Montana,30,1,14.5,30.9,84.9,591.0,116.0,17.0,19.9,9317.0,8876.0,38194.0,6.9,88.7,209.0,0.5067,13.7,8.0,168000.0,9317.0,26609.0,8876.0,2016
Becker County,Minnesota,27,5,12.2,23.7,78.0,681.0,101.0,12.8,18.1,33375.0,29299.0,54115.0,3.7,90.8,2517.0,0.4267,7.1,154.0,177600.0,33375.0,27188.0,29299.0,2016
Beckham County,Oklahoma,40,9,14.8,18.3,78.2,724.0,212.0,14.0,10.2,23290.0,19523.0,48851.0,3.3,85.0,262.0,0.4904,8.9,810.0,123200.0,23290.0,25269.0,19523.0,2016
Bedford City,Virginia,51,515,,,,,,,,,,,,,,,,,,,,,2016
Bedford County,Pennsylvania,42,9,17.6,13.8,81.5,632.0,273.0,14.2,18.7,48852.0,47729.0,46746.0,6.2,90.7,97.0,0.4157,7.7,263.0,125000.0,48852.0,23632.0,47729.0,2016
Bedford County,Tennessee,47,3,16.1,14.3,76.2,683.0,435.0,16.3,13.8,46331.0,38835.0,43819.0,6.1,86.0,290.0,0.4496,8.3,3661.0,121700.0,46331.0,21949.0,38835.0,2016
Bedford County,Virginia,51,19,14.4,27.8,81.7,759.0,390.0,9.2,18.5,76933.0,69167.0,56725.0,4.7,91.6,93.0,0.4314,7.8,5345.0,196900.0,76933.0,29561.0,69167.0,2016
Bee County,Texas,48,25,16.1,8.9,83.9,867.0,157.0,20.5,8.6,32706.0,28220.0,44005.0,6.1,77.3,242.0,0.4744,11.2,2694.0,76400.0,32706.0,17504.0,28220.0,2016
Belknap County,New Hampshire,33,1,14.4,30.5,82.3,913.0,367.0,10.3,18.7,60392.0,58320.0,61245.0,5.1,89.3,149.0,0.4388,7.6,322.0,219200.0,60392.0,32501.0,58320.0,2016
Bell County,Kentucky,21,13,32.6,9.5,79.8,490.0,277.0,36.6,15.2,27676.0,26288.0,22603.0,10.6,88.9,9.0,0.4854,8.7,934.0,59800.0,27676.0,13654.0,26288.0,2016
Bell County,Texas,48,27,14.2,23.2,74.3,869.0,4631.0,14.7,8.8,330859.0,213137.0,51529.0,8.7,87.0,2357.0,0.4336,13.1,74113.0,130900.0,330859.0,24213.0,213137.0,2016
Belmont County,Ohio,39,13,16.8,16.4,83.1,564.0,499.0,15.1,15.9,69228.0,64723.0,44719.0,7.8,91.5,204.0,0.4493,8.4,2836.0,94300.0,69228.0,24533.0,64723.0,2016
Beltrami County,Minnesota,27,7,12.0,26.8,76.7,686.0,539.0,19.1,13.5,45644.0,33600.0,45201.0,10.3,88.6,9621.0,0.4489,14.7,416.0,148600.0,45644.0,22845.0,33600.0,2016
Ben Hill County,Georgia,13,17,20.4,10.6,75.3,606.0,88.0,35.0,13.2,17405.0,10427.0,29510.0,7.8,80.5,0.0,0.4954,9.6,6269.0,81100.0,17405.0,15311.0,10427.0,2016
Benewah County,Idaho,16,9,18.5,13.6,80.2,676.0,37.0,16.8,21.1,9068.0,7884.0,42600.0,10.2,82.6,825.0,0.421,8.5,21.0,147800.0,9068.0,22055.0,7884.0,2016
Bennett County,South Dakota,46,7,13.4,17.8,69.5,490.0,8.0,38.2,10.6,3445.0,1082.0,45820.0,16.5,77.7,1731.0,0.3893,11.3,34.0,60900.0,3445.0,15011.0,1082.0,2016
Bennington County,Vermont,50,3,17.0,33.6,81.2,857.0,487.0,13.4,19.7,36503.0,35076.0,51489.0,5.4,95.2,29.0,0.4557,9.2,236.0,207300.0,36503.0,30197.0,35076.0,2016
Benson County,North Dakota,38,5,10.1,15.0,68.9,443.0,30.0,33.5,12.4,6802.0,2885.0,41530.0,6.1,82.9,3756.0,0.513,8.8,0.0,65400.0,6802.0,20561.0,2885.0,2016
Bent County,Colorado,8,11,27.8,9.5,89.7,639.0,41.0,25.2,12.4,5816.0,5025.0,34773.0,7.9,85.2,72.0,0.452,4.1,472.0,76800.0,5816.0,13772.0,5025.0,2016
Benton County,Arkansas,5,7,9.3,30.7,74.7,814.0,1998.0,11.4,11.6,245231.0,216485.0,59016.0,3.4,88.5,3376.0,0.4477,8.3,3634.0,155900.0,245231.0,28996.0,216485.0,2016
Benton County,Indiana,18,7,17.5,17.1,75.7,706.0,78.0,12.8,14.3,8709.0,8516.0,48069.0,4.6,86.8,2.0,0.3792,8.6,80.0,81500.0,8709.0,23181.0,8516.0,2016
Benton County,Iowa,19,11,11.6,21.8,77.9,601.0,97.0,9.2,15.2,25720.0,25147.0,61222.0,3.8,96.7,10.0,0.4281,8.1,140.0,143000.0,25720.0,30888.0,25147.0,2016
Benton County,Minnesota,27,9,13.1,22.2,78.0,668.0,571.0,13.5,12.0,39457.0,37032.0,51841.0,5.0,93.7,167.0,0.4116,8.4,1046.0,158400.0,39457.0,25984.0,37032.0,2016
Benton County,Mississippi,28,9,18.6,11.4,77.6,536.0,49.0,22.7,15.5,8378.0,5116.0,36302.0,13.8,81.6,33.0,0.4801,10.3,3098.0,73300.0,8378.0,20261.0,5116.0,2016
Benton County,Missouri,29,15,25.0,10.6,84.7,593.0,106.0,19.3,28.1,18825.0,18246.0,33428.0,9.8,87.1,65.0,0.4373,5.5,70.0,110000.0,18825.0,19487.0,18246.0,2016
Benton County,Oregon,41,3,10.6,53.7,85.5,893.0,895.0,21.5,13.2,87455.0,76207.0,52015.0,7.8,92.2,572.0,0.4818,24.4,860.0,276900.0,87455.0,28986.0,76207.0,2016
Benton County,Tennessee,47,5,24.6,12.2,82.8,551.0,107.0,22.6,21.7,16173.0,15401.0,33611.0,11.1,86.6,53.0,0.4654,7.2,466.0,88200.0,16173.0,20504.0,15401.0,2016
Benton County,Washington,53,5,13.1,29.4,75.5,855.0,1473.0,13.9,12.3,187519.0,150774.0,61147.0,6.5,89.6,1342.0,0.4343,9.3,2674.0,188300.0,187519.0,29529.0,150774.0,2016
Benzie County,Michigan,26,19,16.7,25.6,82.6,734.0,77.0,11.2,22.8,17462.0,16756.0,48694.0,7.6,89.2,222.0,0.4007,7.1,75.0,158100.0,17462.0,25506.0,16756.0,2016
Bergen County,New Jersey,34,3,8.1,47.6,79.9,1380.0,9513.0,7.5,14.1,930310.0,658572.0,88487.0,5.8,89.9,1777.0,0.4793,8.5,54765.0,443400.0,930310.0,44978.0,658572.0,2016
Berkeley County,South Carolina,45,15,13.6,23.0,77.9,996.0,1743.0,13.2,11.1,199081.0,133912.0,54484.0,8.0,86.7,914.0,0.4244,12.0,48433.0,160900.0,199081.0,25992.0,133912.0,2016
Berkeley County,West Virginia,54,3,13.9,20.3,77.3,936.0,1151.0,13.2,12.6,110173.0,96609.0,57148.0,9.0,91.2,56.0,0.4025,7.9,8293.0,163800.0,110173.0,27015.0,96609.0,2016
Berks County,Pennsylvania,42,11,13.3,23.6,79.0,870.0,4565.0,14.3,14.1,414097.0,346269.0,57068.0,8.2,91.5,3550.0,0.4375,10.3,20009.0,169000.0,414097.0,27844.0,346269.0,2016
Berkshire County,Massachusetts,25,3,15.2,32.6,83.6,780.0,1845.0,12.4,19.1,128563.0,117656.0,52253.0,8.2,97.0,299.0,0.4656,10.2,3405.0,204200.0,128563.0,31417.0,117656.0,2016
Bernalillo County,New Mexico,35,1,13.3,32.8,78.9,816.0,7691.0,18.7,12.7,674777.0,487865.0,48994.0,7.3,87.4,31231.0,0.4721,9.9,19647.0,186500.0,674777.0,27402.0,487865.0,2016
Berrien County,Georgia,13,19,20.5,12.3,77.3,580.0,59.0,25.6,14.3,18986.0,16000.0,35740.0,10.4,77.2,93.0,0.44,8.8,2123.0,82300.0,18986.0,17007.0,16000.0,2016
Berrien County,Michigan,26,21,14.4,26.8,79.2,689.0,1481.0,17.9,15.9,155134.0,121439.0,45980.0,7.8,89.9,487.0,0.472,9.1,22985.0,137000.0,155134.0,26309.0,121439.0,2016
Bertie County,North Carolina,37,15,22.2,11.5,83.8,633.0,253.0,20.9,16.1,20324.0,7313.0,31129.0,14.2,86.4,127.0,0.4518,9.6,12608.0,79900.0,20324.0,17244.0,7313.0,2016
Bethel Census Area,Alaska,2,50,10.1,11.4,67.6,1175.0,116.0,26.6,6.3,17885.0,1976.0,53296.0,19.3,74.9,14651.0,0.4289,10.9,135.0,151400.0,17885.0,18231.0,1976.0,2016
Bexar County,Texas,48,29,13.6,26.9,75.8,902.0,20971.0,17.2,9.8,1858699.0,1457657.0,52353.0,6.7,83.1,12929.0,0.4638,11.4,141020.0,134400.0,1858699.0,25317.0,1457657.0,2016
Bibb County,Alabama,1,7,14.8,12.0,82.6,654.0,198.0,16.5,12.0,22572.0,17370.0,39776.0,7.1,91.0,81.0,0.4494,9.3,4788.0,97200.0,22572.0,18988.0,17370.0,2016
Bibb County,Georgia,13,21,15.0,24.6,75.7,743.0,1861.0,27.8,11.9,154194.0,64747.0,37108.0,11.3,84.5,196.0,0.52,10.2,83092.0,117000.0,154194.0,22175.0,64747.0,2016
Bienville Parish,Louisiana,22,13,20.7,13.0,78.6,479.0,80.0,25.0,16.5,13924.0,7740.0,35722.0,10.0,84.6,14.0,0.4985,8.6,5765.0,78300.0,13924.0,22123.0,7740.0,2016
Big Horn County,Montana,30,3,10.5,15.7,67.4,660.0,132.0,27.8,10.5,13214.0,4188.0,44136.0,16.8,60.8,8594.0,0.4331,9.5,13.0,96500.0,13214.0,17352.0,4188.0,2016
Big Horn County,Wyoming,56,3,16.4,19.3,78.8,598.0,32.0,11.9,19.3,11931.0,11385.0,50820.0,3.3,84.9,151.0,0.3936,8.5,28.0,148200.0,11931.0,23041.0,11385.0,2016
Big Stone County,Minnesota,27,11,16.2,16.6,81.6,499.0,9.0,11.3,23.1,5098.0,5038.0,47132.0,2.3,94.4,0.0,0.4418,7.0,9.0,96900.0,5098.0,27820.0,5038.0,2016
Bingham County,Idaho,16,11,13.9,18.1,70.6,652.0,209.0,13.4,12.6,45261.0,38511.0,49943.0,6.6,86.8,2545.0,0.3939,8.9,142.0,143500.0,45261.0,20199.0,38511.0,2016
Black Hawk County,Iowa,19,13,11.1,27.0,79.5,721.0,1261.0,15.4,13.2,132821.0,113015.0,50348.0,6.3,93.4,420.0,0.4472,15.4,11778.0,133800.0,132821.0,26571.0,113015.0,2016
Blackford County,Indiana,18,9,20.5,11.0,80.3,580.0,180.0,12.0,17.4,12364.0,12036.0,38791.0,8.3,86.6,11.0,0.4147,8.1,75.0,67100.0,12364.0,21980.0,12036.0,2016
Bladen County,North Carolina,37,17,22.2,14.8,79.7,615.0,164.0,28.1,16.6,34454.0,19831.0,30408.0,9.0,85.7,817.0,0.503,8.4,12086.0,85700.0,34454.0,19510.0,19831.0,2016
Blaine County,Idaho,16,13,7.3,41.8,79.4,964.0,342.0,12.7,16.1,21427.0,19717.0,58086.0,3.7,83.5,9.0,0.4712,7.3,25.0,384800.0,21427.0,34330.0,19717.0,2016
Blaine County,Montana,30,5,19.2,19.6,71.4,483.0,51.0,28.6,12.4,6609.0,3126.0,36875.0,14.2,71.2,3269.0,0.4317,9.3,15.0,86000.0,6609.0,17080.0,3126.0,2016
Blaine County,Oklahoma,40,11,21.2,17.0,77.8,533.0,41.0,14.1,14.5,9777.0,7618.0,44216.0,2.7,88.2,530.0,0.432,6.8,510.0,82900.0,9777.0,20848.0,7618.0,2016
Blair County,Pennsylvania,42,13,16.9,19.5,80.3,658.0,1338.0,14.8,16.8,125917.0,120688.0,44033.0,5.8,92.8,27.0,0.4418,9.2,2018.0,112600.0,125917.0,24466.0,120688.0,2016
Blanco County,Texas,48,31,16.5,28.8,81.1,748.0,41.0,9.7,20.5,10918.0,10067.0,56573.0,6.1,81.9,148.0,0.4623,6.4,77.0,192000.0,10918.0,30982.0,10067.0,2016
Bland County,Virginia,51,21,17.1,16.2,86.7,584.0,5.0,9.7,17.3,6612.0,6283.0,47800.0,6.5,90.4,0.0,0.3953,6.9,286.0,102200.0,6612.0,22249.0,6283.0,2016
Bleckley County,Georgia,13,23,18.7,17.7,80.0,571.0,68.0,23.0,15.6,12835.0,8914.0,37060.0,6.6,88.4,9.0,0.5077,16.2,3563.0,99800.0,12835.0,19511.0,8914.0,2016
Bledsoe County,Tennessee,47,7,26.5,11.3,84.7,562.0,87.0,23.7,15.0,14073.0,12904.0,38535.0,9.3,85.6,121.0,0.4739,7.5,462.0,119400.0,14073.0,18962.0,12904.0,2016
Blount County,Alabama,1,9,14.9,13.0,79.2,631.0,298.0,16.5,15.5,57704.0,55073.0,46212.0,6.0,88.8,201.0,0.4165,8.6,905.0,124200.0,57704.0,21033.0,55073.0,2016
Blount County,Tennessee,47,9,15.2,23.1,80.7,739.0,834.0,13.6,16.8,126192.0,118761.0,49532.0,6.5,89.9,395.0,0.4608,8.5,3581.0,168000.0,126192.0,26772.0,118761.0,2016
Blue Earth County,Minnesota,27,13,9.6,31.7,82.2,784.0,795.0,18.3,11.3,65524.0,60046.0,52119.0,4.9,95.0,263.0,0.4533,22.5,2166.0,166200.0,65524.0,27324.0,60046.0,2016
Boise County,Idaho,16,15,17.7,27.0,83.3,688.0,41.0,13.7,23.9,6891.0,6531.0,44591.0,8.3,87.6,127.0,0.4504,5.0,31.0,188300.0,6891.0,28273.0,6531.0,2016
Bolivar County,Mississippi,28,11,16.7,21.5,76.0,605.0,389.0,37.8,12.0,33615.0,11054.0,27457.0,14.4,82.2,74.0,0.5092,11.6,21634.0,86100.0,33615.0,16595.0,11054.0,2016
Bollinger County,Missouri,29,17,24.5,9.4,80.3,586.0,67.0,23.7,17.4,12282.0,12007.0,39493.0,4.4,88.8,98.0,0.4495,7.6,35.0,94400.0,12282.0,19987.0,12007.0,2016
Bon Homme County,South Dakota,46,9,13.7,18.3,86.7,456.0,19.0,10.8,16.4,7001.0,6242.0,48023.0,0.9,94.2,350.0,0.4366,10.1,95.0,75900.0,7001.0,23359.0,6242.0,2016
Bond County,Illinois,17,5,16.2,18.3,82.6,665.0,88.0,16.5,14.2,17137.0,15560.0,52159.0,5.9,94.5,17.0,0.4191,9.7,905.0,107200.0,17137.0,23660.0,15560.0,2016
Bonner County,Idaho,16,17,16.4,22.1,81.1,734.0,285.0,15.0,21.5,41389.0,39482.0,43697.0,5.7,85.2,257.0,0.4547,6.4,43.0,212100.0,41389.0,24507.0,39482.0,2016
Bonneville County,Idaho,16,19,13.6,27.8,71.3,733.0,901.0,12.7,11.0,108989.0,97758.0,52831.0,4.7,88.1,399.0,0.4492,8.4,476.0,157100.0,108989.0,24889.0,97758.0,2016
Boone County,Arkansas,5,9,20.3,15.0,79.3,606.0,288.0,17.5,18.1,37301.0,36003.0,38664.0,8.4,88.6,284.0,0.452,8.4,129.0,114400.0,37301.0,21719.0,36003.0,2016
Boone County,Illinois,17,7,10.4,21.5,76.4,750.0,471.0,11.1,12.3,53656.0,46967.0,60063.0,8.4,91.9,172.0,0.4342,9.5,1149.0,146600.0,53656.0,27825.0,46967.0,2016
Boone County,Indiana,18,11,10.3,44.5,74.9,818.0,447.0,6.1,11.2,61884.0,58207.0,72774.0,3.3,92.7,106.0,0.4816,7.6,807.0,195900.0,61884.0,40487.0,58207.0,2016
Boone County,Iowa,19,15,14.6,22.4,80.2,656.0,309.0,10.3,15.0,26411.0,25618.0,54513.0,4.3,93.8,60.0,0.4066,8.3,324.0,122900.0,26411.0,28412.0,25618.0,2016
Boone County,Kentucky,21,15,11.1,31.1,75.2,922.0,965.0,7.9,10.0,125656.0,115329.0,69165.0,5.3,93.3,214.0,0.4111,8.3,3473.0,178300.0,125656.0,31593.0,115329.0,2016
Boone County,Missouri,29,19,10.2,46.8,80.5,803.0,2034.0,19.3,9.5,172773.0,141402.0,50813.0,4.6,92.0,348.0,0.4841,20.0,14222.0,171400.0,172773.0,27689.0,141402.0,2016
Boone County,Nebraska,31,11,11.8,17.7,79.2,593.0,62.0,7.5,18.4,5353.0,5269.0,51890.0,1.5,93.5,3.0,0.4226,7.8,29.0,104400.0,5353.0,28288.0,5269.0,2016
Boone County,West Virginia,54,5,29.5,8.7,80.1,582.0,172.0,26.0,15.6,23645.0,23239.0,37820.0,9.6,91.3,5.0,0.4646,7.8,182.0,72900.0,23645.0,20711.0,23239.0,2016
Bosque County,Texas,48,35,17.5,17.7,79.8,622.0,104.0,14.8,22.0,17953.0,16929.0,45419.0,6.4,79.3,65.0,0.4525,6.8,252.0,95000.0,17953.0,24815.0,16929.0,2016
Bossier Parish,Louisiana,22,15,12.5,26.0,76.8,917.0,1621.0,15.5,11.2,124720.0,90705.0,51894.0,5.7,88.4,721.0,0.4443,10.6,26788.0,158400.0,124720.0,27210.0,90705.0,2016
Botetourt County,Virginia,51,23,14.1,27.3,81.8,870.0,156.0,8.3,18.9,33192.0,31160.0,61470.0,4.1,95.0,87.0,0.4382,7.7,1007.0,209700.0,33192.0,32518.0,31160.0,2016
Bottineau County,North Dakota,38,9,13.8,21.3,81.4,634.0,30.0,9.0,19.0,6650.0,6239.0,55958.0,2.3,93.1,187.0,0.4674,11.7,56.0,128000.0,6650.0,32661.0,6239.0,2016
Boulder County,Colorado,8,13,8.3,59.3,81.7,1236.0,3502.0,13.4,10.9,313961.0,278048.0,72282.0,5.6,92.6,1690.0,0.4781,16.0,2914.0,391000.0,313961.0,40097.0,278048.0,2016
Boundary County,Idaho,16,21,17.7,17.5,79.1,654.0,50.0,16.6,20.4,11141.0,10445.0,39279.0,3.9,78.5,185.0,0.4912,6.9,17.0,174500.0,11141.0,22822.0,10445.0,2016
Bourbon County,Kansas,20,11,18.9,21.7,76.4,593.0,118.0,17.4,16.0,14751.0,13701.0,41529.0,2.5,91.0,136.0,0.4374,11.8,516.0,82300.0,14751.0,21158.0,13701.0,2016
Bourbon County,Kentucky,21,17,15.3,17.8,79.2,674.0,166.0,17.0,15.5,20004.0,18057.0,44232.0,7.7,88.1,7.0,0.4553,8.9,1435.0,140500.0,20004.0,24433.0,18057.0,2016
Bowie County,Texas,48,37,14.7,18.8,78.6,722.0,850.0,19.5,13.1,93483.0,64734.0,42683.0,8.1,83.4,759.0,0.5023,9.6,22777.0,103900.0,93483.0,23705.0,64734.0,2016
Bowman County,North Dakota,38,11,10.5,21.9,78.0,607.0,13.0,7.6,18.1,3238.0,3090.0,62955.0,2.2,92.8,41.0,0.4401,7.6,4.0,145700.0,3238.0,34388.0,3090.0,2016
Box Butte County,Nebraska,31,13,10.2,15.7,73.2,549.0,107.0,14.0,13.4,11279.0,10472.0,54444.0,4.2,91.4,362.0,0.3927,6.6,30.0,99500.0,11279.0,27751.0,10472.0,2016
Box Elder County,Utah,49,3,13.0,21.4,70.2,685.0,377.0,10.3,11.7,51528.0,48153.0,55514.0,6.0,91.7,553.0,0.3815,9.5,185.0,169200.0,51528.0,21854.0,48153.0,2016
Boyd County,Kentucky,21,19,20.5,19.1,80.9,624.0,486.0,19.0,15.7,48716.0,45988.0,44140.0,8.5,90.1,85.0,0.5091,7.6,1279.0,100700.0,48716.0,25939.0,45988.0,2016
Boyd County,Nebraska,31,15,17.4,19.6,79.4,466.0,5.0,12.5,24.7,2006.0,1935.0,42463.0,1.0,88.7,14.0,0.4582,2.9,16.0,56200.0,2006.0,25507.0,1935.0,2016
Boyle County,Kentucky,21,21,16.8,23.0,81.0,652.0,239.0,16.4,15.2,29650.0,26342.0,40758.0,5.6,90.9,55.0,0.4819,13.1,2088.0,136900.0,29650.0,23276.0,26342.0,2016
Bracken County,Kentucky,21,23,14.3,14.6,77.0,576.0,84.0,20.7,14.1,8404.0,8272.0,35887.0,8.8,92.3,0.0,0.4612,8.0,2.0,96200.0,8404.0,21569.0,8272.0,2016
Bradford County,Florida,12,7,19.7,11.8,82.3,734.0,138.0,19.3,13.8,26919.0,21033.0,43373.0,10.6,84.2,26.0,0.456,9.3,5214.0,92000.0,26919.0,19852.0,21033.0,2016
Bradford County,Pennsylvania,42,15,14.9,17.7,79.8,678.0,553.0,12.4,18.1,61808.0,60019.0,51035.0,5.4,91.1,64.0,0.4291,7.6,351.0,139200.0,61808.0,26255.0,60019.0,2016
Bradley County,Arkansas,5,11,23.2,14.2,76.5,575.0,91.0,28.8,16.0,11096.0,6833.0,34665.0,11.0,85.7,157.0,0.4794,7.5,3239.0,72500.0,11096.0,20465.0,6833.0,2016
Bradley County,Tennessee,47,11,17.7,20.9,78.8,735.0,1155.0,18.4,14.1,102860.0,94452.0,43721.0,9.3,86.9,176.0,0.4788,10.4,4947.0,145000.0,102860.0,24099.0,94452.0,2016
Branch County,Michigan,26,23,14.3,13.6,78.9,694.0,344.0,17.9,14.8,43603.0,41096.0,46428.0,5.5,88.1,119.0,0.4089,7.9,1004.0,95200.0,43603.0,21838.0,41096.0,2016
Brantley County,Georgia,13,25,24.8,9.5,76.0,542.0,102.0,21.2,13.6,18403.0,17390.0,36837.0,9.2,75.6,11.0,0.4204,8.7,526.0,65600.0,18403.0,17320.0,17390.0,2016
