County,State,State_FIPS,County_FIPS,white_population,total_population,age_60_and_over,housing_cost_burden,median_gross_rent,age_15_to_44_percentage,gini_index,native_american_population,median_household_income,asian_population,per_capita_income,total_population_race,median_home_value,black_population,age_18_and_under_percentage,Year
Blaine County,Idaho,16,13,19030,21323,12.4,213,931,79.5,0.446,369,60160,19030,33603,21323,404900,8,6.5,2012
Blaine County,Montana,30,5,3187,6514,12.0,26,455,71.7,0.4346,3196,37899,3187,17250,6514,74900,0,8.9,2012
Blaine County,Oklahoma,40,11,8322,10651,12.3,40,547,81.7,0.4374,526,43356,8322,20250,10651,66200,605,9.2,2012
Blair County,Pennsylvania,42,13,122432,127133,15.1,1350,597,80.2,0.444,113,42687,122432,23586,127133,103700,2242,9.8,2012
Blanco County,Texas,48,31,9730,10425,17.4,84,735,79.6,0.4162,249,46881,9730,27014,10425,162300,93,6.0,2012
Bland County,Virginia,51,21,6618,6827,14.9,27,533,83.7,0.3777,0,42658,6618,18712,6827,98700,189,6.4,2012
Bleckley County,Georgia,13,23,8957,13009,12.8,44,640,77.5,0.4825,11,37853,8957,18650,13009,84500,3666,16.8,2012
Bledsoe County,Tennessee,47,7,12185,12898,13.3,42,518,83.0,0.4081,30,31388,12185,14353,12898,105200,539,8.4,2012
Blount County,Alabama,1,9,54507,57466,13.4,156,588,77.8,0.4112,230,45192,54507,21155,57466,115200,754,8.5,2012
Blount County,Tennessee,47,9,115009,123086,14.6,912,702,79.7,0.4238,383,46347,115009,23806,123086,164600,3603,8.3,2012
Blue Earth County,Minnesota,27,13,59295,63991,10.0,695,694,82.7,0.4377,156,49306,59295,24785,63991,161700,1670,23.0,2012
Boise County,Idaho,16,15,6785,7014,17.0,35,637,79.5,0.4236,92,45403,6785,24208,7014,195800,32,5.0,2012
Bolivar County,Mississippi,28,11,11235,34239,10.3,387,581,75.9,0.5033,30,27768,11235,16716,34239,82500,22478,12.8,2012
Bollinger County,Missouri,29,17,12158,12389,15.6,40,567,78.9,0.4325,0,37016,12158,18892,12389,97000,73,8.2,2012
Bon Homme County,South Dakota,46,9,6344,7041,15.5,44,398,85.0,0.415,447,41139,6344,20086,7041,70700,54,8.8,2012
Bond County,Illinois,17,5,16286,17762,13.1,46,673,79.4,0.4397,6,47705,16286,23081,17762,101900,518,11.3,2012
Bonner County,Idaho,16,17,39289,40806,17.4,475,751,81.4,0.4482,335,41379,39289,24026,40806,227900,127,6.6,2012
Bonneville County,Idaho,16,19,95952,104177,9.8,880,698,71.1,0.422,544,51254,95952,23306,104177,157500,701,8.7,2012
Boone County,Arkansas,5,9,35767,37032,16.6,229,559,78.5,0.4584,240,38364,35767,22333,37032,105300,114,7.9,2012
Boone County,Illinois,17,7,48923,54141,10.5,401,702,74.8,0.4164,87,63670,48923,26559,54141,164700,1186,8.9,2012
Boone County,Indiana,18,11,54190,56823,10.5,431,797,73.8,0.477,56,68774,54190,37018,56823,182300,610,7.1,2012
Boone County,Iowa,19,15,25693,26324,13.7,131,633,78.5,0.4122,66,51284,25693,26899,26324,118200,236,7.8,2012
Boone County,Kentucky,21,15,109741,119406,8.7,724,863,73.8,0.3939,438,67125,109741,28640,119406,173000,3395,7.7,2012
Boone County,Missouri,29,19,134707,163266,8.2,2214,775,80.0,0.482,313,47786,134707,26794,163266,158900,14314,20.8,2012
Boone County,Nebraska,31,11,5443,5473,18.2,29,468,78.7,0.4568,0,44491,5443,26097,5473,79200,1,7.2,2012
Boone County,West Virginia,54,5,24256,24617,12.8,123,513,78.3,0.4373,0,42819,24256,21576,24617,78100,232,7.8,2012
Bosque County,Texas,48,35,17092,18114,20.2,128,587,80.3,0.4494,99,44860,17092,23512,18114,93300,261,7.0,2012
Bossier Parish,Louisiana,22,15,85746,117742,10.5,1338,790,76.2,0.4393,804,53070,85746,26923,117742,142300,25161,10.3,2012
Botetourt County,Virginia,51,23,31320,33074,15.5,75,768,80.6,0.3819,2,66053,31320,30137,33074,215500,1132,6.9,2012
Bottineau County,North Dakota,38,9,6120,6449,19.2,27,558,82.6,0.4871,164,48289,6120,30625,6449,74900,32,10.0,2012
Boulder County,Colorado,8,13,260736,297218,8.9,3791,1077,81.2,0.4775,1170,67403,260736,38283,297218,354300,2667,15.6,2012
Boundary County,Idaho,16,21,10238,10857,17.3,40,647,78.4,0.4085,235,36300,10238,18298,10857,174200,0,6.9,2012
Bourbon County,Kansas,20,11,14112,15060,16.5,72,584,77.1,0.4228,79,38250,14112,19155,15060,79900,438,9.8,2012
Bourbon County,Kentucky,21,17,18080,20004,13.8,217,633,78.0,0.4649,60,40894,18080,22809,20004,139000,1328,9.0,2012
Bowie County,Texas,48,37,64891,92460,11.8,839,672,78.4,0.477,748,42346,64891,22536,92460,92800,21751,9.5,2012
Bowman County,North Dakota,38,11,3066,3154,19.5,21,571,80.3,0.4479,15,52821,3066,30681,3154,101100,0,6.6,2012
Box Butte County,Nebraska,31,13,10253,11345,12.5,96,502,75.5,0.4347,441,44025,10253,24389,11345,90800,11,8.8,2012
Box Elder County,Utah,49,3,46316,49660,10.5,199,627,69.0,0.363,319,55918,46316,21262,49660,168200,109,8.6,2012
Boyd County,Kentucky,21,19,46820,49358,14.3,637,585,81.3,0.4805,82,39076,46820,23049,49358,96700,1376,7.7,2012
Boyd County,Nebraska,31,15,1992,2025,23.6,5,393,80.9,0.4235,3,38281,1992,22504,2025,55100,20,5.0,2012
Boyle County,Kentucky,21,21,25256,28445,13.5,481,622,80.0,0.4672,99,41037,25256,23009,28445,132700,1861,12.0,2012
Bracken County,Kentucky,21,23,8446,8488,12.3,89,514,76.6,0.4508,10,38724,8446,20788,8488,89000,12,8.2,2012
Bradford County,Florida,12,7,21868,28404,12.0,229,603,83.5,0.4476,84,39082,21868,17299,28404,117500,5856,9.2,2012
Bradford County,Pennsylvania,42,15,61089,62628,16.1,449,590,79.2,0.4228,62,44650,61089,22741,62628,114300,344,7.7,2012
Bradley County,Arkansas,5,11,7005,11510,15.1,58,533,77.4,0.4698,118,32321,7005,19429,11510,63900,3193,9.3,2012
Bradley County,Tennessee,47,11,91387,99229,12.7,880,672,78.6,0.4627,149,40614,91387,21327,99229,138500,4155,10.3,2012
Branch County,Michigan,26,23,42375,44920,13.0,256,663,79.1,0.4128,133,42995,42375,19633,44920,104700,1262,8.7,2012
Brantley County,Georgia,13,25,17389,18279,11.9,32,461,75.9,0.4179,25,37374,17389,17155,18279,65600,750,9.7,2012
Braxton County,West Virginia,54,7,14294,14531,16.8,133,498,82.7,0.4477,63,31623,14294,18373,14531,79500,86,8.2,2012
Brazoria County,Texas,48,39,235273,313813,8.6,1868,855,75.1,0.4222,1520,68008,235273,29042,313813,147300,38393,8.6,2012
Brazos County,Texas,48,41,146571,194087,6.3,2016,824,81.5,0.527,713,37638,146571,21340,194087,151300,21489,32.0,2012
Breathitt County,Kentucky,21,25,13689,13922,11.9,78,438,80.6,0.5052,16,23049,13689,15458,13922,50700,73,9.9,2012
Breckinridge County,Kentucky,21,27,19197,20068,14.6,209,512,77.2,0.4088,17,39695,19197,17868,20068,81800,484,7.7,2012
Bremer County,Iowa,19,17,23629,24294,15.0,81,577,79.6,0.3987,22,60193,23629,28276,24294,139300,200,12.8,2012
Brevard County,Florida,12,9,455284,544019,19.0,5508,909,82.3,0.443,1477,49099,455284,27440,544019,157200,54218,8.8,2012
Brewster County,Texas,48,43,8311,9175,15.8,191,644,83.0,0.4746,106,40086,8311,26777,9175,109300,117,13.9,2012
Briscoe County,Texas,48,45,1539,1674,20.5,2,534,81.4,0.4211,1,35078,1539,20099,1674,44800,17,11.5,2012
Bristol Bay Borough,Alaska,2,60,507,929,9.3,18,1072,75.2,0.3456,288,79931,507,37150,929,182000,2,5.4,2012
Bristol City,Virginia,51,520,16112,17747,15.5,227,577,79.3,0.4542,111,30636,16112,18999,17747,102800,1062,9.0,2012
Bristol County,Massachusetts,25,5,491011,548739,12.2,7256,802,79.6,0.4487,950,55995,491011,28744,548739,287800,20034,10.0,2012
Bristol County,Rhode Island,44,1,47716,49796,15.0,446,914,81.5,0.4828,68,71086,47716,37606,49796,345300,199,12.7,2012
Broadwater County,Montana,30,7,5325,5575,18.9,66,640,80.3,0.3909,8,47480,5325,24146,5575,162600,36,4.3,2012
Bronx County,New York,36,5,312055,1386364,8.6,34263,1000,74.6,0.4891,7196,34300,312055,18048,1386364,380900,481739,12.5,2012
Brooke County,West Virginia,54,9,23274,24021,16.6,207,548,83.0,0.407,51,42307,23274,22342,24021,83600,412,10.3,2012
Brookings County,South Dakota,46,11,29916,31973,8.7,178,632,82.8,0.4485,295,47093,29916,22955,31973,144900,247,30.2,2012
Brooks County,Georgia,13,27,9550,16066,14.4,73,584,78.3,0.499,6,35284,9550,20142,16066,100600,5730,10.2,2012
Brooks County,Texas,48,47,6092,7236,13.9,51,425,76.2,0.5344,0,21445,6092,14069,7236,44700,6,14.2,2012
Broome County,New York,36,7,176883,199928,14.0,1986,666,81.6,0.4485,658,45856,176883,24872,199928,105600,9327,13.8,2012
Broomfield County,Colorado,8,14,48998,55913,8.5,430,1101,76.4,0.4117,144,80483,48998,37964,55913,274900,446,8.6,2012
Broward County,Florida,12,11,1123976,1761993,12.5,21121,1165,79.5,0.4733,3853,51603,1123976,28547,1761993,199900,470059,8.9,2012
Brown County,Illinois,17,9,5570,6913,8.3,20,571,88.7,0.3969,20,43915,5570,19180,6913,85400,994,12.2,2012
Brown County,Indiana,18,13,14834,15181,16.7,78,873,81.2,0.4252,131,48652,14834,25787,15181,158300,24,6.5,2012
Brown County,Kansas,20,13,8578,9962,16.0,148,495,77.3,0.4302,994,37515,8578,20273,9962,80400,150,7.5,2012
Brown County,Minnesota,27,15,25219,25772,16.4,169,553,79.6,0.4283,28,47915,25219,26321,25772,121500,75,10.1,2012
Brown County,Nebraska,31,17,3131,3183,20.8,69,511,80.5,0.4272,0,33333,3131,20549,3183,56100,4,8.5,2012
Brown County,Ohio,39,15,43541,44666,13.5,309,664,77.4,0.3955,40,45807,43541,20655,44666,119100,405,8.1,2012
Brown County,South Dakota,46,13,34240,36562,14.3,175,517,78.4,0.4203,1199,49504,34240,25829,36562,132500,286,10.3,2012
Brown County,Texas,48,49,34461,38018,15.6,256,621,77.7,0.4624,247,40821,34461,20979,38018,86900,1524,9.6,2012
Brown County,Wisconsin,55,9,221071,248526,10.0,2580,682,77.3,0.436,6127,53419,221071,27862,248526,159000,5176,9.8,2012
Brule County,South Dakota,46,15,4647,5236,15.2,41,475,76.6,0.4091,480,46107,4647,21991,5236,89400,0,2.3,2012
Brunswick County,North Carolina,37,19,91265,107925,21.7,894,828,82.8,0.4441,311,46490,91265,27100,107925,187000,12134,6.6,2012
Brunswick County,Virginia,51,25,7162,17372,14.0,230,638,84.5,0.4339,0,33859,7162,16347,17372,102100,9969,12.1,2012
Bryan County,Georgia,13,29,24518,30616,7.8,377,989,72.6,0.4085,71,63818,24518,27511,30616,189100,4247,8.2,2012
Bryan County,Oklahoma,40,13,31831,42494,14.5,447,637,78.2,0.4506,3085,37883,31831,19887,42494,87500,660,12.2,2012
Buchanan County,Iowa,19,19,20494,20988,13.8,97,614,75.2,0.4072,41,54596,20494,26058,20988,117800,136,7.5,2012
Buchanan County,Missouri,29,21,79999,89162,11.4,870,660,78.2,0.4333,313,44181,79999,22184,89162,108300,4021,11.4,2012
Buchanan County,Virginia,51,27,23162,24071,14.9,57,569,84.2,0.4472,129,29821,23162,17165,24071,63900,478,8.0,2012
Buckingham County,Virginia,51,29,10562,17071,12.1,61,689,83.6,0.4095,51,37843,10562,16954,17071,117500,6167,7.1,2012
Bucks County,Pennsylvania,42,17,562737,625485,12.9,4953,1096,79.1,0.4303,540,76859,562737,37171,625485,315600,22785,8.1,2012
Buena Vista City,Virginia,51,530,6074,6679,16.8,20,640,82.3,0.4076,15,35921,6074,19014,6679,121100,535,15.1,2012
Buena Vista County,Iowa,19,21,16641,20215,12.5,170,565,77.6,0.4192,23,46947,16641,22965,20215,94700,478,12.1,2012
Buffalo County,Nebraska,31,19,43319,46330,10.4,399,659,77.5,0.4213,74,50307,43319,24204,46330,136500,332,16.3,2012
Buffalo County,South Dakota,46,17,339,1950,6.7,7,494,66.7,0.4459,1539,30439,339,12953,1950,61900,9,11.3,2012
Buffalo County,Wisconsin,55,11,13195,13544,16.8,95,649,81.0,0.4053,71,47119,13195,23913,13544,139300,36,7.3,2012
Bullitt County,Kentucky,21,29,71922,74431,10.5,494,751,77.6,0.377,229,53922,71922,23952,74431,146600,438,8.7,2012
Bulloch County,Georgia,13,31,47002,70360,7.9,680,690,81.5,0.4915,206,34403,47002,18138,70360,137700,19530,29.1,2012
Bullock County,Alabama,1,11,3028,10779,10.7,34,495,80.6,0.4979,24,34500,3028,19822,10779,73900,7609,6.7,2012
Buncombe County,North Carolina,37,21,211727,239000,14.1,2466,784,81.0,0.4636,951,44206,211727,26219,239000,191500,15326,8.8,2012
Bureau County,Illinois,17,11,33564,34798,15.8,225,627,79.5,0.4416,116,48102,33564,26259,34798,103700,221,7.6,2012
Burke County,Georgia,13,33,11129,23242,10.7,159,530,72.6,0.4739,16,31597,11129,15917,23242,78100,11588,9.7,2012
Burke County,North Carolina,37,23,77635,90821,13.7,708,601,80.7,0.4326,247,38062,77635,19628,90821,110800,6068,10.7,2012
Burke County,North Dakota,38,13,1958,2011,17.7,16,475,85.0,0.4895,0,52031,1958,35716,2011,59900,25,4.3,2012
Burleigh County,North Dakota,38,15,76391,81941,11.6,762,644,79.2,0.4257,3003,59309,76391,31204,81941,164300,463,10.4,2012
Burleson County,Texas,48,51,13635,17160,16.6,37,647,77.7,0.4188,0,43976,13635,21339,17160,91100,1970,7.8,2012
Burlington County,New Jersey,34,5,333460,449117,12.0,3116,1160,79.2,0.4167,528,78229,333460,36590,449117,259800,72612,9.5,2012
Burnet County,Texas,48,53,40411,42946,18.3,362,726,79.3,0.4251,244,49047,40411,24991,42946,148200,878,7.9,2012
Burnett County,Wisconsin,55,13,14271,15528,22.7,124,640,82.7,0.43,775,39382,14271,22887,15528,153600,93,5.3,2012
Burt County,Nebraska,31,21,6582,6829,20.2,45,572,81.4,0.4232,112,47786,6582,25938,6829,84000,32,5.9,2012
Butler County,Alabama,1,13,11380,20730,14.1,111,538,76.8,0.4691,36,30752,11380,17564,20730,73500,8961,8.2,2012
Butler County,Iowa,19,23,14687,14899,17.9,94,561,78.5,0.3816,29,51348,14687,24361,14899,97500,41,6.3,2012
Butler County,Kansas,20,15,61150,65647,11.0,477,700,76.5,0.4054,435,57424,61150,27081,65647,124900,1035,10.3,2012
Butler County,Kentucky,21,31,12419,12748,14.4,44,444,79.3,0.4356,140,36237,12419,17607,12748,80100,80,8.5,2012
Butler County,Missouri,29,23,38789,42792,15.4,429,566,77.3,0.4588,132,34343,38789,19775,42792,88300,2343,8.2,2012
Butler County,Nebraska,31,23,8140,8345,17.1,28,589,77.5,0.4312,21,50569,8140,27928,8345,94600,76,6.0,2012
Butler County,Ohio,39,17,318829,368029,10.3,3159,792,76.8,0.4297,728,56253,318829,26492,368029,158800,27228,11.4,2012
Butler County,Pennsylvania,42,19,177829,183946,13.3,1118,729,79.6,0.4303,107,58226,177829,30196,183946,167100,2111,9.4,2012
Butte County,California,6,7,184653,220101,13.7,3045,885,81.4,0.4538,2276,43339,184653,23556,220101,237400,3206,15.8,2012
Butte County,Idaho,16,23,2734,2828,21.2,11,533,76.5,0.4358,3,40150,2734,20866,2828,112300,3,6.3,2012
Butte County,South Dakota,46,19,9651,10122,15.9,78,505,77.0,0.4318,105,38980,9651,21639,10122,116100,47,9.5,2012
Butts County,Georgia,13,35,16604,23671,9.9,90,749,82.0,0.3939,0,50722,16604,20968,23671,132300,6773,12.5,2012
Cabarrus County,North Carolina,37,25,139602,178396,9.7,1461,784,74.6,0.4327,724,54341,139602,26071,178396,168600,27464,7.9,2012
Cabell County,West Virginia,54,11,88132,96240,13.6,1305,622,81.6,0.4898,217,37238,88132,23024,96240,103100,4510,12.6,2012
Cache County,Utah,49,5,103302,112095,7.2,1271,660,71.0,0.4269,748,49203,103302,20390,112095,190400,650,16.6,2012
Caddo County,Oklahoma,40,15,18413,29403,12.4,164,510,77.9,0.4258,6590,38155,18413,17550,29403,71900,831,9.1,2012
Caddo Parish,Louisiana,22,17,124850,254970,11.7,3383,719,76.6,0.5001,1025,40497,124850,24432,254970,121500,120654,10.2,2012
Calaveras County,California,6,9,41343,45507,21.1,396,1043,82.9,0.4284,438,54686,41343,28892,45507,276200,476,7.1,2012
Calcasieu Parish,Louisiana,22,19,136839,192307,11.2,1186,724,77.0,0.4717,858,44247,136839,24255,192307,118100,47988,10.4,2012
Caldwell County,Kentucky,21,33,12078,12977,16.0,108,529,79.8,0.4541,17,37778,12078,20039,12977,78500,672,7.6,2012
Caldwell County,Missouri,29,25,9022,9302,15.6,83,639,77.7,0.4261,9,41324,9022,21362,9302,88200,65,7.3,2012
Caldwell County,North Carolina,37,27,74276,82493,13.7,527,600,80.1,0.4544,289,36108,74276,19624,82493,107100,3928,8.6,2012
Caldwell County,Texas,48,55,26476,38152,10.6,302,738,77.1,0.4517,254,43393,26476,19368,38152,105600,2776,13.2,2012
Caldwell Parish,Louisiana,22,21,8168,10118,12.7,126,484,79.3,0.5038,0,40181,8168,23166,10118,69200,1792,10.2,2012
Caledonia County,Vermont,50,5,30124,31170,14.2,364,669,80.3,0.4332,84,44435,30124,23017,31170,161400,230,10.4,2012
Calhoun County,Alabama,1,15,88405,117834,12.5,860,611,78.3,0.4532,318,40093,88405,20881,117834,101900,24421,11.1,2012
Calhoun County,Arkansas,5,13,3972,5373,14.7,46,590,82.5,0.4133,0,31425,3972,17478,5373,57600,1307,11.2,2012
Calhoun County,Florida,12,13,11805,14639,13.7,77,554,83.7,0.4405,203,32480,11805,15328,14639,74400,2239,8.4,2012
Calhoun County,Georgia,13,37,2254,6581,7.6,45,456,85.4,0.5419,33,30042,2254,14780,6581,57900,3937,12.1,2012
Calhoun County,Illinois,17,13,4988,5065,18.7,26,556,81.0,0.4323,0,47399,4988,25822,5065,115600,4,7.8,2012
Calhoun County,Iowa,19,25,9691,9936,19.6,35,492,81.5,0.4259,11,45097,9691,25469,9936,72200,87,7.3,2012
Calhoun County,Michigan,26,25,112927,136063,13.0,1348,652,78.0,0.4422,747,42164,112927,22525,136063,102800,14885,9.6,2012
Calhoun County,Mississippi,28,13,10565,14903,14.4,147,490,76.6,0.443,3,30768,10565,16910,14903,59700,4193,8.7,2012
Calhoun County,South Carolina,45,17,8339,15134,15.5,73,631,79.4,0.4576,18,39843,8339,22483,15134,98400,6432,8.6,2012
Calhoun County,Texas,48,57,19081,21366,14.6,120,733,78.4,0.4425,21,45122,19081,22439,21366,92700,577,8.5,2012
Calhoun County,West Virginia,54,13,7443,7613,17.2,44,409,84.0,0.4754,5,29282,7443,19020,7613,76000,18,7.4,2012
Callahan County,Texas,48,59,12726,13521,17.3,28,631,79.0,0.425,6,46812,12726,23311,13521,75500,144,7.8,2012
Callaway County,Missouri,29,27,40661,44157,10.6,300,606,80.0,0.4102,189,50516,40661,23863,44157,133200,1823,11.4,2012
Calloway County,Kentucky,21,35,34289,37198,14.2,453,544,82.5,0.4583,97,39037,34289,21269,37198,113600,1422,19.6,2012
Calumet County,Wisconsin,55,15,46796,48960,10.4,257,662,76.1,0.3756,192,64982,46796,28682,48960,163100,96,7.6,2012
Calvert County,Maryland,24,9,72392,88774,9.9,548,1382,76.7,0.371,179,92395,72392,37641,88774,368100,12187,8.7,2012
Camas County,Idaho,16,25,1141,1276,13.4,15,735,75.6,0.3865,27,40515,1141,20477,1276,165400,6,12.7,2012
Cambria County,Pennsylvania,42,21,134809,143305,15.7,1274,542,82.2,0.4261,114,41668,134809,22307,143305,87300,5062,9.7,2012
Camden County,Georgia,13,39,37892,50435,8.4,489,869,76.1,0.3955,236,54155,37892,22797,50435,162200,9831,15.0,2012
Camden County,Missouri,29,29,42433,43731,21.8,160,622,82.5,0.4163,148,44577,42433,23851,43731,181500,174,6.6,2012
Camden County,New Jersey,34,7,332006,513660,11.0,4641,967,77.4,0.4532,2205,62320,332006,30652,513660,218700,97391,9.6,2012
Camden County,North Carolina,37,29,8191,9965,13.4,17,930,77.0,0.3697,133,56315,8191,25098,9965,223300,1305,10.0,2012
Cameron County,Pennsylvania,42,23,4972,5058,18.8,70,493,83.6,0.3945,4,41409,4972,22760,5058,71600,31,7.5,2012
Cameron County,Texas,48,61,367713,405819,10.1,2730,629,69.0,0.4941,611,32558,367713,14405,405819,76600,2258,10.5,2012
Cameron Parish,Louisiana,22,23,6772,6934,11.6,14,676,77.3,0.3988,0,62353,6772,26032,6934,105900,140,10.7,2012
Camp County,Texas,48,63,9631,12389,16.3,151,612,74.7,0.4474,30,36495,9631,19678,12389,105000,2269,8.3,2012
Campbell County,Kentucky,21,37,84869,90119,11.1,857,705,79.2,0.4298,96,53580,84869,27063,90119,147600,2390,11.4,2012
Campbell County,South Dakota,46,21,1400,1419,25.5,1,491,85.5,0.4483,15,36563,1400,24222,1419,45100,0,4.4,2012
Campbell County,Tennessee,47,13,39715,40629,15.8,509,504,80.3,0.4384,73,31312,39715,16601,40629,89900,200,7.9,2012
Campbell County,Virginia,51,31,45296,54797,14.6,253,635,80.1,0.4111,132,45432,45296,22753,54797,146800,7938,10.1,2012
Campbell County,Wyoming,56,5,42317,45840,5.2,142,896,75.1,0.3695,665,77090,42317,33557,45840,201100,250,9.8,2012
Canadian County,Oklahoma,40,17,96902,116299,9.8,708,822,75.8,0.3779,4686,63884,96902,27583,116299,137600,2727,8.1,2012
Candler County,Georgia,13,43,7509,11007,13.8,45,526,76.0,0.4366,29,35833,7509,17399,11007,79400,2665,12.3,2012
Cannon County,Tennessee,47,15,13232,13797,14.2,74,572,79.7,0.3988,24,40998,13232,18652,13797,114300,200,8.4,2012
Canyon County,Idaho,16,27,173340,189396,10.0,2001,731,71.0,0.3993,1356,42691,173340,17840,189396,134400,582,9.6,2012
Cape Girardeau County,Missouri,29,31,67708,75690,12.4,569,635,79.6,0.4386,164,46154,67708,23560,75690,137600,5342,13.5,2012
Cape May County,New Jersey,34,9,88060,96987,19.4,1174,1000,82.9,0.45,523,56370,88060,33882,96987,326400,4685,8.8,2012
Carbon County,Montana,30,9,9748,10057,18.6,55,700,82.7,0.4117,113,47030,9748,26421,10057,196800,6,5.5,2012
Carbon County,Pennsylvania,42,25,62472,65101,15.7,441,711,81.4,0.4078,177,49951,62472,25054,65101,147100,872,7.6,2012
Carbon County,Utah,49,7,19369,21153,12.3,242,584,75.9,0.4035,282,47240,19369,20895,21153,123300,95,10.7,2012
Carbon County,Wyoming,56,7,14335,15781,11.3,74,701,78.6,0.3688,103,57787,14335,26920,15781,141900,124,8.6,2012
Caribou County,Idaho,16,29,6569,6872,14.4,31,513,75.2,0.3876,1,52134,6569,22995,6872,114100,7,6.6,2012
Carlisle County,Kentucky,21,39,4943,5081,17.0,16,468,80.2,0.3952,64,37768,4943,20790,5081,73800,55,7.5,2012
Carlton County,Minnesota,27,17,31634,35304,12.8,338,676,79.5,0.3978,1897,52943,31634,24420,35304,160900,565,7.8,2012
Caroline County,Maryland,24,11,26504,32947,12.1,169,899,77.1,0.3971,124,60735,26504,25300,32947,223400,4562,9.6,2012
Caroline County,Virginia,51,33,18964,28510,11.8,213,962,78.2,0.391,135,58044,18964,26047,28510,203000,8435,8.6,2012
Carroll County,Arkansas,5,15,25062,27321,17.6,161,592,80.2,0.4364,227,35558,25062,19964,27321,117200,46,8.1,2012
Carroll County,Georgia,13,45,85848,110750,9.7,778,767,76.1,0.4318,327,46704,85848,21047,110750,126000,20175,12.6,2012
Carroll County,Illinois,17,15,14775,15338,19.5,93,565,81.7,0.4307,18,48456,14775,27103,15338,99600,75,7.2,2012
Carroll County,Indiana,18,15,19714,20105,14.6,152,651,77.9,0.3956,0,49935,19714,24357,20105,106100,88,7.7,2012
