County,State,mean_life_expectancy,State_FIPS,County_FIPS,disability_rate,median_gross_rent,age_15_to_44_percentage,bachelors_and_above_percentage,housing_cost_burden,white_population,total_population,age_60_and_over,poverty_rate,median_household_income,native_american_population,less_than_9th_grade_percentage,health_insurance_rate,unemployment_rate,gini_index,high_school_only_percentage,median_home_value,age_18_and_under_percentage,black_population,total_population_race,asian_population,per_capita_income,Year
Treutlen County,Georgia,74.9031831148421,13,283,19.9,573.0,36.0,15.5,9.0,4707.0,6752.0,24.7,21.0,39375.0,0.0,7.5,81.4,5.6,0.4641,35.7,71000.0,21.3,2007.0,6752.0,4707.0,20775.0,2017
Trigg County,Kentucky,75.9419758951303,21,221,17.7,598.0,31.6,16.9,121.0,12898.0,14286.0,29.9,15.8,47259.0,0.0,4.5,88.2,10.4,0.4345,30.5,119500.0,21.8,1252.0,14286.0,12898.0,26224.0,2017
Trimble County,Kentucky,74.4105811986752,21,223,20.3,750.0,35.1,11.8,65.0,8460.0,8697.0,23.5,15.2,50998.0,24.0,2.9,92.6,10.5,0.4243,46.6,110500.0,22.9,0.0,8697.0,8460.0,26542.0,2017
Trinity County,California,76.3456287127584,6,105,23.2,803.0,28.6,19.5,183.0,11284.0,13037.0,36.3,19.9,36563.0,559.0,2.5,85.9,9.6,0.4665,31.9,286500.0,16.6,104.0,13037.0,11284.0,23575.0,2017
Trinity County,Texas,73.9356893216644,48,455,27.4,723.0,28.8,11.7,72.0,12516.0,14481.0,34.9,18.4,37398.0,44.0,6.0,80.2,10.2,0.4447,38.0,75300.0,20.3,1385.0,14481.0,12516.0,20369.0,2017
Tripp County,South Dakota,77.2923215114819,46,123,10.0,562.0,30.0,22.1,2.0,4500.0,5480.0,29.7,19.7,48409.0,747.0,5.8,90.2,1.8,0.4633,39.2,85800.0,22.6,0.0,5480.0,4500.0,27613.0,2017
Troup County,Georgia,75.0199708516939,13,285,16.5,792.0,39.8,18.5,731.0,40955.0,69433.0,19.3,21.3,43597.0,82.0,5.6,86.7,8.9,0.4759,35.5,125000.0,25.2,24472.0,69433.0,40955.0,22091.0,2017
Trousdale County,Tennessee,74.1446859925103,47,169,20.1,613.0,41.2,15.2,24.0,7543.0,8773.0,20.6,13.3,41776.0,12.0,8.4,83.7,8.2,0.4201,40.0,128000.0,21.3,999.0,8773.0,7543.0,22863.0,2017
Trumbull County,Ohio,75.8002600749146,39,155,14.6,649.0,34.2,18.7,2063.0,180104.0,203341.0,27.3,17.2,45380.0,342.0,3.1,91.7,5.9,0.446,44.8,101600.0,20.9,16985.0,203341.0,180104.0,25542.0,2017
Tucker County,West Virginia,77.2304074050641,54,93,22.2,507.0,31.7,14.8,10.0,6894.0,7035.0,31.9,15.3,43294.0,0.0,4.2,93.6,7.4,0.4139,50.0,104300.0,17.8,33.0,7035.0,6894.0,22385.0,2017
Tulare County,California,77.9753506021237,6,107,12.3,877.0,42.1,13.8,4971.0,361911.0,458809.0,15.1,27.1,44871.0,5787.0,19.7,87.8,10.0,0.4682,25.8,180200.0,31.4,7177.0,458809.0,361911.0,18962.0,2017
Tulsa County,Oklahoma,76.3802242849768,40,143,13.7,818.0,40.8,30.9,7692.0,447002.0,637123.0,19.0,15.5,52017.0,29880.0,4.3,85.3,5.9,0.4823,25.6,145800.0,25.5,63631.0,637123.0,447002.0,29797.0,2017
Tunica County,Mississippi,70.5194849511801,28,143,13.9,725.0,41.7,17.1,120.0,2011.0,10276.0,17.0,27.0,32052.0,0.0,6.3,84.4,10.2,0.5038,29.5,96000.0,29.9,8066.0,10276.0,2011.0,18486.0,2017
Tuolumne County,California,78.5900358024682,6,109,19.0,961.0,32.1,20.6,607.0,47181.0,53899.0,33.3,13.6,54325.0,931.0,1.9,93.4,7.9,0.4755,29.2,273500.0,16.8,975.0,53899.0,47181.0,31570.0,2017
Turner County,Georgia,72.8469366146032,13,287,18.6,548.0,35.7,13.5,4.0,4449.0,8036.0,24.9,27.9,42622.0,19.0,8.6,83.4,6.5,0.4423,37.7,72700.0,24.9,3449.0,8036.0,4449.0,20302.0,2017
Turner County,South Dakota,78.9626446268954,46,125,14.0,660.0,32.2,22.6,24.0,8040.0,8242.0,27.6,10.6,54294.0,51.0,3.0,93.3,2.2,0.4036,34.8,110400.0,23.6,30.0,8242.0,8040.0,27844.0,2017
Tuscaloosa County,Alabama,76.2628239560412,1,125,11.8,816.0,47.7,30.2,1895.0,132281.0,204424.0,17.8,17.3,50513.0,346.0,3.1,91.4,6.7,0.4607,29.4,161700.0,21.0,63965.0,204424.0,132281.0,24895.0,2017
Tuscarawas County,Ohio,77.5798553640004,39,157,14.0,725.0,35.1,15.1,731.0,89586.0,92531.0,25.1,13.8,49460.0,239.0,5.2,90.3,4.9,0.4236,46.5,117100.0,23.1,874.0,92531.0,89586.0,25054.0,2017
Tuscola County,Michigan,77.1469134278346,26,157,18.9,670.0,34.2,13.8,320.0,51718.0,53569.0,26.2,15.9,45495.0,157.0,2.9,92.6,7.4,0.4166,41.6,98800.0,21.2,641.0,53569.0,51718.0,23573.0,2017
Twiggs County,Georgia,73.9903104118999,13,289,21.6,537.0,32.4,9.2,35.0,4602.0,8323.0,28.8,27.3,30629.0,4.0,8.6,83.5,6.3,0.5002,38.2,57000.0,19.2,3547.0,8323.0,4602.0,17485.0,2017
Twin Falls County,Idaho,77.9385535745854,16,83,13.7,754.0,38.9,19.1,688.0,76170.0,82248.0,20.2,14.4,49118.0,912.0,4.8,86.9,4.3,0.4183,28.5,154200.0,27.9,535.0,82248.0,76170.0,22723.0,2017
Tyler County,Texas,75.1673680631216,48,457,25.3,722.0,37.1,12.1,29.0,18054.0,21456.0,27.8,15.8,44396.0,21.0,3.5,84.6,9.5,0.4387,41.8,81500.0,19.0,2358.0,21456.0,18054.0,21172.0,2017
Tyler County,West Virginia,76.0162526626571,54,95,17.2,618.0,32.0,13.6,45.0,8775.0,8949.0,28.5,16.4,40902.0,14.0,3.1,87.8,8.2,0.4908,48.9,92400.0,19.9,16.0,8949.0,8775.0,24599.0,2017
Tyrrell County,North Carolina,76.9571321885088,37,177,22.4,756.0,33.7,7.6,12.0,2253.0,4090.0,33.5,26.8,32411.0,58.0,7.1,82.7,8.5,0.45,41.8,113100.0,14.2,1462.0,4090.0,2253.0,17736.0,2017
Uinta County,Wyoming,77.2860211628857,56,41,16.4,652.0,38.1,17.4,224.0,19516.0,20758.0,17.1,14.9,54672.0,211.0,2.3,86.5,6.4,0.4336,37.4,178400.0,29.6,29.0,20758.0,19516.0,27115.0,2017
Uintah County,Utah,76.5034611527936,49,47,10.6,952.0,42.5,14.3,227.0,32103.0,36343.0,13.5,11.6,67012.0,2743.0,3.2,84.9,6.7,0.4292,35.1,194800.0,33.8,189.0,36343.0,32103.0,25001.0,2017
Ulster County,New York,79.8635734892512,36,111,13.6,1053.0,36.8,31.4,1895.0,154062.0,180129.0,25.1,13.2,61652.0,322.0,3.0,93.1,7.1,0.4553,30.4,221600.0,18.3,10312.0,180129.0,154062.0,32453.0,2017
Umatilla County,Oregon,78.4055357889015,41,59,15.8,699.0,39.5,15.9,725.0,65378.0,76736.0,20.5,17.8,50071.0,2396.0,8.7,89.3,8.3,0.4255,28.4,147900.0,25.7,597.0,76736.0,65378.0,22153.0,2017
Unicoi County,Tennessee,73.8245313813821,47,171,23.8,599.0,33.2,14.9,179.0,17361.0,17830.0,29.0,20.1,36576.0,13.0,7.8,90.1,10.8,0.4449,40.7,121200.0,19.0,86.0,17830.0,17361.0,21374.0,2017
Union County,Arkansas,73.1884317266028,5,139,18.3,650.0,36.1,20.1,218.0,25808.0,40022.0,24.2,20.1,41106.0,384.0,4.8,87.9,8.3,0.4794,36.3,79900.0,24.0,13087.0,40022.0,25808.0,23463.0,2017
Union County,Florida,67.8919995760419,12,125,16.8,616.0,41.7,8.3,96.0,11287.0,15300.0,20.9,21.4,37460.0,101.0,6.6,87.7,9.8,0.4252,37.7,89000.0,18.9,3387.0,15300.0,11287.0,13485.0,2017
Union County,Georgia,78.3191047382087,13,291,20.4,685.0,26.6,22.0,117.0,21612.0,22262.0,39.8,12.8,42767.0,94.0,2.7,87.9,5.5,0.474,34.6,191800.0,16.2,185.0,22262.0,21612.0,26755.0,2017
Union County,Illinois,75.8723955567275,17,181,17.1,517.0,33.8,22.3,52.0,16302.0,17267.0,26.8,16.8,46716.0,15.0,5.6,92.3,5.3,0.4544,32.6,98600.0,21.3,168.0,17267.0,16302.0,24646.0,2017
Union County,Indiana,75.9632359500566,18,161,15.5,741.0,35.5,17.6,67.0,6925.0,7225.0,24.9,8.2,45531.0,0.0,2.6,86.5,3.9,0.3747,47.3,109900.0,23.2,8.0,7225.0,6925.0,22527.0,2017
Union County,Iowa,77.5095653038828,19,175,15.8,594.0,35.5,16.1,124.0,12119.0,12497.0,26.9,13.8,47597.0,38.0,3.3,92.4,4.3,0.4062,36.1,94300.0,22.9,149.0,12497.0,12119.0,25098.0,2017
Union County,Kentucky,74.0353958740985,21,225,19.3,585.0,41.8,11.3,101.0,12491.0,14915.0,21.9,22.9,42139.0,9.0,4.2,92.6,7.3,0.4293,44.0,83100.0,20.3,1966.0,14915.0,12491.0,21758.0,2017
Union County,Mississippi,75.3355759758246,28,145,18.1,654.0,37.8,14.7,49.0,22879.0,28202.0,22.2,18.2,40076.0,19.0,7.4,87.5,8.3,0.4287,33.2,92500.0,25.5,4196.0,28202.0,22879.0,19518.0,2017
Union County,New Jersey,81.3619303606624,34,39,9.4,1219.0,39.6,34.1,6643.0,315421.0,557320.0,19.1,10.3,73376.0,1509.0,7.8,87.0,7.4,0.5001,29.2,351800.0,23.6,117852.0,557320.0,315421.0,38163.0,2017
Union County,New Mexico,76.8564982839,35,59,19.2,530.0,36.6,15.9,34.0,3534.0,4216.0,24.5,14.2,38240.0,158.0,9.7,85.3,2.5,0.4913,39.9,89500.0,20.4,55.0,4216.0,3534.0,23180.0,2017
Union County,North Carolina,79.4010924944799,37,179,9.6,956.0,38.2,34.0,1455.0,180951.0,222095.0,16.3,9.4,70858.0,773.0,3.8,90.1,6.1,0.459,25.3,215200.0,28.1,25619.0,222095.0,180951.0,32754.0,2017
Union County,Ohio,79.073550822177,39,159,11.0,876.0,40.3,30.8,282.0,50175.0,54688.0,15.9,7.4,78848.0,160.0,1.7,94.7,2.8,0.4107,35.2,186000.0,25.3,1370.0,54688.0,50175.0,33066.0,2017
Union County,Oregon,79.1272623173035,41,61,15.9,746.0,37.3,24.0,333.0,23802.0,25810.0,25.9,17.4,46228.0,288.0,2.7,90.6,6.5,0.4736,33.5,172100.0,22.2,219.0,25810.0,23802.0,26586.0,2017
Union County,Pennsylvania,81.6721946371522,42,119,13.3,733.0,42.7,23.8,273.0,39384.0,45056.0,22.3,10.2,53768.0,245.0,5.7,89.6,3.4,0.4482,39.7,172200.0,17.7,2990.0,45056.0,39384.0,25089.0,2017
Union County,South Carolina,73.1445435001887,45,87,19.5,602.0,34.3,12.5,122.0,18284.0,27772.0,26.9,19.3,37493.0,33.0,6.1,90.1,7.4,0.4593,39.5,75600.0,21.3,8589.0,27772.0,18284.0,21183.0,2017
Union County,South Dakota,80.7921368909553,46,127,11.2,781.0,35.1,30.6,165.0,14066.0,14929.0,23.1,7.3,65434.0,126.0,2.5,92.7,2.1,0.436,29.3,161300.0,24.6,105.0,14929.0,14066.0,37093.0,2017
Union County,Tennessee,73.9277655357603,47,173,17.5,594.0,35.1,8.8,108.0,18753.0,19176.0,23.9,21.6,40132.0,6.0,10.8,88.1,7.2,0.4402,46.7,114200.0,22.2,84.0,19176.0,18753.0,20478.0,2017
Union Parish,Louisiana,74.8131985540207,22,111,15.9,466.0,34.6,12.8,105.0,16189.0,22537.0,26.7,22.0,38916.0,14.0,3.9,85.5,6.6,0.4747,46.6,88700.0,22.5,5731.0,22537.0,16189.0,20742.0,2017
Upshur County,Texas,74.9942247391989,48,459,17.9,749.0,34.7,16.9,222.0,34337.0,40506.0,23.8,13.8,48796.0,311.0,5.7,84.1,8.3,0.4394,33.8,111600.0,24.0,3661.0,40506.0,34337.0,24088.0,2017
Upshur County,West Virginia,76.4787711273943,54,97,15.6,662.0,36.9,18.1,205.0,23966.0,24604.0,25.8,21.2,39434.0,59.0,5.5,90.6,8.1,0.4496,47.2,111900.0,20.5,324.0,24604.0,23966.0,21279.0,2017
Upson County,Georgia,73.0634454812341,13,293,16.6,615.0,36.0,12.9,310.0,18300.0,26241.0,24.0,22.7,35375.0,81.0,5.8,85.1,11.2,0.4731,36.9,84900.0,22.4,7470.0,26241.0,18300.0,19624.0,2017
Upton County,Texas,76.5208715352924,48,461,9.1,643.0,37.3,11.1,0.0,1829.0,3575.0,17.8,18.0,52750.0,4.0,10.7,83.4,1.1,0.4557,37.5,62900.0,30.1,243.0,3575.0,1829.0,25290.0,2017
Utah County,Utah,80.32134904431,49,49,7.6,954.0,48.6,39.4,4721.0,530376.0,576496.0,10.3,11.8,67042.0,2906.0,2.0,90.7,4.3,0.4163,16.0,256900.0,34.5,3434.0,576496.0,530376.0,23207.0,2017
Uvalde County,Texas,77.4522505409299,48,463,14.0,629.0,39.3,15.1,172.0,24032.0,27015.0,22.4,17.9,40781.0,285.0,16.8,80.4,5.9,0.4392,24.5,77800.0,27.6,62.0,27015.0,24032.0,19146.0,2017
Val Verde County,Texas,78.3327436624789,48,465,15.2,688.0,41.8,18.1,461.0,45317.0,48976.0,19.0,20.9,44609.0,119.0,21.5,77.5,6.6,0.4647,25.6,94500.0,29.0,664.0,48976.0,45317.0,20160.0,2017
Valdez-Cordova Census Area,Alaska,78.9328153281328,2,261,12.2,974.0,37.6,32.7,20.0,6908.0,9439.0,19.0,7.4,86019.0,1342.0,1.3,83.4,7.5,0.3946,28.0,252200.0,23.6,13.0,9439.0,6908.0,37935.0,2017
Valencia County,New Mexico,76.5417859643033,35,61,19.8,781.0,36.8,16.3,547.0,61227.0,75845.0,22.5,22.0,43428.0,3302.0,6.7,89.6,9.1,0.4318,33.1,133100.0,24.4,716.0,75845.0,61227.0,20572.0,2017
Valley County,Idaho,81.8419253340933,16,85,21.2,803.0,28.5,30.8,88.0,10009.0,10104.0,36.2,10.4,54015.0,21.0,1.5,88.4,4.3,0.4569,23.4,258000.0,18.4,8.0,10104.0,10009.0,28515.0,2017
Valley County,Montana,78.0285803056583,30,105,14.4,609.0,32.9,21.1,12.0,6549.0,7561.0,28.6,7.4,55267.0,696.0,1.9,90.4,4.4,0.406,38.7,135600.0,22.1,7.0,7561.0,6549.0,29096.0,2017
Valley County,Nebraska,79.845328974375,31,175,17.8,614.0,30.8,20.3,66.0,4186.0,4252.0,31.8,11.5,50270.0,9.0,2.0,91.0,1.5,0.4334,38.7,92700.0,21.6,17.0,4252.0,4186.0,27271.0,2017
Van Buren County,Arkansas,75.8846063202913,5,141,23.4,616.0,30.2,12.9,189.0,16032.0,16751.0,32.9,19.6,34428.0,105.0,4.7,87.1,8.3,0.4465,45.5,98900.0,20.0,76.0,16751.0,16032.0,20568.0,2017
Van Buren County,Iowa,77.3457206170292,19,177,13.2,502.0,31.0,13.8,15.0,7155.0,7308.0,27.9,14.0,47197.0,9.0,6.4,86.2,4.8,0.4248,38.7,82700.0,24.1,42.0,7308.0,7155.0,24952.0,2017
Van Buren County,Michigan,77.4180803016211,26,159,14.7,673.0,35.0,20.6,607.0,64989.0,75190.0,24.2,15.8,49119.0,689.0,4.8,90.2,6.6,0.4397,32.6,123100.0,24.0,2447.0,75190.0,64989.0,25433.0,2017
Van Buren County,Tennessee,74.0052524089531,47,175,23.4,402.0,31.8,9.9,15.0,5517.0,5675.0,30.3,19.5,43631.0,0.0,9.9,86.4,11.6,0.4026,48.0,95000.0,18.8,17.0,5675.0,5517.0,20672.0,2017
Van Wert County,Ohio,77.3804977290359,39,161,14.6,678.0,35.3,16.4,203.0,27254.0,28262.0,24.6,12.7,50974.0,57.0,1.7,92.6,5.3,0.417,47.3,99000.0,23.5,339.0,28262.0,27254.0,26130.0,2017
Van Zandt County,Texas,75.9318639472979,48,467,17.6,774.0,33.7,16.6,251.0,50119.0,53607.0,27.1,14.2,50061.0,346.0,5.5,82.1,5.9,0.448,34.2,112600.0,23.3,1441.0,53607.0,50119.0,25394.0,2017
Vance County,North Carolina,73.9857007921373,37,181,18.7,652.0,35.9,12.1,587.0,19550.0,44420.0,23.8,23.0,35246.0,777.0,7.4,88.5,11.0,0.5019,37.3,95500.0,24.0,22210.0,44420.0,19550.0,21188.0,2017
Vanderburgh County,Indiana,76.1675819006606,18,163,15.5,751.0,39.7,26.2,2252.0,155761.0,181831.0,22.3,18.0,44815.0,374.0,2.6,90.6,5.2,0.4752,32.7,121200.0,21.8,16632.0,181831.0,155761.0,26917.0,2017
Venango County,Pennsylvania,77.2993806355589,42,121,18.0,604.0,32.4,17.2,472.0,51252.0,52880.0,28.8,13.6,46487.0,22.0,3.3,92.7,7.6,0.425,49.0,85000.0,20.2,484.0,52880.0,51252.0,25190.0,2017
Ventura County,California,81.841533815838,6,111,10.9,1643.0,39.7,32.6,9832.0,677010.0,847834.0,19.8,10.3,81972.0,6929.0,9.7,89.2,6.6,0.4478,18.9,520300.0,23.9,14805.0,847834.0,677010.0,35771.0,2017
Vermilion County,Illinois,75.1124484854821,17,183,15.1,657.0,35.6,14.6,733.0,65453.0,79207.0,24.5,19.8,44930.0,208.0,3.6,92.6,8.3,0.4384,40.8,75900.0,23.9,11075.0,79207.0,65453.0,23416.0,2017
Vermilion Parish,Louisiana,76.3874843279442,22,113,16.0,669.0,37.7,12.1,254.0,48554.0,59841.0,19.4,17.9,49266.0,289.0,9.9,87.7,7.3,0.4361,41.7,105700.0,26.1,8549.0,59841.0,48554.0,23608.0,2017
Vermillion County,Indiana,74.8502861663619,18,165,18.0,581.0,34.7,13.0,124.0,15321.0,15644.0,26.1,13.4,45440.0,43.0,2.9,90.9,5.1,0.404,46.2,74600.0,22.3,66.0,15644.0,15321.0,23891.0,2017
Vernon County,Missouri,75.6838414185385,29,217,17.6,642.0,36.0,17.3,194.0,19752.0,20665.0,24.5,15.2,41479.0,117.0,3.8,84.8,4.1,0.4294,41.9,97100.0,24.0,219.0,20665.0,19752.0,22369.0,2017
Vernon County,Wisconsin,79.6667342579279,55,123,11.5,647.0,31.4,21.6,242.0,29527.0,30378.0,25.6,16.6,49996.0,85.0,6.2,83.4,2.9,0.4428,37.8,148900.0,26.0,135.0,30378.0,29527.0,25314.0,2017
Vernon Parish,Louisiana,74.6974077814184,22,115,17.2,952.0,48.1,17.7,755.0,39538.0,51906.0,15.0,16.9,46620.0,773.0,4.1,89.2,8.7,0.4338,36.6,116600.0,25.7,7603.0,51906.0,39538.0,22583.0,2017
Victoria County,Texas,77.4743654447178,48,469,14.4,864.0,39.1,19.5,1110.0,80025.0,91518.0,21.0,14.8,55740.0,255.0,6.8,82.8,5.1,0.4536,31.0,129100.0,25.8,5695.0,91518.0,80025.0,28181.0,2017
Vigo County,Indiana,75.7145644381981,18,167,18.6,717.0,43.2,23.5,1231.0,94177.0,107723.0,20.7,19.9,42030.0,206.0,3.0,90.0,7.9,0.4634,32.3,90700.0,20.7,6639.0,107723.0,94177.0,22932.0,2017
Vilas County,Wisconsin,78.3793595729041,55,125,16.7,673.0,24.8,27.1,176.0,18593.0,21465.0,39.1,15.3,42720.0,1933.0,1.0,91.9,7.9,0.4628,31.0,206500.0,16.8,54.0,21465.0,18593.0,29058.0,2017
Vinton County,Ohio,74.4719114668497,39,163,20.0,585.0,35.9,10.3,156.0,12791.0,13142.0,22.3,21.1,41541.0,10.0,5.8,91.1,10.6,0.4174,46.4,85700.0,22.7,60.0,13142.0,12791.0,19876.0,2017
Virginia Beach City,Virginia,79.9634763383812,51,810,10.7,1296.0,43.2,34.8,6710.0,302383.0,450057.0,18.1,8.0,70500.0,1125.0,2.0,91.1,5.3,0.4174,21.9,267300.0,22.6,85682.0,450057.0,302383.0,34607.0,2017
Volusia County,Florida,76.2981063923098,12,127,16.7,972.0,33.4,22.7,5538.0,430152.0,518660.0,31.0,16.1,43838.0,1920.0,2.9,85.8,6.7,0.4628,33.1,149900.0,18.0,55230.0,518660.0,430152.0,25871.0,2017
Wabash County,Illinois,77.7827054848031,17,185,18.3,586.0,34.4,18.7,64.0,11152.0,11568.0,26.0,13.1,49716.0,6.0,3.8,94.0,7.6,0.4187,30.5,79000.0,22.0,98.0,11568.0,11152.0,25105.0,2017
Wabash County,Indiana,75.8889509245659,18,169,13.8,663.0,36.2,18.7,246.0,30493.0,31848.0,26.6,13.3,49052.0,217.0,3.0,90.7,5.5,0.4038,42.0,96700.0,21.3,279.0,31848.0,30493.0,24700.0,2017
Wabasha County,Minnesota,81.8238531557157,27,157,11.9,694.0,31.9,21.6,71.0,20905.0,21490.0,27.6,6.1,61973.0,35.0,2.6,95.3,3.2,0.4162,35.9,167300.0,21.9,87.0,21490.0,20905.0,32307.0,2017
Wabaunsee County,Kansas,78.6127190158048,20,197,15.5,649.0,32.3,22.7,19.0,6638.0,6918.0,25.1,6.1,58947.0,35.0,2.2,93.3,4.3,0.3461,35.1,111900.0,24.6,22.0,6918.0,6638.0,25790.0,2017
Wade Hampton Census Area,Alaska,67.9859126754132,2,270,,,,,,,,,,,,,,,,,,,,,,,2017
Wadena County,Minnesota,76.6363226081507,27,159,16.8,635.0,32.1,12.9,82.0,13118.0,13626.0,27.8,15.0,45018.0,108.0,3.8,93.6,5.8,0.4329,36.9,118900.0,24.8,154.0,13626.0,13118.0,24200.0,2017
Wagoner County,Oklahoma,78.0627635802152,40,145,16.0,835.0,37.8,22.7,481.0,58119.0,76830.0,21.1,10.7,59210.0,6516.0,2.8,87.7,6.4,0.4042,33.4,150400.0,25.1,2680.0,76830.0,58119.0,27337.0,2017
Wahkiakum County,Washington,79.5434551104177,53,69,25.0,717.0,26.5,17.1,41.0,3809.0,4105.0,41.4,13.9,49508.0,79.0,2.3,91.0,6.3,0.4409,33.3,202600.0,17.1,8.0,4105.0,3809.0,26964.0,2017
Wake County,North Carolina,81.2684283321449,37,183,8.4,1043.0,43.4,51.0,12478.0,680511.0,1023811.0,15.4,10.1,73577.0,3586.0,3.5,90.4,4.9,0.4439,15.8,250700.0,24.7,208642.0,1023811.0,680511.0,37315.0,2017
Wakulla County,Florida,76.2724538807062,12,129,16.4,840.0,39.4,17.8,164.0,25966.0,31586.0,20.0,12.6,57866.0,111.0,2.7,88.7,6.9,0.3734,36.2,133700.0,20.8,4781.0,31586.0,25966.0,22846.0,2017
Waldo County,Maine,78.7244527205402,23,27,16.2,791.0,33.3,30.3,310.0,37931.0,39280.0,28.2,14.3,50162.0,116.0,2.0,88.9,6.5,0.4458,32.8,159800.0,19.3,229.0,39280.0,37931.0,27763.0,2017
Walker County,Alabama,70.3120931463706,1,127,25.4,609.0,35.7,11.1,359.0,59223.0,64927.0,25.2,21.5,38872.0,100.0,7.5,88.4,10.0,0.4566,37.3,87300.0,22.3,3963.0,64927.0,59223.0,21217.0,2017
Walker County,Georgia,74.8726755445435,13,295,18.2,702.0,36.3,15.5,618.0,63292.0,68609.0,24.2,17.2,43581.0,96.0,5.6,85.7,7.0,0.4503,37.1,111100.0,22.3,2952.0,68609.0,63292.0,22564.0,2017
Walker County,Texas,77.9293093289586,48,471,9.2,838.0,50.8,20.3,404.0,51746.0,70818.0,16.9,24.3,41456.0,271.0,6.4,86.5,3.4,0.4746,37.4,132200.0,15.4,16219.0,70818.0,51746.0,17194.0,2017
Walla Walla County,Washington,79.7559153563203,53,71,15.9,843.0,40.6,29.1,786.0,50849.0,59862.0,22.5,14.4,52630.0,570.0,6.1,90.9,6.0,0.4557,21.2,196300.0,21.5,906.0,59862.0,50849.0,26651.0,2017
Wallace County,Kansas,79.8595374958064,20,199,17.1,478.0,33.1,26.4,0.0,1540.0,1591.0,26.5,10.6,60000.0,6.0,5.9,91.1,5.4,0.4577,30.3,88300.0,27.0,0.0,1591.0,1540.0,29931.0,2017
Waller County,Texas,78.4940620818385,48,473,12.6,853.0,46.0,19.2,245.0,31306.0,48443.0,16.2,18.0,53506.0,165.0,10.8,79.5,7.8,0.4665,30.9,157600.0,24.2,12241.0,48443.0,31306.0,23888.0,2017
Wallowa County,Oregon,80.147072822847,41,63,21.2,676.0,26.1,25.8,61.0,6561.0,6864.0,38.2,13.7,44877.0,13.0,2.0,93.9,4.9,0.4356,30.5,217600.0,17.9,15.0,6864.0,6561.0,26898.0,2017
Walsh County,North Dakota,77.624593008183,38,99,15.0,613.0,31.4,16.8,81.0,10060.0,10920.0,26.8,9.9,50781.0,258.0,6.1,93.3,2.6,0.4518,34.9,83700.0,22.6,39.0,10920.0,10060.0,30693.0,2017
Walthall County,Mississippi,73.5584059198276,28,147,18.7,537.0,36.3,10.3,17.0,7789.0,14670.0,24.4,26.3,31077.0,0.0,6.1,79.7,6.7,0.5614,45.0,101900.0,24.1,6713.0,14670.0,7789.0,20155.0,2017
Walton County,Florida,77.3545360296973,12,131,16.6,936.0,34.9,26.7,609.0,54729.0,63457.0,26.2,17.0,50619.0,397.0,3.7,83.7,5.7,0.4979,26.5,203100.0,20.4,3102.0,63457.0,54729.0,30853.0,2017
Walton County,Georgia,76.3500790906022,13,297,12.4,926.0,37.7,19.0,541.0,70069.0,88695.0,20.1,12.8,55876.0,188.0,2.7,87.9,6.9,0.4263,38.1,164700.0,25.4,14692.0,88695.0,70069.0,25184.0,2017
Walworth County,South Dakota,77.1746814387322,46,129,15.6,614.0,33.2,22.3,38.0,4417.0,5502.0,30.6,10.2,46623.0,676.0,4.1,90.0,3.7,0.461,38.7,82400.0,23.0,26.0,5502.0,4417.0,29457.0,2017
Walworth County,Wisconsin,79.1880021205789,55,127,11.8,833.0,38.6,28.5,917.0,96362.0,102917.0,22.0,12.4,58401.0,361.0,3.3,91.8,5.6,0.4328,31.5,192500.0,21.7,1172.0,102917.0,96362.0,29192.0,2017
Wapello County,Iowa,76.667273184577,19,179,14.2,636.0,37.5,18.4,286.0,31131.0,35321.0,23.6,17.0,43329.0,42.0,5.3,93.3,6.3,0.4391,35.5,81000.0,22.6,1061.0,35321.0,31131.0,23413.0,2017
Ward County,North Dakota,80.0937469451584,38,101,9.9,986.0,47.2,27.9,1107.0,61141.0,69628.0,16.5,8.4,64159.0,1639.0,2.6,92.3,2.7,0.422,30.7,211900.0,23.3,2555.0,69628.0,61141.0,33414.0,2017
Ward County,Texas,75.2468697830642,48,475,11.7,801.0,40.4,13.5,27.0,9681.0,11498.0,18.7,11.6,63333.0,243.0,11.1,80.6,6.1,0.4378,36.2,85600.0,27.9,625.0,11498.0,9681.0,26860.0,2017
Ware County,Georgia,73.6841856458992,13,299,18.7,648.0,37.8,13.5,508.0,23305.0,35688.0,22.3,24.8,36962.0,146.0,4.5,83.6,4.6,0.4546,41.3,78500.0,23.9,10596.0,35688.0,23305.0,19246.0,2017
Warren County,Georgia,74.1341486349798,13,301,12.4,548.0,32.1,13.7,101.0,2012.0,5410.0,29.3,26.8,32860.0,0.0,9.3,83.6,8.2,0.5095,43.9,62300.0,21.2,3278.0,5410.0,2012.0,20712.0,2017
Warren County,Illinois,78.0481878343776,17,187,12.1,589.0,38.5,24.3,131.0,15626.0,17429.0,23.8,13.8,47278.0,8.0,4.4,94.9,6.6,0.4223,33.6,83900.0,22.2,485.0,17429.0,15626.0,24840.0,2017
Warren County,Indiana,78.4461994137781,18,171,15.6,763.0,32.5,19.4,30.0,8100.0,8269.0,26.8,9.5,58950.0,20.0,2.9,94.5,4.7,0.3764,44.1,112500.0,22.0,39.0,8269.0,8100.0,29312.0,2017
