County,State,mean_life_expectancy,State_FIPS,County_FIPS,disability_rate,median_gross_rent,age_15_to_44_percentage,bachelors_and_above_percentage,housing_cost_burden,white_population,total_population,age_60_and_over,poverty_rate,median_household_income,native_american_population,less_than_9th_grade_percentage,health_insurance_rate,unemployment_rate,gini_index,high_school_only_percentage,median_home_value,age_18_and_under_percentage,black_population,total_population_race,asian_population,per_capita_income,Year
Baca County,Colorado,77.0260592657618,8,9,21.9,540.0,30.6,21.4,30.0,3413.0,3581.0,32.9,19.5,35898.0,39.0,5.6,89.0,4.5,0.4441,26.6,79800.0,20.9,55.0,3581.0,3413.0,22853.0,2017
Bacon County,Georgia,72.5321912655798,13,5,17.8,528.0,38.5,11.8,136.0,9060.0,11279.0,20.6,23.2,38824.0,0.0,6.2,81.4,3.1,0.4253,41.3,73200.0,25.8,1642.0,11279.0,9060.0,18856.0,2017
Bailey County,Texas,77.8324352871385,48,17,13.8,811.0,42.5,14.4,25.0,6086.0,7098.0,21.4,22.3,43523.0,7.0,16.9,70.0,2.2,0.4201,27.6,68000.0,29.0,115.0,7098.0,6086.0,18662.0,2017
Baker County,Florida,74.8631741870423,12,3,17.3,755.0,39.5,13.1,150.0,22963.0,27537.0,19.5,17.2,59506.0,106.0,4.6,87.9,5.8,0.4312,41.6,121100.0,24.4,3797.0,27537.0,22963.0,22440.0,2017
Baker County,Georgia,77.1226977730015,13,7,21.3,485.0,35.4,11.0,9.0,1817.0,3251.0,28.3,19.5,43867.0,6.0,6.5,83.1,2.5,0.4681,37.3,79500.0,20.1,1349.0,3251.0,1817.0,22270.0,2017
Baker County,Oregon,77.9629140051114,41,1,21.2,658.0,31.2,22.6,172.0,14907.0,15980.0,33.0,15.3,43765.0,177.0,1.6,90.8,7.3,0.4385,32.8,145600.0,19.6,150.0,15980.0,14907.0,25820.0,2017
Baldwin County,Alabama,77.8952429034613,1,3,13.7,904.0,35.1,30.7,1788.0,175961.0,203360.0,26.3,11.8,52562.0,1668.0,2.6,89.2,5.5,0.4618,27.8,182000.0,22.1,19414.0,203360.0,175961.0,29364.0,2017
Baldwin County,Georgia,75.885623089803,13,9,15.4,687.0,44.3,19.4,405.0,24653.0,45527.0,20.4,27.8,37008.0,117.0,4.6,87.6,9.0,0.4991,36.4,108800.0,19.3,18881.0,45527.0,24653.0,20114.0,2017
Ballard County,Kentucky,74.6553719541995,21,7,15.3,611.0,34.1,14.1,34.0,7630.0,8152.0,27.1,18.2,42988.0,35.0,3.8,89.1,4.7,0.4534,36.6,102600.0,22.3,318.0,8152.0,7630.0,25063.0,2017
Baltimore City,Maryland,72.5981949363835,24,510,15.3,1009.0,44.3,30.4,10669.0,187725.0,619796.0,18.7,22.4,46641.0,1886.0,4.9,92.0,10.0,0.5159,29.7,153200.0,21.0,389222.0,619796.0,187725.0,28488.0,2017
Baltimore County,Maryland,78.2377312364355,24,5,11.6,1224.0,38.9,37.8,9070.0,514340.0,828637.0,22.5,9.1,71810.0,2320.0,3.2,93.3,5.5,0.4476,26.6,249600.0,21.6,231516.0,828637.0,514340.0,37270.0,2017
Bamberg County,South Carolina,73.9647779140574,45,9,21.1,754.0,38.2,19.1,70.0,5340.0,14842.0,26.3,24.5,32330.0,48.0,6.8,84.0,6.5,0.4687,31.9,65800.0,20.2,9134.0,14842.0,5340.0,19256.0,2017
Bandera County,Texas,79.4517306414151,48,19,19.0,874.0,27.5,23.8,76.0,19669.0,21316.0,35.3,16.5,56413.0,245.0,4.1,83.5,5.7,0.4273,31.0,165900.0,17.4,213.0,21316.0,19669.0,29177.0,2017
Banks County,Georgia,76.5761341138381,13,11,16.4,710.0,36.9,11.9,51.0,17090.0,18363.0,22.9,14.3,42182.0,48.0,7.9,83.0,6.6,0.3954,41.8,128900.0,23.3,467.0,18363.0,17090.0,19451.0,2017
Bannock County,Idaho,77.0815703316482,16,5,15.2,659.0,42.5,28.1,680.0,75606.0,84113.0,18.7,17.6,47390.0,2618.0,2.1,90.5,6.3,0.4519,26.0,148300.0,26.8,533.0,84113.0,75606.0,23872.0,2017
Baraga County,Michigan,76.8873561787283,26,13,17.2,567.0,37.4,15.5,9.0,6307.0,8580.0,27.7,14.4,42757.0,410.0,3.5,93.2,6.0,0.435,43.2,93100.0,18.3,1374.0,8580.0,6307.0,18975.0,2017
Barber County,Kansas,75.9842631826887,20,7,14.2,562.0,30.4,19.9,39.0,4684.0,4905.0,26.6,15.9,52075.0,76.0,2.1,88.6,2.5,0.464,35.4,75600.0,24.0,33.0,4905.0,4684.0,28840.0,2017
Barbour County,Alabama,74.6572190352659,1,5,22.1,569.0,38.7,12.0,268.0,12200.0,26201.0,23.5,27.2,33368.0,54.0,8.5,87.7,12.4,0.4622,35.5,89300.0,21.0,12588.0,26201.0,12200.0,17561.0,2017
Barbour County,West Virginia,75.8539353684608,54,1,19.8,553.0,37.6,15.3,164.0,16215.0,16790.0,26.4,22.5,37516.0,63.0,3.6,91.9,8.9,0.469,44.5,101200.0,20.1,154.0,16790.0,16215.0,20762.0,2017
Barnes County,North Dakota,78.9761615598578,38,3,12.9,675.0,34.3,25.8,116.0,10312.0,10971.0,28.4,10.0,56237.0,221.0,4.3,94.9,3.1,0.4418,28.9,117200.0,19.9,94.0,10971.0,10312.0,32517.0,2017
Barnstable County,Massachusetts,79.5390778971791,25,1,13.6,1199.0,27.9,41.7,2075.0,197187.0,213900.0,37.7,7.5,68048.0,1013.0,1.5,96.8,5.5,0.4585,25.0,375000.0,15.7,5857.0,213900.0,197187.0,40886.0,2017
Barnwell County,South Carolina,73.1867437272465,45,11,24.8,603.0,35.5,11.7,220.0,11261.0,21788.0,22.9,27.0,34035.0,72.0,7.4,85.2,10.1,0.5,35.0,76200.0,24.7,9887.0,21788.0,11261.0,20018.0,2017
Barren County,Kentucky,75.456625574196,21,9,20.7,658.0,36.3,16.2,439.0,40417.0,43418.0,22.9,22.9,39658.0,96.0,8.4,90.9,7.6,0.4378,40.5,110400.0,23.7,1694.0,43418.0,40417.0,20493.0,2017
Barron County,Wisconsin,78.9956597825209,55,5,14.1,686.0,32.7,19.5,358.0,43402.0,45358.0,27.9,11.5,49257.0,354.0,3.3,92.7,3.6,0.4302,38.3,145500.0,21.7,540.0,45358.0,43402.0,26935.0,2017
Barrow County,Georgia,76.4531171029684,13,13,13.0,941.0,41.5,17.3,491.0,59955.0,75099.0,16.6,13.2,56119.0,191.0,6.3,84.5,6.8,0.3931,34.1,134300.0,27.0,8412.0,75099.0,59955.0,22978.0,2017
Barry County,Michigan,79.1331583166265,26,15,12.6,815.0,34.2,19.5,236.0,57362.0,59607.0,25.0,9.3,57312.0,127.0,2.1,94.2,6.2,0.3933,37.5,146300.0,22.6,317.0,59607.0,57362.0,27166.0,2017
Barry County,Missouri,75.6329956321462,29,9,18.9,630.0,33.3,12.8,286.0,33126.0,35398.0,27.2,20.5,40638.0,244.0,6.7,83.7,8.0,0.4392,41.7,112600.0,22.9,115.0,35398.0,33126.0,20840.0,2017
Bartholomew County,Indiana,77.6368890844439,18,5,11.8,854.0,38.8,31.2,748.0,69237.0,81024.0,20.8,12.4,57331.0,195.0,3.1,89.8,5.0,0.4324,33.5,139400.0,24.0,1558.0,81024.0,69237.0,29955.0,2017
Barton County,Kansas,77.4904112152262,20,9,13.8,626.0,35.8,16.9,199.0,25091.0,27067.0,24.8,15.7,46070.0,206.0,4.5,86.6,4.2,0.4494,32.7,87600.0,24.1,373.0,27067.0,25091.0,26264.0,2017
Barton County,Missouri,77.0428070020365,29,11,19.3,527.0,34.0,17.4,91.0,11184.0,11942.0,25.1,20.9,41184.0,231.0,5.6,88.6,5.4,0.4617,41.5,97500.0,24.6,28.0,11942.0,11184.0,24628.0,2017
Bartow County,Georgia,76.2159238347912,13,15,14.8,863.0,39.3,19.4,798.0,85953.0,102623.0,17.9,14.2,52393.0,319.0,5.5,84.9,6.0,0.4378,34.4,140500.0,25.0,11013.0,102623.0,85953.0,24931.0,2017
Bastrop County,Texas,77.7101513044567,48,21,14.5,932.0,36.9,20.3,378.0,60982.0,80306.0,20.9,13.3,59185.0,472.0,9.3,81.9,7.7,0.4116,28.9,150300.0,25.6,6508.0,80306.0,60982.0,25172.0,2017
Bates County,Missouri,76.0127251195747,29,13,18.0,656.0,33.7,15.0,144.0,15726.0,16405.0,25.9,14.3,45605.0,77.0,4.1,89.8,5.2,0.4572,45.7,108300.0,24.3,205.0,16405.0,15726.0,25873.0,2017
Bath County,Kentucky,72.9701367501876,21,11,23.6,616.0,35.7,11.7,166.0,11718.0,12189.0,23.1,24.0,38763.0,12.0,11.3,91.1,7.8,0.475,40.3,77900.0,25.4,126.0,12189.0,11718.0,20059.0,2017
Bath County,Virginia,75.9357720762665,51,17,16.0,478.0,29.4,15.9,0.0,4003.0,4458.0,26.9,9.3,44483.0,0.0,4.6,86.4,9.1,0.4589,41.9,151100.0,21.3,119.0,4458.0,4003.0,28195.0,2017
Baxter County,Arkansas,75.9597914129396,5,5,21.1,667.0,27.5,18.4,412.0,39599.0,41093.0,38.9,12.6,40072.0,207.0,3.8,92.4,5.8,0.445,35.2,124400.0,17.6,74.0,41093.0,39599.0,24737.0,2017
Bay County,Florida,75.6776481016893,12,5,18.4,966.0,38.4,22.4,2588.0,147474.0,180117.0,22.3,15.4,50283.0,1389.0,3.1,85.0,6.4,0.4521,30.9,166400.0,21.6,19740.0,180117.0,147474.0,26742.0,2017
Bay County,Michigan,77.0496129370567,26,17,16.3,637.0,35.5,19.0,817.0,99587.0,105350.0,25.9,16.3,45983.0,379.0,3.0,93.6,7.4,0.4421,34.9,96800.0,20.8,1753.0,105350.0,99587.0,25462.0,2017
Bayfield County,Wisconsin,79.8730327354129,55,7,16.2,660.0,26.9,31.0,129.0,12940.0,15004.0,35.9,11.0,50110.0,1523.0,1.1,92.3,5.5,0.4112,28.0,163400.0,17.7,100.0,15004.0,12940.0,28272.0,2017
Baylor County,Texas,74.3929941356072,48,23,18.5,472.0,27.2,24.8,12.0,3295.0,3602.0,30.2,13.1,36157.0,0.0,3.7,85.0,2.3,0.5624,32.2,67200.0,21.7,124.0,3602.0,3295.0,30820.0,2017
Beadle County,South Dakota,78.3536619497449,46,5,11.4,579.0,34.2,19.6,240.0,15571.0,18163.0,24.8,23.7,48995.0,262.0,10.0,92.9,2.1,0.3977,32.3,104800.0,26.6,72.0,18163.0,15571.0,24950.0,2017
Bear Lake County,Idaho,78.6908575063961,16,7,13.1,583.0,34.0,20.3,23.0,5655.0,5942.0,26.3,14.5,50603.0,13.0,1.5,89.9,3.7,0.4065,38.5,142100.0,27.1,48.0,5942.0,5655.0,24411.0,2017
Beaufort County,North Carolina,75.6750945076657,37,13,18.7,691.0,32.6,19.6,320.0,33684.0,47316.0,29.7,19.1,41101.0,21.0,4.8,87.7,9.0,0.4726,33.6,123600.0,20.9,12526.0,47316.0,33684.0,24657.0,2017
Beaufort County,South Carolina,81.8021469166054,45,13,12.8,1105.0,34.4,39.8,2178.0,133908.0,179316.0,31.8,11.9,60603.0,418.0,2.5,86.9,6.3,0.4744,22.3,283800.0,19.6,33144.0,179316.0,133908.0,34966.0,2017
Beauregard Parish,Louisiana,74.7453508149396,22,11,20.8,699.0,39.3,16.3,316.0,30377.0,36598.0,21.3,17.3,47350.0,276.0,7.1,85.2,7.4,0.4563,40.3,115200.0,24.9,4637.0,36598.0,30377.0,24551.0,2017
Beaver County,Oklahoma,77.6032790015472,40,7,9.8,667.0,34.0,19.9,13.0,4552.0,5445.0,24.5,11.7,52571.0,30.0,7.8,87.5,3.9,0.4294,36.8,106500.0,25.7,4.0,5445.0,4552.0,25935.0,2017
Beaver County,Pennsylvania,76.7741757845724,42,7,15.2,663.0,33.9,24.0,1722.0,152373.0,168161.0,27.2,10.8,53981.0,120.0,2.0,94.9,5.6,0.427,38.8,129200.0,19.7,10016.0,168161.0,152373.0,29162.0,2017
Beaver County,Utah,76.5879646459849,49,1,12.6,687.0,37.4,18.5,10.0,6209.0,6414.0,18.9,10.5,47878.0,6.0,1.8,85.4,4.7,0.3796,38.7,147300.0,32.2,0.0,6414.0,6209.0,21128.0,2017
Beaverhead County,Montana,80.802937956819,30,1,14.3,591.0,37.8,33.0,127.0,8885.0,9360.0,29.3,16.1,43880.0,188.0,1.2,90.8,4.6,0.4929,31.6,192600.0,17.8,6.0,9360.0,8885.0,28420.0,2017
Becker County,Minnesota,78.1101357352779,27,5,12.9,700.0,32.8,24.0,114.0,29436.0,33552.0,27.3,12.7,55884.0,2586.0,2.8,92.3,3.6,0.4356,32.1,182100.0,24.6,175.0,33552.0,29436.0,28525.0,2017
Beckham County,Oklahoma,73.6130276780609,40,9,14.2,740.0,41.2,16.7,175.0,19126.0,22971.0,19.2,12.6,49625.0,342.0,3.2,85.4,4.6,0.4517,39.6,117100.0,25.4,772.0,22971.0,19126.0,23883.0,2017
Bedford City,Virginia,78.793567537194,51,515,,,,,,,,,,,,,,,,,,,,,,,2017
Bedford County,Pennsylvania,78.042620150623,42,9,17.8,658.0,32.3,13.8,217.0,47728.0,48891.0,29.2,13.6,48703.0,61.0,3.8,92.2,5.9,0.4125,51.5,126800.0,20.3,217.0,48891.0,47728.0,24219.0,2017
Bedford County,Tennessee,74.741770894819,47,3,15.8,734.0,38.6,15.7,415.0,39425.0,46854.0,20.5,16.9,47117.0,54.0,6.6,87.5,5.6,0.4527,40.8,129700.0,25.8,3176.0,46854.0,39425.0,22953.0,2017
Bedford County,Virginia,78.793567537194,51,19,14.1,816.0,32.2,28.3,382.0,69294.0,77319.0,27.7,8.9,59405.0,140.0,3.5,92.2,4.4,0.4282,30.6,198100.0,20.6,5408.0,77319.0,69294.0,30633.0,2017
Bee County,Texas,76.4317770870053,48,25,16.8,872.0,46.1,9.2,164.0,28594.0,32729.0,15.8,19.7,45415.0,173.0,11.0,78.2,6.3,0.4692,35.2,78500.0,21.5,2782.0,32729.0,28594.0,17504.0,2017
Belknap County,New Hampshire,78.0301796717253,33,1,14.9,933.0,32.2,31.5,444.0,58361.0,60383.0,28.6,9.1,65834.0,172.0,1.6,90.9,4.9,0.4281,29.5,220400.0,19.2,290.0,60383.0,58361.0,33849.0,2017
Bell County,Kentucky,70.8267217044899,21,13,32.3,496.0,36.4,9.3,227.0,26016.0,27469.0,24.4,38.0,23558.0,20.0,15.2,91.6,9.0,0.5006,35.9,59400.0,21.4,912.0,27469.0,26016.0,14754.0,2017
Bell County,Texas,77.6497694310662,48,27,14.7,886.0,46.0,24.2,4681.0,215708.0,336506.0,14.2,14.3,52583.0,2572.0,4.0,87.7,8.3,0.4298,26.7,137100.0,27.8,76319.0,336506.0,215708.0,25017.0,2017
Belmont County,Ohio,76.5791893777904,39,13,16.8,607.0,35.5,16.1,471.0,64350.0,68889.0,27.0,14.1,46484.0,183.0,2.3,92.9,6.8,0.4516,42.2,94800.0,19.2,2862.0,68889.0,64350.0,25326.0,2017
Beltrami County,Minnesota,77.7157616650518,27,7,12.8,689.0,41.0,27.0,515.0,33693.0,45847.0,20.7,19.0,45923.0,9582.0,2.2,89.5,8.7,0.4463,28.6,153100.0,25.3,446.0,45847.0,33693.0,23748.0,2017
Ben Hill County,Georgia,72.9889666208592,13,17,18.0,630.0,36.6,10.2,90.0,10369.0,17272.0,23.1,30.4,32344.0,0.0,5.2,81.7,5.2,0.4565,43.5,81200.0,25.5,6257.0,17272.0,10369.0,16635.0,2017
Benewah County,Idaho,75.8859597671621,16,9,20.2,693.0,29.2,14.1,33.0,7890.0,9050.0,30.7,15.8,43472.0,801.0,3.4,84.8,9.6,0.4259,39.1,150800.0,22.4,22.0,9050.0,7890.0,23120.0,2017
Bennett County,South Dakota,72.4943653516546,46,7,12.6,557.0,38.1,17.3,9.0,1088.0,3440.0,17.5,38.1,45725.0,1679.0,4.6,79.4,13.5,0.3876,31.5,69000.0,35.4,8.0,3440.0,1088.0,15287.0,2017
Bennington County,Vermont,78.553843255677,50,3,17.4,858.0,32.5,34.3,486.0,34672.0,36054.0,28.9,12.8,52251.0,31.0,2.2,95.7,4.4,0.4535,30.3,208600.0,19.3,350.0,36054.0,34672.0,31313.0,2017
Benson County,North Dakota,73.1009909764769,38,5,12.0,444.0,34.6,15.4,27.0,2854.0,6875.0,19.3,33.3,44500.0,3855.0,4.1,86.7,6.5,0.5201,30.9,68900.0,34.2,0.0,6875.0,2854.0,21658.0,2017
Bent County,Colorado,75.8224499656267,8,11,25.9,669.0,43.9,10.3,28.0,5219.0,5806.0,22.3,24.5,32500.0,56.0,5.8,86.0,9.3,0.47,46.2,77700.0,15.6,352.0,5806.0,5219.0,14028.0,2017
Benton County,Arkansas,79.3162674700135,5,7,9.3,845.0,41.3,31.7,1857.0,221937.0,251823.0,17.7,10.5,61271.0,3752.0,5.6,89.7,3.1,0.4505,29.7,163000.0,27.0,4144.0,251823.0,221937.0,30611.0,2017
Benton County,Indiana,77.5239716021756,18,7,18.5,707.0,34.6,16.8,77.0,8482.0,8685.0,23.2,14.9,49183.0,1.0,2.1,88.2,4.2,0.3811,44.3,84900.0,25.0,76.0,8685.0,8482.0,23652.0,2017
Benton County,Iowa,80.3309943339669,19,11,11.3,608.0,33.7,22.0,89.0,25070.0,25646.0,23.3,8.7,64061.0,33.0,1.7,96.5,3.6,0.4394,35.5,147800.0,24.0,174.0,25646.0,25070.0,32356.0,2017
Benton County,Minnesota,78.7910756708181,27,9,13.0,687.0,40.9,22.1,632.0,36741.0,39360.0,18.6,14.1,53574.0,145.0,2.7,94.9,4.2,0.4187,31.5,162600.0,25.0,1104.0,39360.0,36741.0,27018.0,2017
Benton County,Mississippi,73.5301365735074,28,9,18.7,527.0,36.1,10.3,15.0,5051.0,8306.0,24.7,20.2,40605.0,0.0,10.5,82.5,13.7,0.4258,35.5,70300.0,22.2,3042.0,8306.0,5051.0,18599.0,2017
Benton County,Missouri,75.9188509462703,29,15,26.2,608.0,25.5,11.6,76.0,18307.0,18918.0,38.9,18.6,35097.0,140.0,4.7,87.4,9.7,0.431,43.0,114600.0,17.6,67.0,18918.0,18307.0,20163.0,2017
Benton County,Oregon,82.6740680494252,41,3,10.5,962.0,48.7,53.8,1063.0,76444.0,88249.0,20.9,20.7,54682.0,457.0,1.6,93.7,6.7,0.4869,13.9,288700.0,16.7,881.0,88249.0,76444.0,30873.0,2017
Benton County,Tennessee,72.4025405457426,47,5,26.4,606.0,32.3,12.8,166.0,15368.0,16154.0,30.6,22.3,33702.0,55.0,5.9,89.1,9.1,0.4766,47.8,88700.0,19.9,556.0,16154.0,15368.0,21282.0,2017
Benton County,Washington,80.0286486250759,53,5,13.9,903.0,38.9,30.0,1725.0,153138.0,190529.0,19.9,13.4,63001.0,1487.0,5.3,90.5,6.0,0.4332,24.4,198600.0,26.8,2888.0,190529.0,153138.0,30511.0,2017
Benzie County,Michigan,79.456989098494,26,19,16.7,722.0,29.5,28.6,59.0,16741.0,17462.0,33.0,10.0,53185.0,266.0,2.4,91.6,6.5,0.4034,32.2,162200.0,18.9,60.0,17462.0,16741.0,26790.0,2017
Bergen County,New Jersey,82.9205641805784,34,3,8.1,1419.0,37.1,47.9,9385.0,664406.0,937920.0,22.6,7.2,91572.0,1627.0,4.0,90.8,5.2,0.4793,23.9,451200.0,21.5,56391.0,937920.0,664406.0,46601.0,2017
Berkeley County,South Carolina,77.6935185052267,45,15,14.0,1014.0,41.6,23.3,1847.0,137396.0,204632.0,18.1,12.8,56697.0,839.0,3.5,87.9,6.4,0.423,30.0,164900.0,24.3,49390.0,204632.0,137396.0,27010.0,2017
Berkeley County,West Virginia,75.662266062905,54,3,14.9,964.0,38.8,20.7,1058.0,97381.0,111610.0,19.6,13.0,59480.0,97.0,3.0,92.3,8.3,0.3928,38.0,168200.0,24.0,8372.0,111610.0,97381.0,27658.0,2017
Berks County,Pennsylvania,79.0582166592364,42,11,13.3,885.0,37.7,23.9,4400.0,344016.0,415500.0,22.4,13.6,59580.0,3676.0,5.4,92.4,7.3,0.4383,37.7,170900.0,22.7,21089.0,415500.0,344016.0,29041.0,2017
Berkshire County,Massachusetts,79.0372299533914,25,3,15.2,802.0,34.1,33.2,1957.0,116402.0,127751.0,29.2,11.3,55190.0,392.0,3.0,97.1,6.8,0.464,29.9,203300.0,17.7,3497.0,127751.0,116402.0,33245.0,2017
Bernalillo County,New Mexico,78.3344945469066,35,1,13.6,834.0,40.8,33.4,7704.0,499363.0,674855.0,20.9,18.0,50386.0,31773.0,4.9,89.2,6.7,0.471,23.2,189700.0,22.7,19736.0,674855.0,499363.0,28340.0,2017
Berrien County,Georgia,74.439001968007,13,19,20.2,602.0,36.9,11.7,66.0,16121.0,19014.0,22.4,23.7,38297.0,114.0,5.4,77.5,9.4,0.4391,41.3,86700.0,24.0,2245.0,19014.0,16121.0,18064.0,2017
Berrien County,Michigan,77.5006782008534,26,21,14.8,709.0,35.2,26.7,1688.0,121542.0,154948.0,25.2,17.2,47132.0,481.0,3.2,91.3,7.3,0.4766,29.5,140900.0,22.3,22829.0,154948.0,121542.0,27505.0,2017
Bertie County,North Carolina,75.5132107204518,37,15,21.5,644.0,35.0,12.3,201.0,7026.0,19913.0,27.8,22.0,31287.0,135.0,7.4,86.7,12.7,0.4753,37.1,78900.0,18.2,12349.0,19913.0,7026.0,18319.0,2017
Bethel Census Area,Alaska,72.3773195918739,2,50,10.2,1253.0,42.5,12.6,102.0,1968.0,17957.0,11.6,27.0,53853.0,14847.0,8.7,76.6,19.3,0.4338,44.7,152600.0,35.7,120.0,17957.0,1968.0,18654.0,2017
Bexar County,Texas,78.2814354090988,48,29,13.9,942.0,44.0,27.3,21686.0,1502279.0,1892004.0,16.2,16.4,53999.0,11996.0,7.6,84.1,6.1,0.4658,25.4,142300.0,26.1,142665.0,1892004.0,1502279.0,26158.0,2017
Bibb County,Alabama,73.6342805287431,1,7,15.9,710.0,40.3,13.2,191.0,17323.0,22580.0,21.1,15.2,43404.0,82.0,5.6,91.9,8.2,0.4518,43.9,105500.0,20.9,4979.0,22580.0,17323.0,20911.0,2017
Bibb County,Georgia,73.6270349335338,13,21,15.5,774.0,39.5,25.4,2040.0,63796.0,153923.0,20.8,26.7,38183.0,259.0,4.3,85.6,10.4,0.5239,32.2,117300.0,24.9,83461.0,153923.0,63796.0,23426.0,2017
Bienville Parish,Louisiana,73.1552575951714,22,13,21.1,490.0,34.1,12.4,76.0,7693.0,13806.0,26.8,25.3,34077.0,11.0,4.4,85.3,7.4,0.4991,42.4,76000.0,22.4,5725.0,13806.0,7693.0,22701.0,2017
Big Horn County,Montana,71.782504420157,30,3,9.8,661.0,37.1,17.6,132.0,4127.0,13290.0,16.9,26.8,47276.0,8799.0,3.1,60.7,15.9,0.4221,35.2,100000.0,33.6,14.0,13290.0,4127.0,17905.0,2017
Big Horn County,Wyoming,76.214768126384,56,3,14.9,651.0,33.0,19.2,46.0,11372.0,11920.0,27.4,13.0,51716.0,131.0,2.8,83.7,4.7,0.4003,28.9,151900.0,25.6,72.0,11920.0,11372.0,23724.0,2017
Big Stone County,Minnesota,78.6998764296323,27,11,15.7,498.0,28.5,16.8,8.0,5003.0,5039.0,33.6,11.7,48299.0,0.0,5.1,94.7,2.8,0.4453,41.7,97000.0,20.6,15.0,5039.0,5003.0,29035.0,2017
Bingham County,Idaho,77.6665768597815,16,11,13.8,652.0,37.5,19.3,339.0,37735.0,45369.0,19.1,13.1,51307.0,2790.0,6.4,87.2,5.2,0.3974,30.9,147400.0,31.7,142.0,45369.0,37735.0,20720.0,2017
Black Hawk County,Iowa,78.5930977209139,19,13,11.3,747.0,43.0,27.5,1449.0,112631.0,132960.0,21.3,15.9,50916.0,441.0,3.3,93.9,5.3,0.4547,31.5,139300.0,21.6,11811.0,132960.0,112631.0,27669.0,2017
Blackford County,Indiana,75.3967305759086,18,9,20.3,614.0,33.2,11.1,98.0,11901.0,12214.0,27.3,12.8,40622.0,25.0,3.3,89.4,6.8,0.4173,49.9,68500.0,21.8,29.0,12214.0,11901.0,22328.0,2017
Bladen County,North Carolina,74.6619742413309,37,17,21.6,630.0,34.4,14.5,204.0,19244.0,34130.0,27.9,24.5,32396.0,821.0,6.9,87.7,7.9,0.4897,33.0,89500.0,21.5,11901.0,34130.0,19244.0,20839.0,2017
Blaine County,Idaho,83.4393094989314,16,13,8.0,984.0,34.2,40.4,260.0,20204.0,21583.0,23.5,14.8,58835.0,8.0,6.1,83.8,3.7,0.4691,21.5,390300.0,23.1,64.0,21583.0,20204.0,32736.0,2017
Blaine County,Montana,75.0403529260628,30,5,21.6,480.0,36.3,20.7,47.0,3088.0,6646.0,20.1,32.7,35506.0,3352.0,3.2,77.6,16.8,0.4443,28.8,85800.0,30.0,16.0,6646.0,3088.0,17059.0,2017
Blaine County,Oklahoma,74.0641326068194,40,11,20.7,517.0,34.0,17.0,26.0,7643.0,9680.0,24.3,15.0,46362.0,676.0,5.9,88.2,3.6,0.4453,36.0,83800.0,22.3,384.0,9680.0,7643.0,22823.0,2017
Blair County,Pennsylvania,76.8147811093122,42,13,17.3,676.0,35.4,20.3,1303.0,119348.0,124736.0,26.6,15.2,45664.0,26.0,2.5,93.8,5.2,0.4439,46.2,117300.0,20.7,1862.0,124736.0,119348.0,25531.0,2017
Blanco County,Texas,78.7562809492767,48,31,18.1,790.0,29.2,28.5,47.0,10194.0,11089.0,34.3,10.8,58500.0,102.0,5.8,80.3,5.7,0.448,30.1,230800.0,18.6,76.0,11089.0,10194.0,31249.0,2017
Bland County,Virginia,75.2602019114634,51,21,18.3,639.0,36.9,14.2,4.0,6175.0,6524.0,28.1,8.3,46927.0,0.0,5.2,91.4,6.7,0.4111,40.4,109300.0,16.0,312.0,6524.0,6175.0,23505.0,2017
Bleckley County,Georgia,75.6767775470061,13,23,17.2,580.0,41.1,17.2,45.0,8944.0,12779.0,22.4,23.0,40688.0,10.0,4.7,88.3,7.7,0.5033,42.3,98800.0,21.2,3565.0,12779.0,8944.0,20667.0,2017
Bledsoe County,Tennessee,76.5559512280339,47,7,27.2,602.0,38.1,12.4,69.0,13093.0,14413.0,23.4,20.7,40450.0,170.0,15.5,84.3,8.4,0.4734,40.3,129600.0,16.5,582.0,14413.0,13093.0,21402.0,2017
Blount County,Alabama,74.8974607079908,1,9,14.7,649.0,36.2,13.1,318.0,55045.0,57667.0,23.6,15.6,47412.0,212.0,7.3,89.0,4.9,0.4302,32.3,122200.0,23.5,915.0,57667.0,55045.0,22021.0,2017
Blount County,Tennessee,76.839001929273,47,9,15.1,744.0,35.5,23.4,960.0,119729.0,127135.0,25.8,13.0,51172.0,432.0,4.1,90.4,5.9,0.4672,35.1,169500.0,20.9,3257.0,127135.0,119729.0,28334.0,2017
Blue Earth County,Minnesota,80.5241677068064,27,13,9.7,815.0,49.4,32.2,885.0,60187.0,65767.0,18.4,18.1,53752.0,199.0,1.5,95.7,4.5,0.4533,27.7,170800.0,19.7,2199.0,65767.0,60187.0,28283.0,2017
Boise County,Idaho,81.5021931629867,16,15,16.7,750.0,26.2,29.2,49.0,6588.0,6968.0,35.3,11.3,49964.0,96.0,1.1,89.5,6.0,0.4249,28.4,185100.0,18.1,14.0,6968.0,6588.0,29648.0,2017
Bolivar County,Mississippi,71.0762211519525,28,11,17.6,604.0,40.6,22.9,314.0,10875.0,33121.0,20.2,37.4,28468.0,91.0,8.8,82.5,12.6,0.5142,24.4,89100.0,25.0,21276.0,33121.0,10875.0,16984.0,2017
Bollinger County,Missouri,76.0949557517719,29,17,22.8,584.0,33.4,9.4,91.0,12068.0,12347.0,26.7,19.9,40791.0,81.0,7.2,89.6,5.1,0.4484,46.3,97100.0,22.2,53.0,12347.0,12068.0,20687.0,2017
