County,State,State_FIPS,County_FIPS,asian_population,per_capita_income,high_school_only_percentage,median_home_value,black_population,age_18_and_under_percentage,total_population_race,native_american_population,less_than_9th_grade_percentage,health_insurance_rate,unemployment_rate,gini_index,median_household_income,housing_cost_burden,white_population,total_population,age_60_and_over,poverty_rate,median_gross_rent,age_15_to_44_percentage,bachelors_and_above_percentage,disability_rate,Year
Richland County,Illinois,17,159,15311.0,26038.0,29.9,87700.0,141.0,22.7,15881.0,52.0,3.9,95.5,5.8,0.4361,48724.0,110.0,15311.0,15881.0,25.8,15.0,565.0,34.0,21.3,16.7,2018
Richland County,Montana,30,83,10618.0,31849.0,38.1,217400.0,0.0,24.2,11360.0,343.0,2.9,89.0,2.4,0.3919,67272.0,76.0,10618.0,11360.0,22.0,5.4,797.0,38.5,19.0,12.9,2018
Richland County,North Dakota,38,77,15179.0,30820.0,27.5,124300.0,119.0,21.3,16288.0,313.0,4.0,96.5,3.0,0.4119,61990.0,139.0,15179.0,16288.0,24.6,9.4,622.0,38.7,21.6,10.8,2018
Richland County,Ohio,39,139,105287.0,24545.0,39.8,105600.0,9555.0,21.7,121324.0,217.0,3.6,92.1,6.5,0.43,47346.0,1261.0,105287.0,121324.0,25.7,14.3,664.0,36.3,17.8,16.1,2018
Richland County,South Carolina,45,79,185683.0,29010.0,22.4,158200.0,190401.0,21.6,408263.0,686.0,2.7,90.8,6.8,0.4736,53922.0,5115.0,185683.0,408263.0,17.4,16.3,952.0,46.9,37.7,13.2,2018
Richland County,Wisconsin,55,103,16753.0,26379.0,40.9,136800.0,97.0,22.0,17539.0,55.0,3.8,92.0,2.7,0.3964,51335.0,101.0,16753.0,17539.0,29.6,13.8,628.0,31.8,18.9,12.8,2018
Richland Parish,Louisiana,22,83,12652.0,20128.0,40.6,87200.0,7286.0,24.0,20474.0,0.0,6.2,84.5,4.7,0.4893,34422.0,242.0,12652.0,20474.0,22.4,28.9,637.0,37.8,13.5,14.4,2018
Richmond City,Virginia,51,760,101498.0,31635.0,22.3,220700.0,106914.0,17.9,223787.0,937.0,5.5,86.6,7.6,0.5381,45117.0,4330.0,101498.0,223787.0,18.4,24.5,979.0,48.3,38.5,15.0,2018
Richmond County,Georgia,13,245,76073.0,22045.0,30.7,104700.0,113881.0,23.3,201463.0,515.0,4.3,86.4,10.3,0.4761,40644.0,2560.0,76073.0,201463.0,19.5,23.4,850.0,43.2,21.3,16.8,2018
Richmond County,New York,36,85,352259.0,34987.0,30.9,478600.0,48591.0,22.0,474101.0,1080.0,4.9,95.1,4.9,0.4566,79267.0,3829.0,352259.0,474101.0,22.1,12.8,1282.0,38.6,33.0,10.0,2018
Richmond County,North Carolina,37,153,28209.0,20745.0,34.9,80100.0,14351.0,23.1,45189.0,1049.0,7.3,87.4,9.6,0.4628,36091.0,437.0,28209.0,45189.0,24.1,24.1,642.0,37.0,13.9,18.3,2018
Richmond County,Virginia,51,159,5745.0,22105.0,38.8,181900.0,2452.0,16.9,8878.0,37.0,6.2,91.0,1.9,0.4453,49831.0,164.0,5745.0,8878.0,28.5,14.2,872.0,33.7,15.7,12.5,2018
Riley County,Kansas,20,161,61926.0,26883.0,18.5,194800.0,4751.0,16.7,75296.0,330.0,1.4,94.3,5.5,0.4754,49910.0,1481.0,61926.0,75296.0,11.9,21.6,938.0,62.6,46.0,10.3,2018
Ringgold County,Iowa,19,159,4818.0,29759.0,38.9,89100.0,3.0,23.9,4984.0,18.0,1.1,94.2,4.4,0.4713,52005.0,25.0,4818.0,4984.0,31.0,10.1,625.0,30.6,20.6,13.7,2018
Rio Arriba County,New Mexico,35,39,21382.0,,31.3,164800.0,237.0,23.7,39307.0,6418.0,4.8,89.4,,,,,21382.0,39307.0,25.6,,621.0,35.4,18.5,16.1,2018
Rio Blanco County,Colorado,8,103,6038.0,27057.0,33.7,203100.0,25.0,25.7,6465.0,39.0,2.4,91.9,5.2,0.417,55543.0,56.0,6038.0,6465.0,20.8,11.5,734.0,37.1,20.2,10.5,2018
Rio Grande County,Colorado,8,105,10344.0,22413.0,30.2,161300.0,98.0,23.4,11351.0,306.0,7.8,89.2,9.5,0.4688,38639.0,138.0,10344.0,11351.0,26.2,17.1,588.0,34.9,23.7,18.6,2018
Ripley County,Indiana,18,137,27593.0,27423.0,43.5,149800.0,144.0,23.8,28425.0,116.0,3.0,92.7,5.5,0.4111,56295.0,167.0,27593.0,28425.0,23.1,11.6,691.0,35.7,18.1,13.3,2018
Ripley County,Missouri,29,181,13184.0,17502.0,42.0,85000.0,52.0,22.9,13693.0,64.0,6.5,85.7,6.8,0.427,33343.0,108.0,13184.0,13693.0,27.0,26.9,543.0,33.5,10.9,31.3,2018
Ritchie County,West Virginia,54,85,9829.0,24442.0,48.4,85800.0,7.0,19.9,9932.0,0.0,5.9,90.2,7.9,0.4545,44472.0,79.0,9829.0,9932.0,28.3,17.0,569.0,31.5,10.5,19.3,2018
Riverside County,California,6,65,1450134.0,27142.0,26.9,330600.0,153545.0,25.8,2383286.0,19281.0,9.1,90.0,8.6,0.4547,63948.0,22330.0,1450134.0,2383286.0,19.0,14.7,1311.0,41.1,21.8,11.4,2018
Roane County,Tennessee,47,145,49726.0,27897.0,37.1,138100.0,1282.0,19.0,52897.0,138.0,3.8,91.4,7.3,0.4755,50003.0,492.0,49726.0,52897.0,30.5,15.0,680.0,32.4,19.5,20.3,2018
Roane County,West Virginia,54,87,13878.0,20574.0,43.0,93800.0,12.0,21.7,14205.0,27.0,7.7,94.6,9.7,0.47,34300.0,65.0,13878.0,14205.0,28.1,20.9,503.0,32.2,12.4,26.0,2018
Roanoke City,Virginia,51,770,62282.0,26119.0,32.7,133200.0,28607.0,21.9,99621.0,186.0,5.8,87.5,6.8,0.4774,43028.0,1445.0,62282.0,99621.0,22.5,20.5,799.0,39.1,23.8,14.7,2018
Roanoke County,Virginia,51,161,82547.0,34901.0,25.5,194800.0,5350.0,20.3,93583.0,91.0,3.1,94.7,3.7,0.4224,65467.0,573.0,82547.0,93583.0,27.6,7.4,949.0,35.0,34.8,11.5,2018
Roberts County,South Dakota,46,109,6020.0,26537.0,35.6,102300.0,63.0,27.2,10285.0,3821.0,4.1,80.6,6.1,0.4686,50495.0,45.0,6020.0,10285.0,25.6,18.8,574.0,33.1,17.2,11.1,2018
Robertson County,Kentucky,21,201,2123.0,23467.0,33.8,100100.0,16.0,18.5,2143.0,0.0,11.0,92.3,4.5,0.4812,38864.0,13.0,2123.0,2143.0,26.5,27.1,488.0,35.4,16.0,14.9,2018
Robertson County,Tennessee,47,147,61017.0,28425.0,38.9,176300.0,4883.0,24.6,69344.0,218.0,4.5,91.0,6.0,0.4163,61774.0,531.0,61017.0,69344.0,20.2,11.6,879.0,37.8,18.6,14.7,2018
Robertson County,Texas,48,395,12934.0,25465.0,36.7,104000.0,3276.0,24.1,16890.0,76.0,6.2,85.0,6.4,0.4437,54201.0,71.0,12934.0,16890.0,25.9,12.6,702.0,33.8,16.1,14.1,2018
Robeson County,North Carolina,37,155,38137.0,17881.0,34.0,74600.0,32092.0,25.4,133442.0,52630.0,8.3,85.0,8.1,0.4891,33679.0,1232.0,38137.0,133442.0,20.3,28.1,626.0,39.5,13.2,16.5,2018
Rock County,Minnesota,27,133,9054.0,30544.0,33.5,137100.0,107.0,25.0,9413.0,68.0,4.0,94.7,1.9,0.4288,59890.0,94.0,9054.0,9413.0,27.0,9.7,628.0,33.4,23.0,11.3,2018
Rock County,Nebraska,31,149,1324.0,34441.0,38.9,78300.0,10.0,16.7,1350.0,0.0,2.4,87.0,0.4,0.436,52604.0,5.0,1324.0,1350.0,37.0,7.4,555.0,29.8,20.9,13.2,2018
Rock County,Wisconsin,55,105,142557.0,28103.0,36.4,139800.0,7081.0,23.6,161769.0,398.0,2.9,93.8,5.6,0.415,55832.0,1514.0,142557.0,161769.0,22.2,13.6,803.0,37.4,21.8,14.0,2018
Rock Island County,Illinois,17,161,117544.0,28595.0,29.9,117000.0,14645.0,22.4,145275.0,474.0,3.8,94.1,6.5,0.4353,52630.0,1542.0,117544.0,145275.0,25.0,14.8,733.0,36.8,23.2,13.5,2018
Rockbridge County,Virginia,51,163,21069.0,31594.0,33.5,213000.0,735.0,17.9,22509.0,75.0,4.4,90.5,5.9,0.4802,54805.0,171.0,21069.0,22509.0,33.3,13.8,728.0,30.9,26.5,13.7,2018
Rockcastle County,Kentucky,21,203,16504.0,19913.0,43.6,80800.0,25.0,22.0,16827.0,186.0,13.1,95.4,8.3,0.4525,36468.0,70.0,16504.0,16827.0,24.0,21.0,580.0,35.2,10.6,24.6,2018
Rockdale County,Georgia,13,247,35556.0,26367.0,31.5,157100.0,47414.0,25.3,89011.0,112.0,4.3,86.4,7.6,0.4209,57049.0,793.0,35556.0,89011.0,20.0,15.2,999.0,38.2,26.5,9.9,2018
Rockingham County,New Hampshire,33,15,289348.0,45242.0,25.1,310200.0,2295.0,20.0,305129.0,175.0,1.5,95.2,3.7,0.4199,90429.0,2868.0,289348.0,305129.0,23.7,4.7,1191.0,35.0,40.7,10.6,2018
Rockingham County,North Carolina,37,157,69070.0,23604.0,34.5,111400.0,16858.0,20.6,91270.0,425.0,5.5,89.8,6.1,0.448,42490.0,941.0,69070.0,91270.0,27.0,18.0,658.0,33.9,15.0,15.7,2018
Rockingham County,Virginia,51,165,74456.0,30138.0,34.8,210000.0,2018.0,22.3,79444.0,257.0,7.1,88.6,3.7,0.43,59817.0,678.0,74456.0,79444.0,25.0,9.5,861.0,36.1,25.9,12.8,2018
Rockland County,New York,36,87,228967.0,38076.0,22.5,434000.0,39715.0,27.8,323686.0,544.0,5.6,93.9,5.5,0.4608,91108.0,2764.0,228967.0,323686.0,20.8,14.3,1463.0,36.5,40.6,9.3,2018
Rockwall County,Texas,48,397,80024.0,39295.0,19.6,244400.0,5685.0,27.5,93642.0,224.0,3.6,88.8,4.3,0.403,94767.0,482.0,80024.0,93642.0,16.9,5.7,1398.0,39.6,40.3,8.6,2018
Roger Mills County,Oklahoma,40,129,3287.0,26431.0,37.2,113400.0,17.0,25.7,3708.0,110.0,2.4,85.4,6.3,0.4868,47667.0,2.0,3287.0,3708.0,24.2,19.5,574.0,33.0,18.5,15.7,2018
Rogers County,Oklahoma,40,131,67941.0,30886.0,32.8,157300.0,983.0,24.1,90814.0,11304.0,2.3,89.1,4.8,0.4257,62949.0,395.0,67941.0,90814.0,22.1,9.5,851.0,37.8,24.3,14.7,2018
Rolette County,North Dakota,38,79,2720.0,19295.0,25.2,81400.0,91.0,33.9,14603.0,11390.0,4.2,74.9,7.9,0.5039,39884.0,97.0,2720.0,14603.0,15.5,29.3,407.0,36.8,20.0,15.7,2018
Rooks County,Kansas,20,163,4928.0,25072.0,31.3,78000.0,44.0,22.7,5118.0,13.0,1.9,91.2,4.0,0.3985,50511.0,19.0,4928.0,5118.0,27.5,8.0,545.0,32.4,24.0,15.6,2018
Roosevelt County,Montana,30,85,4105.0,18813.0,34.6,119400.0,35.0,33.0,11228.0,6411.0,3.7,75.0,12.0,0.4791,42904.0,65.0,4105.0,11228.0,16.4,28.3,418.0,38.8,17.1,12.0,2018
Roosevelt County,New Mexico,35,41,14215.0,19849.0,29.7,113800.0,522.0,24.7,19117.0,104.0,8.5,86.4,9.1,0.4514,40775.0,110.0,14215.0,19117.0,18.2,25.6,759.0,45.2,25.1,17.2,2018
Roscommon County,Michigan,26,143,23074.0,23862.0,40.7,102700.0,36.0,15.3,23877.0,219.0,1.9,92.4,11.3,0.4339,40302.0,214.0,23074.0,23877.0,42.7,18.2,674.0,24.3,14.9,26.3,2018
Roseau County,Minnesota,27,135,14347.0,28049.0,34.9,125700.0,134.0,24.4,15462.0,257.0,3.0,96.3,2.6,0.3869,59644.0,62.0,14347.0,15462.0,23.4,9.8,709.0,34.3,19.3,10.9,2018
Rosebud County,Montana,30,87,5435.0,23471.0,32.1,116800.0,10.0,29.4,9250.0,3464.0,3.7,80.3,7.9,0.4289,56549.0,84.0,5435.0,9250.0,21.4,18.7,568.0,35.3,18.0,18.4,2018
Ross County,Ohio,39,141,69564.0,23756.0,42.3,120900.0,4120.0,21.6,77051.0,15.0,3.5,93.5,7.6,0.4466,48403.0,685.0,69564.0,77051.0,22.3,17.9,727.0,37.9,16.6,20.6,2018
Routt County,Colorado,8,107,23601.0,40727.0,19.7,510600.0,193.0,18.6,24874.0,150.0,1.7,91.9,3.0,0.453,74273.0,202.0,23601.0,24874.0,21.3,10.7,1215.0,41.8,50.4,5.1,2018
Rowan County,Kentucky,21,205,23513.0,19692.0,29.5,125800.0,432.0,19.2,24499.0,45.0,7.1,94.5,4.8,0.4793,37639.0,288.0,23513.0,24499.0,18.7,26.0,661.0,48.3,26.6,18.2,2018
Rowan County,North Carolina,37,159,107988.0,25117.0,32.8,130700.0,22399.0,22.5,139605.0,372.0,5.4,87.8,7.7,0.451,48667.0,804.0,107988.0,139605.0,22.9,16.5,758.0,36.9,18.7,15.6,2018
Runnels County,Texas,48,399,9506.0,23042.0,34.9,77600.0,317.0,24.1,10310.0,21.0,11.1,84.4,2.7,0.4469,41732.0,150.0,9506.0,10310.0,27.8,14.2,616.0,34.5,18.3,14.3,2018
Rush County,Indiana,18,139,16223.0,24900.0,46.0,104300.0,264.0,22.7,16704.0,0.0,4.3,87.9,5.0,0.4305,50535.0,157.0,16223.0,16704.0,24.0,17.1,708.0,35.4,13.0,14.1,2018
Rush County,Kansas,20,165,2977.0,25590.0,26.8,72300.0,5.0,21.3,3102.0,9.0,2.6,92.4,3.4,0.4307,40598.0,33.0,2977.0,3102.0,31.5,9.8,598.0,29.3,23.1,16.6,2018
Rusk County,Texas,48,401,42148.0,24842.0,31.5,118500.0,9196.0,22.9,53595.0,96.0,7.4,80.7,6.2,0.4458,52329.0,278.0,42148.0,53595.0,21.9,12.8,752.0,39.1,14.5,16.2,2018
Rusk County,Wisconsin,55,107,13637.0,24731.0,41.0,110400.0,140.0,20.5,14183.0,55.0,4.6,90.9,3.8,0.4146,44302.0,77.0,13637.0,14183.0,32.1,14.1,680.0,29.1,15.8,17.8,2018
Russell County,Alabama,1,113,29256.0,22055.0,32.3,118600.0,24957.0,24.7,58213.0,165.0,5.3,86.6,7.8,0.454,40978.0,780.0,29256.0,58213.0,19.1,20.1,800.0,40.4,16.5,18.8,2018
Russell County,Kansas,20,167,6635.0,26300.0,27.3,89300.0,107.0,21.4,6977.0,7.0,5.4,91.9,6.3,0.3837,52806.0,18.0,6635.0,6977.0,32.3,6.4,603.0,30.2,25.9,18.2,2018
Russell County,Kentucky,21,207,16798.0,19149.0,36.3,85700.0,136.0,22.7,17760.0,24.0,12.4,91.1,8.4,0.4376,36159.0,220.0,16798.0,17760.0,26.4,24.6,541.0,33.6,12.9,18.2,2018
Russell County,Virginia,51,167,26676.0,21754.0,36.1,96900.0,358.0,19.2,27408.0,18.0,11.5,89.9,6.8,0.4588,39482.0,116.0,26676.0,27408.0,28.5,19.5,563.0,34.0,13.5,24.6,2018
Rutherford County,North Carolina,37,161,57410.0,22493.0,31.9,114800.0,6455.0,21.0,66532.0,338.0,5.2,88.8,8.4,0.4601,40347.0,522.0,57410.0,66532.0,28.1,18.0,639.0,33.8,17.3,20.1,2018
Rutherford County,Tennessee,47,149,237854.0,28883.0,28.3,190200.0,44030.0,24.9,307128.0,724.0,2.9,91.1,4.8,0.4084,63846.0,3667.0,237854.0,307128.0,14.6,11.8,996.0,45.7,32.0,10.7,2018
Rutland County,Vermont,50,21,57234.0,30109.0,35.1,176600.0,522.0,17.9,59273.0,283.0,2.5,95.1,3.8,0.432,54973.0,566.0,57234.0,59273.0,28.7,10.7,831.0,33.9,30.3,16.1,2018
Sabine County,Texas,48,403,9376.0,23450.0,39.0,101200.0,653.0,18.8,10458.0,13.0,3.8,85.4,7.2,0.4967,33257.0,54.0,9376.0,10458.0,37.4,21.4,600.0,26.2,16.0,26.0,2018
Sabine Parish,Louisiana,22,85,16735.0,22637.0,46.4,92300.0,3931.0,24.0,24088.0,1764.0,4.2,87.0,10.3,0.4888,39465.0,168.0,16735.0,24088.0,26.6,19.5,572.0,34.2,13.1,15.6,2018
Sac County,Iowa,19,161,9613.0,30750.0,37.2,90500.0,64.0,22.1,9868.0,0.0,2.4,95.0,3.0,0.4152,54958.0,59.0,9613.0,9868.0,30.8,10.6,597.0,30.0,20.6,10.7,2018
Sacramento County,California,6,67,875793.0,31311.0,22.3,330100.0,149064.0,24.0,1510023.0,10340.0,6.5,93.7,7.4,0.4583,63902.0,20630.0,875793.0,1510023.0,19.2,15.8,1184.0,41.5,30.4,12.1,2018
Sagadahoc County,Maine,23,23,33730.0,34432.0,30.1,200500.0,265.0,19.1,35277.0,120.0,1.5,93.0,2.6,0.4254,62131.0,243.0,33730.0,35277.0,28.2,9.8,887.0,31.9,35.5,11.9,2018
Saginaw County,Michigan,26,145,144402.0,26625.0,33.6,97700.0,35973.0,21.6,192778.0,577.0,3.0,94.7,7.5,0.4644,46919.0,1836.0,144402.0,192778.0,25.0,17.7,760.0,36.9,21.1,16.6,2018
Saguache County,Colorado,8,109,5944.0,22901.0,29.8,149500.0,0.0,21.8,6468.0,170.0,11.5,83.5,6.9,0.5097,34410.0,69.0,5944.0,6468.0,30.8,17.7,635.0,27.8,22.9,17.4,2018
Saint Bernard Parish,Louisiana,22,87,31838.0,21217.0,37.3,142400.0,10445.0,27.0,45694.0,172.0,5.8,88.6,10.3,0.4376,46011.0,304.0,31838.0,45694.0,15.8,19.7,917.0,42.3,12.3,14.7,2018
Saint Charles County,Missouri,29,183,350757.0,37229.0,25.1,208900.0,17172.0,23.8,389985.0,657.0,1.4,95.1,3.3,0.3975,81411.0,2360.0,350757.0,389985.0,20.1,5.6,1024.0,39.1,37.8,10.0,2018
Saint Charles Parish,Louisiana,22,89,36775.0,31567.0,34.8,189300.0,13967.0,24.9,52724.0,201.0,3.4,91.9,5.7,0.4316,66620.0,198.0,36775.0,52724.0,18.7,11.6,912.0,38.9,24.2,11.8,2018
Saint Clair County,Alabama,1,115,76224.0,24861.0,36.0,148200.0,8252.0,22.9,87306.0,315.0,4.7,91.2,5.3,0.4068,54887.0,555.0,76224.0,87306.0,22.0,13.2,748.0,37.5,16.5,16.5,2018
Saint Clair County,Illinois,17,163,168903.0,29541.0,28.6,124700.0,79351.0,23.7,263463.0,444.0,2.5,93.4,7.1,0.4706,53681.0,3038.0,168903.0,263463.0,21.5,16.4,844.0,38.5,27.3,13.0,2018
Saint Clair County,Michigan,26,147,149216.0,29356.0,34.4,146500.0,3393.0,21.4,159566.0,275.0,2.2,94.4,6.7,0.4327,55240.0,1428.0,149216.0,159566.0,25.1,13.3,814.0,34.5,18.3,16.9,2018
Saint Clair County,Missouri,29,185,8978.0,22672.0,42.5,83600.0,70.0,19.5,9383.0,69.0,3.9,87.7,4.1,0.4333,38470.0,56.0,8978.0,9383.0,34.7,17.6,588.0,28.2,13.4,22.7,2018
Saint Croix County,Wisconsin,55,109,84262.0,37419.0,25.9,233600.0,672.0,25.5,87917.0,178.0,1.0,95.7,2.4,0.3935,81124.0,768.0,84262.0,87917.0,19.1,4.5,947.0,37.4,33.7,8.6,2018
Saint Francis County,Arkansas,5,123,10743.0,17491.0,38.8,63300.0,14624.0,22.0,26294.0,151.0,6.8,89.7,8.0,0.4729,35356.0,368.0,10743.0,26294.0,21.1,26.6,612.0,41.0,10.6,18.9,2018
Saint Francois County,Missouri,29,187,61654.0,22575.0,37.7,120700.0,2955.0,21.2,66342.0,204.0,4.1,89.4,5.7,0.4278,45774.0,608.0,61654.0,66342.0,22.2,16.3,648.0,40.0,14.0,21.2,2018
Saint Helena Parish,Louisiana,22,91,4583.0,23224.0,40.0,86900.0,5626.0,21.8,10411.0,108.0,5.9,88.0,13.6,0.5066,39895.0,24.0,4583.0,10411.0,26.3,20.9,673.0,37.6,13.9,21.9,2018
Saint James Parish,Louisiana,22,93,10345.0,25830.0,42.9,152500.0,10622.0,22.9,21357.0,22.0,4.7,89.1,6.5,0.4477,50661.0,136.0,10345.0,21357.0,24.0,16.7,699.0,36.9,14.3,14.8,2018
Saint John the Baptist Parish,Louisiana,22,95,17206.0,25942.0,38.0,152600.0,24192.0,24.9,43446.0,0.0,3.9,88.6,7.2,0.4534,54821.0,233.0,17206.0,43446.0,19.6,19.0,909.0,38.9,16.3,13.7,2018
Saint Johns County,Florida,12,109,208720.0,41393.0,21.4,287700.0,12731.0,21.9,235503.0,852.0,1.7,91.6,4.9,0.4655,77323.0,1466.0,208720.0,235503.0,25.9,8.4,1261.0,34.2,43.7,11.3,2018
Saint Joseph County,Indiana,18,141,211730.0,27338.0,30.7,123900.0,34965.0,23.8,269240.0,1255.0,3.6,90.9,5.3,0.4691,50938.0,2391.0,211730.0,269240.0,21.7,15.7,767.0,40.1,29.2,13.6,2018
Saint Joseph County,Michigan,26,149,55466.0,25136.0,38.2,115100.0,1338.0,24.8,60897.0,213.0,5.0,91.9,5.2,0.4224,50117.0,503.0,55466.0,60897.0,23.6,15.6,703.0,35.8,15.7,15.4,2018
Saint Landry Parish,Louisiana,22,97,46910.0,19647.0,40.9,104200.0,34320.0,27.2,83449.0,138.0,9.8,88.4,6.2,0.5146,33288.0,592.0,46910.0,83449.0,21.7,28.7,620.0,36.7,14.2,12.5,2018
Saint Lawrence County,New York,36,89,101766.0,24473.0,36.9,91600.0,2642.0,20.5,109558.0,828.0,3.7,94.1,7.4,0.4407,49305.0,729.0,101766.0,109558.0,22.9,17.7,730.0,40.0,23.6,16.1,2018
Saint Louis City,Missouri,29,510,143956.0,28478.0,23.6,131900.0,146057.0,19.7,311273.0,732.0,3.5,88.3,8.3,0.5081,41107.0,5799.0,143956.0,311273.0,19.1,24.2,810.0,45.4,35.0,15.4,2018
Saint Louis County,Minnesota,27,137,184602.0,30321.0,28.0,152000.0,2984.0,19.2,200080.0,3705.0,1.4,96.0,4.9,0.4465,53344.0,2559.0,184602.0,200080.0,25.7,15.0,764.0,38.5,28.7,14.4,2018
Saint Louis County,Missouri,29,189,682964.0,39784.0,21.2,190100.0,240312.0,22.2,998684.0,1821.0,2.0,93.3,5.2,0.4904,65300.0,10415.0,682964.0,998684.0,24.1,9.7,957.0,37.2,43.2,12.0,2018
Saint Lucie County,Florida,12,111,223755.0,25736.0,33.7,165700.0,61325.0,20.3,305591.0,1063.0,5.6,86.0,6.5,0.4475,49373.0,3504.0,223755.0,305591.0,29.7,15.0,1136.0,33.6,20.3,15.7,2018
Saint Martin Parish,Louisiana,22,99,35555.0,24732.0,42.0,121500.0,15737.0,24.5,53752.0,287.0,8.0,88.6,6.8,0.4643,47974.0,328.0,35555.0,53752.0,20.0,17.6,668.0,38.9,14.4,14.9,2018
Saint Mary Parish,Louisiana,22,101,31169.0,22364.0,50.0,106200.0,16158.0,24.3,51734.0,646.0,6.8,89.8,9.0,0.4598,40485.0,377.0,31169.0,51734.0,22.1,19.0,775.0,37.5,10.6,17.1,2018
Saint Mary's County,Maryland,24,37,87631.0,39254.0,30.0,295000.0,16081.0,24.6,111531.0,146.0,3.4,94.2,3.6,0.4007,90438.0,853.0,87631.0,111531.0,17.9,8.3,1362.0,40.1,31.5,12.5,2018
Saint Tammany Parish,Louisiana,22,103,209123.0,34201.0,26.3,212700.0,29803.0,24.3,252093.0,1434.0,2.9,91.3,5.8,0.4642,67706.0,1859.0,209123.0,252093.0,22.7,11.0,1040.0,36.3,33.5,13.9,2018
Sainte Genevieve County,Missouri,29,186,17277.0,28578.0,40.0,158300.0,316.0,21.7,17871.0,0.0,3.6,94.3,4.3,0.3986,56234.0,142.0,17277.0,17871.0,27.3,14.6,728.0,33.6,17.7,15.8,2018
Salem City,Virginia,51,775,22268.0,31274.0,28.7,176800.0,1792.0,19.3,25519.0,34.0,3.6,93.1,5.2,0.4401,57185.0,275.0,22268.0,25519.0,25.0,9.1,915.0,38.9,29.1,11.5,2018
Salem County,New Jersey,34,33,51120.0,32526.0,37.7,185300.0,8353.0,21.8,63336.0,182.0,4.6,93.6,7.3,0.4469,64309.0,710.0,51120.0,63336.0,25.1,13.0,1016.0,35.7,20.9,15.1,2018
Saline County,Arkansas,5,125,105202.0,29358.0,31.5,151700.0,8293.0,23.6,118009.0,406.0,2.8,93.9,3.9,0.3983,62152.0,772.0,105202.0,118009.0,23.1,8.5,831.0,38.3,26.1,16.9,2018
Saline County,Illinois,17,165,22485.0,23690.0,28.5,73100.0,683.0,21.7,24231.0,40.0,4.3,94.9,9.8,0.4732,41167.0,238.0,22485.0,24231.0,27.0,22.2,629.0,35.1,17.8,22.5,2018
Saline County,Kansas,20,169,48040.0,27737.0,31.0,128500.0,1543.0,23.6,54977.0,261.0,3.2,90.7,3.8,0.4377,50515.0,589.0,48040.0,54977.0,23.1,12.2,751.0,37.4,26.2,14.6,2018
Saline County,Missouri,29,195,19781.0,22802.0,39.4,102000.0,1090.0,22.9,23102.0,87.0,7.2,91.3,3.9,0.4354,43201.0,337.0,19781.0,23102.0,23.7,16.3,626.0,38.6,18.0,17.4,2018
Saline County,Nebraska,31,151,12617.0,22943.0,35.2,98000.0,150.0,25.5,14288.0,38.0,11.2,88.9,3.1,0.3916,51143.0,56.0,12617.0,14288.0,20.4,13.5,703.0,41.3,14.3,11.4,2018
Salt Lake County,Utah,49,35,887562.0,31648.0,22.8,281800.0,20539.0,27.8,1120805.0,8616.0,3.5,88.7,3.8,0.436,71230.0,10399.0,887562.0,1120805.0,15.2,9.8,1068.0,45.0,34.5,9.4,2018
Saluda County,South Carolina,45,81,13213.0,22174.0,36.2,107700.0,5106.0,22.0,20299.0,56.0,9.6,86.5,6.0,0.4352,44486.0,189.0,13213.0,20299.0,25.2,16.2,684.0,34.9,16.1,14.4,2018
Sampson County,North Carolina,37,163,40962.0,21950.0,33.3,88800.0,16030.0,24.6,63561.0,1208.0,9.9,84.5,8.5,0.4817,39068.0,561.0,40962.0,63561.0,23.3,24.1,651.0,36.3,12.8,18.7,2018
San Augustine County,Texas,48,405,6119.0,23261.0,39.0,86700.0,1760.0,20.0,8327.0,165.0,7.5,84.6,9.4,0.526,35509.0,31.0,6119.0,8327.0,32.7,24.0,544.0,28.7,13.3,26.2,2018
San Benito County,California,6,69,48851.0,31475.0,24.8,496200.0,440.0,26.3,59416.0,422.0,13.9,92.6,7.4,0.3989,81977.0,608.0,48851.0,59416.0,17.7,9.2,1477.0,40.6,19.7,9.4,2018
San Bernardino County,California,6,71,1305047.0,23956.0,26.5,305400.0,178404.0,26.8,2135413.0,17894.0,9.1,90.6,8.8,0.441,60164.0,23093.0,1305047.0,2135413.0,16.0,17.3,1230.0,43.2,20.3,10.9,2018
San Diego County,California,6,73,2335447.0,36156.0,18.4,526300.0,166412.0,22.0,3302833.0,20980.0,6.7,91.3,6.4,0.463,74855.0,51094.0,2335447.0,3302833.0,18.9,12.5,1569.0,43.9,38.1,9.8,2018
San Francisco County,California,6,75,406538.0,64157.0,12.3,1009500.0,45402.0,13.4,870044.0,2746.0,7.1,95.6,4.7,0.5128,104552.0,16374.0,406538.0,870044.0,20.9,10.9,1805.0,48.3,57.1,10.3,2018
San Jacinto County,Texas,48,407,23978.0,21808.0,49.5,109000.0,2917.0,22.0,27819.0,134.0,6.4,80.4,7.1,0.431,44658.0,174.0,23978.0,27819.0,29.6,14.9,730.0,32.0,10.9,21.8,2018
San Joaquin County,California,6,77,411958.0,26145.0,28.2,313800.0,52023.0,27.5,732212.0,4725.0,11.2,92.5,8.7,0.4546,61145.0,9787.0,411958.0,732212.0,17.5,15.9,1159.0,41.3,18.4,12.4,2018
