County,State,State_FIPS,County_FIPS,asian_population,per_capita_income,high_school_only_percentage,median_home_value,black_population,age_18_and_under_percentage,total_population_race,native_american_population,less_than_9th_grade_percentage,health_insurance_rate,unemployment_rate,gini_index,median_household_income,housing_cost_burden,white_population,total_population,age_60_and_over,poverty_rate,median_gross_rent,age_15_to_44_percentage,bachelors_and_above_percentage,disability_rate,Year
Baldwin County,Georgia,13,9,24371.0,20305.0,36.4,112500.0,19060.0,19.2,45286.0,140.0,4.3,88.4,9.4,0.4897,39426.0,414.0,24371.0,45286.0,20.8,26.2,705.0,44.6,20.9,15.8,2018
Ballard County,Kentucky,21,7,7549.0,25571.0,37.7,99800.0,336.0,22.0,8090.0,41.0,4.4,90.5,5.5,0.4617,44350.0,32.0,7549.0,8090.0,26.9,17.0,609.0,33.8,13.3,16.7,2018
Baltimore City,Maryland,24,510,187152.0,29700.0,29.9,156400.0,383918.0,20.9,614700.0,1585.0,4.6,92.8,9.1,0.513,48840.0,10458.0,187152.0,614700.0,19.2,21.8,1051.0,44.2,31.2,15.1,2018
Baltimore County,Maryland,24,5,508001.0,38580.0,26.2,255400.0,234809.0,21.6,827625.0,2262.0,3.3,94.4,5.2,0.45,74127.0,8910.0,508001.0,827625.0,23.0,9.2,1263.0,38.7,38.6,11.7,2018
Bamberg County,South Carolina,45,9,5285.0,18873.0,33.2,71400.0,8923.0,20.3,14600.0,78.0,3.6,87.4,5.8,0.4598,32229.0,73.0,5285.0,14600.0,27.3,25.9,800.0,37.0,18.7,20.8,2018
Bandera County,Texas,48,19,19849.0,28539.0,31.8,167600.0,172.0,17.3,21763.0,296.0,3.4,82.3,6.2,0.4245,53683.0,72.0,19849.0,21763.0,36.2,15.0,872.0,28.0,23.8,19.6,2018
Banks County,Georgia,13,11,17211.0,20810.0,40.6,142800.0,502.0,23.0,18510.0,67.0,7.3,84.2,5.3,0.4035,45373.0,40.0,17211.0,18510.0,22.5,13.4,727.0,36.8,12.8,16.3,2018
Bannock County,Idaho,16,5,76402.0,24555.0,26.5,152500.0,568.0,26.6,85065.0,2552.0,2.2,91.1,6.2,0.4473,49739.0,596.0,76402.0,85065.0,19.1,17.0,682.0,42.5,27.2,16.2,2018
Baraga County,Michigan,26,13,6246.0,20698.0,43.4,102700.0,861.0,18.2,8507.0,775.0,2.3,94.8,6.4,0.4528,42444.0,26.0,6246.0,8507.0,28.0,16.4,550.0,35.4,14.5,17.3,2018
Barber County,Kansas,20,7,4518.0,28984.0,34.9,66400.0,28.0,23.7,4733.0,49.0,1.6,87.8,1.7,0.4706,50613.0,38.0,4518.0,4733.0,28.3,15.6,524.0,30.5,18.3,15.8,2018
Barbour County,Alabama,1,5,12216.0,18461.0,35.7,92900.0,12266.0,21.1,25782.0,72.0,8.2,88.8,9.5,0.4731,34186.0,221.0,12216.0,25782.0,24.4,28.9,590.0,38.3,12.2,22.2,2018
Barbour County,West Virginia,54,1,16057.0,22237.0,46.1,104800.0,207.0,20.1,16730.0,59.0,3.5,94.6,8.0,0.4777,39580.0,130.0,16057.0,16730.0,26.5,23.0,558.0,37.4,16.6,17.6,2018
Barnes County,North Dakota,38,3,10237.0,33868.0,28.2,118800.0,261.0,19.2,10836.0,139.0,3.1,94.1,2.6,0.448,57064.0,132.0,10237.0,10836.0,29.0,10.5,677.0,34.3,27.2,14.4,2018
Barnstable County,Massachusetts,25,1,196442.0,42578.0,24.3,384100.0,6341.0,15.5,213690.0,1137.0,1.4,96.8,4.7,0.4589,70621.0,1878.0,196442.0,213690.0,38.4,7.0,1268.0,27.8,42.8,13.2,2018
Barnwell County,South Carolina,45,11,10963.0,19620.0,35.7,79900.0,9869.0,24.4,21577.0,69.0,7.5,86.7,8.0,0.4685,36566.0,149.0,10963.0,21577.0,23.4,26.2,610.0,35.3,11.5,23.7,2018
Barren County,Kentucky,21,9,40451.0,20832.0,41.6,116500.0,1643.0,23.9,43680.0,50.0,8.5,92.1,7.2,0.4345,40216.0,359.0,40451.0,43680.0,23.3,23.9,670.0,36.0,16.0,20.6,2018
Barron County,Wisconsin,55,5,43086.0,28326.0,37.1,150200.0,627.0,21.7,45252.0,338.0,3.7,92.9,3.2,0.4359,50903.0,390.0,43086.0,45252.0,28.4,12.0,669.0,32.8,19.9,14.3,2018
Barrow County,Georgia,13,13,61173.0,23638.0,34.4,146500.0,8841.0,26.6,76887.0,134.0,6.0,85.1,5.1,0.3943,57348.0,504.0,61173.0,76887.0,16.9,12.1,954.0,41.4,17.6,13.0,2018
Barry County,Michigan,26,15,57803.0,28783.0,37.8,154100.0,295.0,22.5,60057.0,163.0,1.9,95.4,5.2,0.3916,61016.0,256.0,57803.0,60057.0,25.5,8.7,838.0,34.3,20.1,12.3,2018
Barry County,Missouri,29,9,33210.0,21960.0,40.9,116400.0,57.0,22.7,35493.0,286.0,5.9,84.5,4.7,0.4506,41463.0,366.0,33210.0,35493.0,27.6,21.0,654.0,33.2,14.5,18.1,2018
Bartholomew County,Indiana,18,5,69835.0,30515.0,32.6,143800.0,1625.0,24.0,81893.0,173.0,2.8,90.9,4.8,0.4319,59045.0,648.0,69835.0,81893.0,21.2,13.0,898.0,39.1,32.3,12.1,2018
Barton County,Kansas,20,9,25104.0,27133.0,32.4,92300.0,453.0,24.0,26791.0,293.0,4.0,88.5,3.9,0.4445,50198.0,270.0,25104.0,26791.0,25.1,16.7,658.0,36.1,18.4,15.2,2018
Barton County,Missouri,29,11,11161.0,25938.0,42.8,96100.0,35.0,24.2,11850.0,222.0,5.1,90.3,5.8,0.4774,41625.0,122.0,11161.0,11850.0,25.7,21.6,569.0,33.7,18.1,17.8,2018
Bartow County,Georgia,13,15,87027.0,25712.0,33.0,151700.0,11113.0,24.7,103620.0,258.0,5.1,85.2,5.6,0.4303,55452.0,975.0,87027.0,103620.0,18.7,13.2,894.0,39.1,19.5,14.2,2018
Bastrop County,Texas,48,21,58681.0,26540.0,29.4,160100.0,6498.0,25.5,82577.0,408.0,9.8,83.7,6.7,0.4189,62941.0,376.0,58681.0,82577.0,21.3,10.0,960.0,36.9,20.4,13.7,2018
Bates County,Missouri,29,13,15637.0,27035.0,46.2,114500.0,238.0,23.9,16374.0,100.0,3.5,90.4,4.4,0.4537,46186.0,115.0,15637.0,16374.0,26.1,12.3,673.0,33.8,14.9,16.6,2018
Bath County,Kentucky,21,11,11773.0,21175.0,42.1,88200.0,141.0,25.4,12268.0,14.0,10.7,92.5,7.1,0.4579,40837.0,174.0,11773.0,12268.0,22.3,21.0,624.0,35.5,12.4,24.1,2018
Bath County,Virginia,51,17,4137.0,29127.0,41.3,151500.0,78.0,16.2,4393.0,0.0,4.6,84.7,8.8,0.4506,46137.0,0.0,4137.0,4393.0,28.0,11.3,485.0,35.1,14.9,16.7,2018
Baxter County,Arkansas,5,5,39814.0,26004.0,35.0,128800.0,74.0,17.5,41219.0,130.0,2.8,94.4,4.3,0.4539,41481.0,376.0,39814.0,41219.0,39.2,14.0,678.0,27.7,18.3,21.2,2018
Bay County,Florida,12,5,148220.0,28017.0,31.4,172600.0,20018.0,21.6,182482.0,1129.0,2.8,85.8,6.0,0.4509,51829.0,2622.0,148220.0,182482.0,22.8,14.7,1009.0,38.3,22.8,19.5,2018
Bay County,Michigan,26,17,99253.0,26644.0,34.7,100500.0,1779.0,20.7,104786.0,410.0,2.8,94.5,6.9,0.4387,48005.0,729.0,99253.0,104786.0,26.8,16.0,655.0,35.3,18.9,15.8,2018
Bayfield County,Wisconsin,55,7,12908.0,29886.0,28.8,166300.0,125.0,17.5,14992.0,1489.0,1.0,93.7,4.7,0.4168,52910.0,111.0,12908.0,14992.0,36.8,11.5,664.0,26.6,30.5,16.3,2018
Baylor County,Texas,48,23,3335.0,25264.0,32.5,70500.0,119.0,22.3,3591.0,0.0,3.9,86.9,2.4,0.4555,40750.0,10.0,3335.0,3591.0,30.3,10.9,444.0,28.9,19.7,20.5,2018
Beadle County,South Dakota,46,5,15275.0,26316.0,35.3,101000.0,144.0,26.5,18374.0,258.0,9.2,93.4,1.7,0.3899,51700.0,92.0,15275.0,18374.0,25.1,18.1,587.0,35.0,20.1,11.2,2018
Bear Lake County,Idaho,16,7,5644.0,24654.0,38.8,147600.0,21.0,26.8,5962.0,26.0,1.2,93.7,3.1,0.3919,54265.0,25.0,5644.0,5962.0,26.8,16.9,590.0,33.9,20.3,13.6,2018
Beaufort County,North Carolina,37,13,33751.0,26233.0,33.6,128300.0,12051.0,20.7,47243.0,110.0,3.9,89.6,8.9,0.4875,43688.0,269.0,33751.0,47243.0,30.8,19.2,713.0,32.2,19.4,18.8,2018
Beaufort County,South Carolina,45,13,137473.0,36306.0,22.9,288900.0,33074.0,19.3,182658.0,477.0,2.2,88.6,5.9,0.4759,63110.0,1968.0,137473.0,182658.0,32.5,11.1,1157.0,34.0,40.3,13.4,2018
Beauregard Parish,Louisiana,22,11,30483.0,26075.0,38.1,116600.0,4580.0,24.7,36769.0,321.0,6.5,87.9,7.9,0.4683,50738.0,251.0,30483.0,36769.0,21.2,17.2,724.0,39.0,17.5,20.2,2018
Beaver County,Oklahoma,40,7,4348.0,24610.0,36.0,101800.0,14.0,25.1,5415.0,100.0,7.4,87.7,4.5,0.4219,51996.0,14.0,4348.0,5415.0,25.5,12.6,679.0,35.0,19.7,10.4,2018
Beaver County,Pennsylvania,42,7,150877.0,30016.0,38.2,133600.0,9844.0,19.5,166896.0,180.0,1.8,95.6,5.1,0.4248,55828.0,1812.0,150877.0,166896.0,27.8,10.9,682.0,33.8,23.7,15.6,2018
Beaver County,Utah,49,1,6181.0,22558.0,35.1,161700.0,0.0,32.1,6443.0,62.0,1.8,87.9,4.2,0.3751,54212.0,14.0,6181.0,6443.0,19.4,8.2,685.0,38.3,20.4,12.7,2018
Beaverhead County,Montana,30,1,8922.0,28941.0,29.2,194900.0,6.0,18.4,9393.0,234.0,1.0,91.0,3.8,0.4963,44809.0,89.0,8922.0,9393.0,29.0,15.9,622.0,37.6,35.5,15.4,2018
Becker County,Minnesota,27,5,29630.0,29710.0,32.0,187600.0,186.0,24.5,33773.0,2510.0,2.6,92.8,3.6,0.4331,59278.0,133.0,29630.0,33773.0,27.7,12.3,702.0,32.9,24.5,13.4,2018
Beckham County,Oklahoma,40,9,18953.0,24049.0,38.4,120100.0,863.0,25.4,22621.0,430.0,2.8,85.4,4.2,0.4498,48725.0,146.0,18953.0,22621.0,19.7,14.2,725.0,40.3,17.3,15.2,2018
Bedford City,Virginia,51,515,,,,,,,,,,,,,,,,,,,,,,,2018
Bedford County,Pennsylvania,42,9,47439.0,25163.0,51.2,128200.0,262.0,20.0,48611.0,54.0,3.5,92.8,4.9,0.4192,49146.0,222.0,47439.0,48611.0,29.7,12.7,680.0,32.1,14.2,17.4,2018
Bedford County,Tennessee,47,3,40019.0,23988.0,40.6,140500.0,3495.0,25.8,47558.0,27.0,7.7,88.7,5.1,0.4534,48945.0,401.0,40019.0,47558.0,20.9,15.8,758.0,38.2,16.3,16.0,2018
Bedford County,Virginia,51,19,69767.0,31796.0,31.3,200500.0,5300.0,20.2,77908.0,39.0,3.2,91.9,4.0,0.4322,61541.0,392.0,69767.0,77908.0,28.6,9.1,852.0,32.1,28.9,14.1,2018
Bee County,Texas,48,25,28554.0,17390.0,34.9,88200.0,2610.0,21.3,32691.0,213.0,10.9,80.0,8.9,0.498,42032.0,144.0,28554.0,32691.0,16.4,21.7,913.0,46.3,10.2,17.1,2018
Belknap County,New Hampshire,33,1,58506.0,35382.0,28.5,222300.0,415.0,19.0,60640.0,231.0,1.8,91.8,4.7,0.4292,68368.0,413.0,58506.0,60640.0,29.2,8.7,942.0,31.9,32.4,15.8,2018
Bell County,Kentucky,21,13,25920.0,15279.0,38.6,59900.0,783.0,21.5,27188.0,41.0,14.4,94.6,9.0,0.4975,24628.0,285.0,25920.0,27188.0,24.6,37.1,508.0,36.0,8.9,32.0,2018
Bell County,Texas,48,27,217203.0,25911.0,25.9,141200.0,80527.0,27.8,342236.0,2434.0,3.9,88.2,7.7,0.4305,54184.0,4734.0,217203.0,342236.0,14.6,13.9,908.0,45.7,24.5,14.7,2018
Belmont County,Ohio,39,13,63840.0,26106.0,42.7,98500.0,2775.0,19.0,68472.0,153.0,2.2,94.0,6.1,0.4448,49361.0,439.0,63840.0,68472.0,27.8,13.6,633.0,35.1,16.2,16.2,2018
Beltrami County,Minnesota,27,7,33707.0,24781.0,28.1,157000.0,524.0,25.2,46117.0,9547.0,2.0,91.1,7.7,0.4512,47410.0,412.0,33707.0,46117.0,21.5,18.5,737.0,40.5,28.1,13.5,2018
Ben Hill County,Georgia,13,17,10375.0,17563.0,44.2,80100.0,6286.0,25.3,17154.0,0.0,5.4,82.8,4.7,0.4607,32705.0,151.0,10375.0,17154.0,23.4,31.6,626.0,36.2,12.0,16.1,2018
Benewah County,Idaho,16,9,7893.0,23502.0,38.9,154000.0,6.0,23.4,9086.0,867.0,2.7,87.3,8.8,0.4253,46507.0,49.0,7893.0,9086.0,30.1,16.7,663.0,29.8,15.1,20.0,2018
Bennett County,South Dakota,46,7,1219.0,16625.0,32.1,75700.0,2.0,35.6,3437.0,1825.0,4.4,78.7,11.8,0.3962,48348.0,12.0,1219.0,3437.0,17.1,34.6,583.0,36.8,18.4,12.3,2018
Bennington County,Vermont,50,3,34393.0,31896.0,29.3,209100.0,230.0,19.3,35920.0,62.0,1.9,95.8,4.3,0.4622,53040.0,309.0,34393.0,35920.0,29.3,11.3,839.0,32.1,35.7,17.6,2018
Benson County,North Dakota,38,5,2829.0,21407.0,29.8,73600.0,2.0,34.6,6886.0,3865.0,4.5,88.3,5.8,0.5207,44313.0,30.0,2829.0,6886.0,19.3,34.8,433.0,34.5,15.6,14.0,2018
Bent County,Colorado,8,11,5315.0,14777.0,48.6,80600.0,230.0,15.4,5809.0,72.0,4.4,90.5,7.2,0.4395,34392.0,42.0,5315.0,5809.0,22.9,22.9,644.0,44.4,12.4,25.4,2018
Benton County,Arkansas,5,7,227609.0,32624.0,29.1,172000.0,4359.0,26.8,258980.0,3710.0,5.5,90.6,2.7,0.4549,64141.0,1780.0,227609.0,258980.0,17.9,9.9,873.0,41.3,32.4,9.5,2018
Benton County,Indiana,18,7,8457.0,23322.0,43.2,87900.0,49.0,25.0,8667.0,1.0,2.2,89.6,4.2,0.3892,46188.0,97.0,8457.0,8667.0,23.4,16.1,689.0,34.9,16.9,18.1,2018
Benton County,Iowa,19,11,24977.0,32764.0,36.3,157800.0,155.0,23.7,25626.0,47.0,1.7,97.3,2.9,0.4254,65475.0,100.0,24977.0,25626.0,24.3,9.2,611.0,33.8,22.6,11.2,2018
Benton County,Minnesota,27,9,36689.0,28566.0,31.1,166700.0,1322.0,25.1,39779.0,32.0,2.4,96.7,4.0,0.4192,56357.0,608.0,36689.0,39779.0,19.0,12.6,738.0,40.8,22.6,12.8,2018
Benton County,Mississippi,28,9,5058.0,20363.0,33.9,68800.0,2956.0,21.8,8253.0,0.0,11.2,84.1,8.6,0.4742,35974.0,7.0,5058.0,8253.0,24.9,23.4,509.0,37.9,10.3,18.5,2018
Benton County,Missouri,29,15,18259.0,23984.0,40.8,116500.0,54.0,17.5,18989.0,206.0,4.8,87.9,8.2,0.487,38028.0,66.0,18259.0,18989.0,39.4,19.1,609.0,25.6,13.4,25.1,2018
Benton County,Oregon,41,3,76886.0,32297.0,13.9,303200.0,888.0,16.5,89780.0,521.0,1.8,94.4,6.2,0.4861,58655.0,994.0,76886.0,89780.0,21.1,19.4,1019.0,49.1,53.6,11.0,2018
Benton County,Tennessee,47,5,15213.0,21374.0,46.5,85800.0,511.0,19.1,16112.0,69.0,6.7,90.3,7.8,0.4704,33125.0,272.0,15213.0,16112.0,31.7,21.4,633.0,31.8,12.6,26.9,2018
Benton County,Washington,53,5,158279.0,31580.0,24.3,216900.0,3143.0,26.8,194168.0,1335.0,5.1,92.4,5.2,0.4303,65650.0,1743.0,158279.0,194168.0,20.3,12.8,933.0,38.9,30.0,14.1,2018
Benzie County,Michigan,26,19,16836.0,27866.0,31.8,172000.0,67.0,18.6,17552.0,293.0,2.4,93.6,5.6,0.4048,56639.0,61.0,16836.0,17552.0,33.8,9.5,755.0,29.3,29.3,16.1,2018
Bergen County,New Jersey,34,3,663672.0,48426.0,23.5,459200.0,55497.0,21.4,929999.0,1695.0,4.0,91.7,4.5,0.4776,95837.0,9291.0,663672.0,929999.0,23.1,7.0,1454.0,36.8,48.3,8.1,2018
Berkeley County,South Carolina,45,15,140244.0,28331.0,29.7,174000.0,49833.0,24.2,209065.0,945.0,3.4,88.9,5.2,0.4203,59995.0,1797.0,140244.0,209065.0,18.6,12.2,1055.0,41.5,23.8,14.1,2018
Berkeley County,West Virginia,54,3,98773.0,28736.0,37.5,172800.0,8721.0,23.8,113495.0,58.0,2.9,93.6,6.9,0.394,60615.0,944.0,98773.0,113495.0,20.1,12.7,971.0,38.8,21.0,15.2,2018
Berks County,Pennsylvania,42,11,344336.0,30187.0,37.2,174200.0,21739.0,22.6,416642.0,2983.0,5.3,93.3,6.7,0.4393,61522.0,4476.0,344336.0,416642.0,22.7,12.8,918.0,37.6,24.5,13.5,2018
Berkshire County,Massachusetts,25,3,115566.0,34287.0,29.9,208500.0,3741.0,17.4,127328.0,425.0,2.7,97.0,6.0,0.4645,56674.0,1982.0,115566.0,127328.0,30.0,11.4,836.0,33.9,33.4,15.7,2018
Bernalillo County,New Mexico,35,1,501468.0,29415.0,23.2,194300.0,19260.0,22.4,677692.0,32867.0,4.5,90.8,6.3,0.4751,51643.0,8038.0,501468.0,677692.0,21.5,17.4,857.0,40.8,33.9,13.5,2018
Berrien County,Georgia,13,19,16067.0,18611.0,42.3,85300.0,2273.0,24.2,19025.0,91.0,5.6,78.3,8.6,0.4471,37163.0,106.0,16067.0,19025.0,22.8,26.3,626.0,36.3,11.8,19.8,2018
Berrien County,Michigan,26,21,121688.0,29311.0,28.9,146300.0,22829.0,22.1,154807.0,619.0,3.0,92.2,6.4,0.4807,49135.0,1621.0,121688.0,154807.0,25.9,16.5,724.0,35.2,27.7,14.8,2018
Bertie County,North Carolina,37,15,6841.0,20430.0,38.0,80900.0,11998.0,17.9,19644.0,232.0,6.7,89.6,11.7,0.5027,33143.0,179.0,6841.0,19644.0,28.7,23.0,668.0,35.1,13.4,21.3,2018
Bethel Census Area,Alaska,2,50,1986.0,19760.0,45.2,110200.0,119.0,35.7,18040.0,14927.0,7.8,79.3,18.3,0.4446,54212.0,110.0,1986.0,18040.0,12.2,27.8,1271.0,42.4,12.3,10.6,2018
Bexar County,Texas,48,29,1535359.0,26988.0,25.2,152400.0,146703.0,25.9,1925865.0,13229.0,7.5,84.9,5.8,0.4694,55456.0,21638.0,1535359.0,1925865.0,16.5,16.3,980.0,44.1,27.6,14.0,2018
Bibb County,Alabama,1,7,17268.0,20199.0,47.3,96500.0,5018.0,20.7,22527.0,8.0,5.7,92.1,7.5,0.4294,45340.0,163.0,17268.0,22527.0,21.6,14.0,714.0,39.8,11.5,16.7,2018
Bibb County,Georgia,13,21,62851.0,24409.0,31.6,116500.0,83068.0,24.8,153490.0,275.0,4.0,86.6,8.8,0.5221,39931.0,2093.0,62851.0,153490.0,21.3,25.7,803.0,39.4,25.7,15.6,2018
Bienville Parish,Louisiana,22,13,7449.0,20866.0,41.7,72300.0,5884.0,22.8,13668.0,6.0,4.2,88.5,5.4,0.5024,30300.0,56.0,7449.0,13668.0,26.7,29.2,469.0,34.1,12.4,20.9,2018
Big Horn County,Montana,30,3,4194.0,18560.0,35.8,110900.0,6.0,33.6,13376.0,8815.0,2.8,62.1,13.4,0.4254,46365.0,91.0,4194.0,13376.0,17.6,26.2,667.0,37.2,17.4,8.9,2018
Big Horn County,Wyoming,56,3,11249.0,23978.0,29.1,154600.0,53.0,25.7,11901.0,155.0,2.8,84.2,5.1,0.3985,53435.0,40.0,11249.0,11901.0,28.1,12.5,656.0,32.7,18.8,15.1,2018
Big Stone County,Minnesota,27,11,4969.0,30489.0,43.5,97900.0,2.0,20.7,5016.0,3.0,5.4,94.7,2.3,0.4494,51920.0,16.0,4969.0,5016.0,34.5,11.4,557.0,28.6,15.0,15.6,2018
Bingham County,Idaho,16,11,37653.0,21322.0,30.0,152600.0,122.0,31.4,45551.0,2969.0,6.1,89.0,4.3,0.3951,51288.0,332.0,37653.0,45551.0,19.7,12.5,634.0,37.8,20.7,14.0,2018
Black Hawk County,Iowa,19,13,111684.0,29100.0,30.2,143100.0,12103.0,21.7,133009.0,622.0,3.2,94.4,4.5,0.4616,52688.0,1404.0,111684.0,133009.0,21.6,16.0,769.0,42.8,28.6,11.5,2018
Blackford County,Indiana,18,9,11803.0,24663.0,48.1,71300.0,17.0,21.3,12129.0,40.0,2.7,93.0,6.4,0.439,42217.0,74.0,11803.0,12129.0,27.4,12.6,623.0,33.1,13.6,20.4,2018
Bladen County,North Carolina,37,17,19300.0,20803.0,33.4,90000.0,11827.0,21.1,33778.0,842.0,6.6,86.0,7.1,0.4969,32378.0,242.0,19300.0,33778.0,28.4,26.0,653.0,34.2,15.1,20.5,2018
Blaine County,Idaho,16,13,20924.0,32861.0,22.1,395800.0,81.0,22.9,21994.0,4.0,6.2,85.9,1.9,0.4853,51968.0,218.0,20924.0,21994.0,24.6,14.0,959.0,33.8,38.2,9.5,2018
Blaine County,Montana,30,5,3049.0,18155.0,25.9,89800.0,26.0,29.9,6727.0,3427.0,3.6,82.1,15.2,0.4288,38083.0,54.0,3049.0,6727.0,19.8,29.6,466.0,36.8,21.8,21.2,2018
Blaine County,Oklahoma,40,11,7616.0,25708.0,34.5,82900.0,399.0,21.0,9634.0,712.0,7.3,87.5,3.0,0.4485,50391.0,10.0,7616.0,9634.0,24.2,12.8,564.0,35.3,16.6,19.8,2018
Blair County,Pennsylvania,42,13,118279.0,26648.0,45.4,120300.0,2008.0,20.5,123842.0,42.0,2.3,94.7,5.0,0.4448,47969.0,1315.0,118279.0,123842.0,27.0,14.6,711.0,35.1,20.8,17.4,2018
Blanco County,Texas,48,31,10171.0,34925.0,28.7,235700.0,58.0,18.2,11279.0,116.0,4.1,82.0,5.7,0.4468,63071.0,41.0,10171.0,11279.0,32.8,9.5,830.0,29.2,27.1,17.0,2018
Bland County,Virginia,51,21,6244.0,24275.0,39.9,102400.0,119.0,16.3,6447.0,0.0,3.7,91.5,7.1,0.4065,50511.0,12.0,6244.0,6447.0,28.5,8.4,663.0,35.3,17.4,18.5,2018
Bleckley County,Georgia,13,23,8903.0,18519.0,41.7,97900.0,3590.0,21.9,12775.0,9.0,5.1,89.6,7.4,0.445,45029.0,44.0,8903.0,12775.0,23.0,20.8,613.0,40.7,17.2,16.8,2018
Bledsoe County,Tennessee,47,7,13216.0,23453.0,38.7,129400.0,659.0,16.2,14602.0,237.0,12.3,87.0,9.3,0.4922,42889.0,65.0,13216.0,14602.0,23.7,20.3,641.0,38.6,12.9,26.8,2018
Blount County,Alabama,1,9,55054.0,22656.0,34.0,124700.0,862.0,23.4,57645.0,141.0,7.5,89.0,4.1,0.4331,48695.0,321.0,55054.0,57645.0,24.0,14.4,662.0,36.2,12.6,14.2,2018
Blount County,Tennessee,47,9,120724.0,29634.0,34.8,174600.0,3396.0,20.7,128443.0,369.0,3.8,91.2,5.1,0.4611,54140.0,1089.0,120724.0,128443.0,26.4,11.7,768.0,35.3,24.0,14.4,2018
Blue Earth County,Minnesota,27,13,60419.0,28824.0,26.7,177800.0,2299.0,19.7,66322.0,226.0,1.9,96.3,4.0,0.443,55861.0,947.0,60419.0,66322.0,18.5,18.1,869.0,49.3,33.6,9.6,2018
Boise County,Idaho,16,15,6769.0,30660.0,27.4,199300.0,16.0,17.9,7163.0,81.0,1.3,89.9,6.4,0.4139,53942.0,38.0,6769.0,7163.0,36.0,13.1,784.0,26.3,27.2,14.4,2018
Bolivar County,Mississippi,28,11,10803.0,17713.0,24.7,94700.0,20941.0,25.0,32592.0,41.0,7.7,85.4,10.5,0.5149,29912.0,386.0,10803.0,32592.0,20.7,34.6,635.0,40.3,23.8,19.4,2018
Bollinger County,Missouri,29,17,11970.0,20949.0,46.5,105400.0,68.0,22.0,12281.0,100.0,7.0,89.2,4.5,0.4113,42985.0,74.0,11970.0,12281.0,27.0,17.0,655.0,33.2,9.4,23.2,2018
Bon Homme County,South Dakota,46,9,6179.0,23525.0,36.4,82300.0,104.0,19.2,6969.0,417.0,6.2,95.5,1.4,0.404,54450.0,26.0,6179.0,6969.0,28.0,10.9,544.0,36.7,18.4,12.6,2018
Bond County,Illinois,17,5,15189.0,26356.0,36.8,122500.0,1043.0,19.2,16712.0,68.0,2.6,93.9,3.9,0.4132,58097.0,80.0,15189.0,16712.0,24.6,14.5,625.0,38.9,21.8,15.6,2018
Bonner County,Idaho,16,17,40713.0,27590.0,30.5,233900.0,127.0,20.0,42711.0,426.0,2.5,88.4,3.7,0.4564,48710.0,235.0,40713.0,42711.0,32.6,14.7,839.0,30.3,23.1,16.6,2018
Bonneville County,Idaho,16,19,99868.0,27272.0,26.1,168100.0,608.0,31.2,112397.0,498.0,2.9,91.3,3.8,0.4539,56609.0,996.0,99868.0,112397.0,18.3,12.1,784.0,39.7,30.1,14.2,2018
Boone County,Arkansas,5,9,35843.0,23998.0,33.8,124900.0,156.0,22.8,37288.0,290.0,4.8,93.2,4.4,0.4451,43262.0,386.0,35843.0,37288.0,26.4,14.9,639.0,34.6,16.0,18.8,2018
Boone County,Illinois,17,7,46861.0,30725.0,35.2,152600.0,1190.0,25.6,53606.0,179.0,6.3,93.7,6.8,0.4381,66898.0,538.0,46861.0,53606.0,20.4,11.0,838.0,37.6,23.2,11.4,2018
Boone County,Indiana,18,11,59975.0,44712.0,21.3,222500.0,1024.0,26.8,64321.0,75.0,2.0,94.6,2.5,0.4771,80567.0,460.0,59975.0,64321.0,18.4,5.4,985.0,37.2,48.3,9.9,2018
Boone County,Iowa,19,15,25448.0,31686.0,32.3,131900.0,135.0,22.0,26399.0,132.0,1.8,96.9,3.8,0.4076,61111.0,224.0,25448.0,26399.0,25.5,8.0,732.0,36.7,24.8,14.4,2018
Boone County,Kentucky,21,15,117202.0,34433.0,27.9,186500.0,3941.0,26.5,129095.0,130.0,2.5,95.4,4.3,0.4115,75043.0,1128.0,117202.0,129095.0,18.2,7.1,974.0,39.2,31.6,11.3,2018
Boone County,Missouri,29,19,143130.0,29365.0,21.2,179800.0,15504.0,20.3,176515.0,579.0,1.7,93.0,4.3,0.4673,54043.0,2321.0,143130.0,176515.0,16.7,18.3,849.0,50.0,46.0,11.2,2018
Boone County,Nebraska,31,11,5229.0,30680.0,34.3,111800.0,22.0,23.4,5313.0,5.0,2.0,94.4,1.7,0.4191,54063.0,88.0,5229.0,5313.0,30.5,6.1,605.0,30.8,20.6,11.9,2018
Boone County,West Virginia,54,5,22349.0,21394.0,50.6,69900.0,209.0,21.9,22817.0,8.0,6.8,94.6,9.4,0.4607,38642.0,67.0,22349.0,22817.0,27.2,24.3,642.0,35.0,8.4,28.5,2018
Bosque County,Texas,48,35,17231.0,26039.0,35.7,110600.0,290.0,21.5,18122.0,84.0,5.7,82.1,4.5,0.4223,50882.0,98.0,17231.0,18122.0,31.5,14.5,741.0,30.3,18.5,17.5,2018
Bossier Parish,Louisiana,22,15,90948.0,27924.0,29.5,168300.0,28131.0,25.1,126131.0,641.0,3.1,91.4,5.8,0.4399,53806.0,1458.0,90948.0,126131.0,19.3,16.4,957.0,41.8,25.6,12.2,2018
Botetourt County,Virginia,51,23,31087.0,33983.0,32.3,225200.0,994.0,19.8,33222.0,97.0,3.5,95.1,3.9,0.4156,68410.0,167.0,31087.0,33222.0,29.5,8.0,890.0,31.3,28.7,15.0,2018
