County,State,State_FIPS,County_FIPS,age_15_to_44_percentage,median_gross_rent,housing_cost_burden,age_60_and_over,total_population,white_population,median_household_income,native_american_population,gini_index,age_18_and_under_percentage,black_population,median_home_value,total_population_race,per_capita_income,asian_population
Alfalfa County,Oklahoma,40,3,,,,,,,,,,,125.0,,,,
Atoka County,Oklahoma,40,5,,,,,,,,,,,537.0,,,,
Beaver County,Oklahoma,40,7,,,,,,,,,,,9.0,,,,
Beckham County,Oklahoma,40,9,,,,,,,,,,,810.0,,,,
Blaine County,Oklahoma,40,11,,,,,,,,,,,510.0,,,,
Bryan County,Oklahoma,40,13,,,,,,,,,,,841.0,,,,
Caddo County,Oklahoma,40,15,,,,,,,,,,,750.0,,,,
Canadian County,Oklahoma,40,17,,,,,,,,,,,3005.0,,,,
Carter County,Oklahoma,40,19,,,,,,,,,,,3257.0,,,,
Cherokee County,Oklahoma,40,21,,,,,,,,,,,645.0,,,,
Choctaw County,Oklahoma,40,23,,,,,,,,,,,1698.0,,,,
Cimarron County,Oklahoma,40,25,,,,,,,,,,,6.0,,,,
Cleveland County,Oklahoma,40,27,,,,,,,,,,,12299.0,,,,
Coal County,Oklahoma,40,29,,,,,,,,,,,24.0,,,,
Comanche County,Oklahoma,40,31,,,,,,,,,,,21505.0,,,,
Cotton County,Oklahoma,40,33,,,,,,,,,,,123.0,,,,
Craig County,Oklahoma,40,35,,,,,,,,,,,458.0,,,,
Creek County,Oklahoma,40,37,,,,,,,,,,,1530.0,,,,
Custer County,Oklahoma,40,39,,,,,,,,,,,905.0,,,,
Delaware County,Oklahoma,40,41,,,,,,,,,,,132.0,,,,
Dewey County,Oklahoma,40,43,,,,,,,,,,,8.0,,,,
Ellis County,Oklahoma,40,45,,,,,,,,,,,0.0,,,,
Garfield County,Oklahoma,40,47,,,,,,,,,,,1922.0,,,,
Garvin County,Oklahoma,40,49,,,,,,,,,,,703.0,,,,
Grady County,Oklahoma,40,51,,,,,,,,,,,1169.0,,,,
Grant County,Oklahoma,40,53,,,,,,,,,,,61.0,,,,
Greer County,Oklahoma,40,55,,,,,,,,,,,470.0,,,,
Harmon County,Oklahoma,40,57,,,,,,,,,,,207.0,,,,
Harper County,Oklahoma,40,59,,,,,,,,,,,4.0,,,,
Haskell County,Oklahoma,40,61,,,,,,,,,,,103.0,,,,
Hughes County,Oklahoma,40,63,,,,,,,,,,,799.0,,,,
Jackson County,Oklahoma,40,65,,,,,,,,,,,1948.0,,,,
Jefferson County,Oklahoma,40,67,,,,,,,,,,,79.0,,,,
Johnston County,Oklahoma,40,69,,,,,,,,,,,212.0,,,,
Kay County,Oklahoma,40,71,,,,,,,,,,,868.0,,,,
Kingfisher County,Oklahoma,40,73,,,,,,,,,,,136.0,,,,
Kiowa County,Oklahoma,40,75,,,,,,,,,,,351.0,,,,
Latimer County,Oklahoma,40,77,,,,,,,,,,,128.0,,,,
Le Flore County,Oklahoma,40,79,,,,,,,,,,,1190.0,,,,
Lincoln County,Oklahoma,40,81,,,,,,,,,,,619.0,,,,
Logan County,Oklahoma,40,83,,,,,,,,,,,4030.0,,,,
Love County,Oklahoma,40,85,,,,,,,,,,,168.0,,,,
McClain County,Oklahoma,40,87,,,,,,,,,,,357.0,,,,
McCurtain County,Oklahoma,40,89,,,,,,,,,,,2709.0,,,,
McIntosh County,Oklahoma,40,91,,,,,,,,,,,676.0,,,,
Major County,Oklahoma,40,93,,,,,,,,,,,38.0,,,,
Marshall County,Oklahoma,40,95,,,,,,,,,,,232.0,,,,
Mayes County,Oklahoma,40,97,,,,,,,,,,,187.0,,,,
Murray County,Oklahoma,40,99,,,,,,,,,,,240.0,,,,
Muskogee County,Oklahoma,40,101,,,,,,,,,,,7745.0,,,,
Noble County,Oklahoma,40,103,,,,,,,,,,,135.0,,,,
Nowata County,Oklahoma,40,105,,,,,,,,,,,231.0,,,,
Okfuskee County,Oklahoma,40,107,,,,,,,,,,,977.0,,,,
Oklahoma County,Oklahoma,40,109,,,,,,,,,,,114349.0,,,,
Okmulgee County,Oklahoma,40,111,,,,,,,,,,,3324.0,,,,
Osage County,Oklahoma,40,113,,,,,,,,,,,5424.0,,,,
Ottawa County,Oklahoma,40,115,,,,,,,,,,,287.0,,,,
Pawnee County,Oklahoma,40,117,,,,,,,,,,,181.0,,,,
Payne County,Oklahoma,40,119,,,,,,,,,,,2952.0,,,,
Pittsburg County,Oklahoma,40,121,,,,,,,,,,,1508.0,,,,
Pontotoc County,Oklahoma,40,123,,,,,,,,,,,806.0,,,,
Pottawatomie County,Oklahoma,40,125,,,,,,,,,,,2194.0,,,,
Pushmataha County,Oklahoma,40,127,,,,,,,,,,,110.0,,,,
Roger Mills County,Oklahoma,40,129,,,,,,,,,,,4.0,,,,
Rogers County,Oklahoma,40,131,,,,,,,,,,,904.0,,,,
Seminole County,Oklahoma,40,133,,,,,,,,,,,1232.0,,,,
Sequoyah County,Oklahoma,40,135,,,,,,,,,,,826.0,,,,
Stephens County,Oklahoma,40,137,,,,,,,,,,,937.0,,,,
Texas County,Oklahoma,40,139,,,,,,,,,,,679.0,,,,
Tillman County,Oklahoma,40,141,,,,,,,,,,,652.0,,,,
Tulsa County,Oklahoma,40,143,,,,,,,,,,,62574.0,,,,
Wagoner County,Oklahoma,40,145,,,,,,,,,,,2708.0,,,,
Washington County,Oklahoma,40,147,,,,,,,,,,,1287.0,,,,
Washita County,Oklahoma,40,149,,,,,,,,,,,9.0,,,,
Woods County,Oklahoma,40,151,,,,,,,,,,,247.0,,,,
Woodward County,Oklahoma,40,153,,,,,,,,,,,151.0,,,,
Baker County,Oregon,41,1,,,,,,,,,,,65.0,,,,
Benton County,Oregon,41,3,,,,,,,,,,,860.0,,,,
Clackamas County,Oregon,41,5,,,,,,,,,,,3604.0,,,,
Clatsop County,Oregon,41,7,,,,,,,,,,,290.0,,,,
Columbia County,Oregon,41,9,,,,,,,,,,,303.0,,,,
Coos County,Oregon,41,11,,,,,,,,,,,824.0,,,,
Crook County,Oregon,41,13,,,,,,,,,,,98.0,,,,
Curry County,Oregon,41,15,,,,,,,,,,,87.0,,,,
Deschutes County,Oregon,41,17,,,,,,,,,,,824.0,,,,
Douglas County,Oregon,41,19,,,,,,,,,,,380.0,,,,
Gilliam County,Oregon,41,21,,,,,,,,,,,6.0,,,,
Grant County,Oregon,41,23,,,,,,,,,,,30.0,,,,
Harney County,Oregon,41,25,,,,,,,,,,,46.0,,,,
Hood River County,Oregon,41,27,,,,,,,,,,,130.0,,,,
Jackson County,Oregon,41,29,,,,,,,,,,,1439.0,,,,
Jefferson County,Oregon,41,31,,,,,,,,,,,246.0,,,,
Josephine County,Oregon,41,33,,,,,,,,,,,307.0,,,,
Klamath County,Oregon,41,35,,,,,,,,,,,407.0,,,,
Lake County,Oregon,41,37,,,,,,,,,,,44.0,,,,
Lane County,Oregon,41,39,,,,,,,,,,,3904.0,,,,
Lincoln County,Oregon,41,41,,,,,,,,,,,212.0,,,,
Linn County,Oregon,41,43,,,,,,,,,,,591.0,,,,
Malheur County,Oregon,41,45,,,,,,,,,,,348.0,,,,
Marion County,Oregon,41,47,,,,,,,,,,,3769.0,,,,
Morrow County,Oregon,41,49,,,,,,,,,,,15.0,,,,
Multnomah County,Oregon,41,51,,,,,,,,,,,42317.0,,,,
Polk County,Oregon,41,53,,,,,,,,,,,621.0,,,,
Sherman County,Oregon,41,55,,,,,,,,,,,8.0,,,,
Tillamook County,Oregon,41,57,,,,,,,,,,,87.0,,,,
Umatilla County,Oregon,41,59,,,,,,,,,,,527.0,,,,
Union County,Oregon,41,61,,,,,,,,,,,193.0,,,,
Wallowa County,Oregon,41,63,,,,,,,,,,,27.0,,,,
Wasco County,Oregon,41,65,,,,,,,,,,,166.0,,,,
Washington County,Oregon,41,67,,,,,,,,,,,10288.0,,,,
Wheeler County,Oregon,41,69,,,,,,,,,,,0.0,,,,
Yamhill County,Oregon,41,71,,,,,,,,,,,949.0,,,,
Adams County,Pennsylvania,42,1,,,,,,,,,,,1465.0,,,,
Allegheny County,Pennsylvania,42,3,,,,,,,,,,,159592.0,,,,
Armstrong County,Pennsylvania,42,5,,,,,,,,,,,634.0,,,,
Beaver County,Pennsylvania,42,7,,,,,,,,,,,10273.0,,,,
Bedford County,Pennsylvania,42,9,,,,,,,,,,,263.0,,,,
Berks County,Pennsylvania,42,11,,,,,,,,,,,20009.0,,,,
Blair County,Pennsylvania,42,13,,,,,,,,,,,2018.0,,,,
Bradford County,Pennsylvania,42,15,,,,,,,,,,,351.0,,,,
Bucks County,Pennsylvania,42,17,,,,,,,,,,,24226.0,,,,
Butler County,Pennsylvania,42,19,,,,,,,,,,,2038.0,,,,
Cambria County,Pennsylvania,42,21,,,,,,,,,,,4592.0,,,,
Cameron County,Pennsylvania,42,23,,,,,,,,,,,29.0,,,,
Carbon County,Pennsylvania,42,25,,,,,,,,,,,1161.0,,,,
Centre County,Pennsylvania,42,27,,,,,,,,,,,6043.0,,,,
Chester County,Pennsylvania,42,29,,,,,,,,,,,29907.0,,,,
Clarion County,Pennsylvania,42,31,,,,,,,,,,,462.0,,,,
Clearfield County,Pennsylvania,42,33,,,,,,,,,,,2026.0,,,,
Clinton County,Pennsylvania,42,35,,,,,,,,,,,645.0,,,,
Columbia County,Pennsylvania,42,37,,,,,,,,,,,1231.0,,,,
Crawford County,Pennsylvania,42,39,,,,,,,,,,,1646.0,,,,
Cumberland County,Pennsylvania,42,41,,,,,,,,,,,8668.0,,,,
Dauphin County,Pennsylvania,42,43,,,,,,,,,,,49840.0,,,,
Delaware County,Pennsylvania,42,45,,,,,,,,,,,118089.0,,,,
Elk County,Pennsylvania,42,47,,,,,,,,,,,155.0,,,,
Erie County,Pennsylvania,42,49,,,,,,,,,,,19863.0,,,,
Fayette County,Pennsylvania,42,51,,,,,,,,,,,5450.0,,,,
Forest County,Pennsylvania,42,53,,,,,,,,,,,2371.0,,,,
Franklin County,Pennsylvania,42,55,,,,,,,,,,,5867.0,,,,
Fulton County,Pennsylvania,42,57,,,,,,,,,,,226.0,,,,
Greene County,Pennsylvania,42,59,,,,,,,,,,,1650.0,,,,
Huntingdon County,Pennsylvania,42,61,,,,,,,,,,,2501.0,,,,
Indiana County,Pennsylvania,42,63,,,,,,,,,,,2136.0,,,,
Jefferson County,Pennsylvania,42,65,,,,,,,,,,,284.0,,,,
Juniata County,Pennsylvania,42,67,,,,,,,,,,,234.0,,,,
Lackawanna County,Pennsylvania,42,69,,,,,,,,,,,6337.0,,,,
Lancaster County,Pennsylvania,42,71,,,,,,,,,,,22015.0,,,,
Lawrence County,Pennsylvania,42,73,,,,,,,,,,,3366.0,,,,
Lebanon County,Pennsylvania,42,75,,,,,,,,,,,2828.0,,,,
Lehigh County,Pennsylvania,42,77,,,,,,,,,,,24174.0,,,,
Luzerne County,Pennsylvania,42,79,,,,,,,,,,,12798.0,,,,
Lycoming County,Pennsylvania,42,81,,,,,,,,,,,5645.0,,,,
McKean County,Pennsylvania,42,83,,,,,,,,,,,1102.0,,,,
Mercer County,Pennsylvania,42,85,,,,,,,,,,,6558.0,,,,
Mifflin County,Pennsylvania,42,87,,,,,,,,,,,301.0,,,,
Monroe County,Pennsylvania,42,89,,,,,,,,,,,23320.0,,,,
Montgomery County,Pennsylvania,42,91,,,,,,,,,,,72312.0,,,,
Montour County,Pennsylvania,42,93,,,,,,,,,,,334.0,,,,
Northampton County,Pennsylvania,42,95,,,,,,,,,,,15282.0,,,,
Northumberland County,Pennsylvania,42,97,,,,,,,,,,,2668.0,,,,
Perry County,Pennsylvania,42,99,,,,,,,,,,,408.0,,,,
Philadelphia County,Pennsylvania,42,101,,,,,,,,,,,668573.0,,,,
Pike County,Pennsylvania,42,103,,,,,,,,,,,3259.0,,,,
Potter County,Pennsylvania,42,105,,,,,,,,,,,93.0,,,,
Schuylkill County,Pennsylvania,42,107,,,,,,,,,,,4038.0,,,,
Snyder County,Pennsylvania,42,109,,,,,,,,,,,394.0,,,,
Somerset County,Pennsylvania,42,111,,,,,,,,,,,2074.0,,,,
Sullivan County,Pennsylvania,42,113,,,,,,,,,,,156.0,,,,
Susquehanna County,Pennsylvania,42,115,,,,,,,,,,,235.0,,,,
Tioga County,Pennsylvania,42,117,,,,,,,,,,,222.0,,,,
Union County,Pennsylvania,42,119,,,,,,,,,,,3132.0,,,,
Venango County,Pennsylvania,42,121,,,,,,,,,,,445.0,,,,
Warren County,Pennsylvania,42,123,,,,,,,,,,,204.0,,,,
Washington County,Pennsylvania,42,125,,,,,,,,,,,5987.0,,,,
Wayne County,Pennsylvania,42,127,,,,,,,,,,,1823.0,,,,
Westmoreland County,Pennsylvania,42,129,,,,,,,,,,,8673.0,,,,
Wyoming County,Pennsylvania,42,131,,,,,,,,,,,249.0,,,,
York County,Pennsylvania,42,133,,,,,,,,,,,25613.0,,,,
Bristol County,Rhode Island,44,1,,,,,,,,,,,691.0,,,,
Kent County,Rhode Island,44,3,,,,,,,,,,,2354.0,,,,
Newport County,Rhode Island,44,5,,,,,,,,,,,2726.0,,,,
Providence County,Rhode Island,44,7,,,,,,,,,,,61173.0,,,,
Washington County,Rhode Island,44,9,,,,,,,,,,,1942.0,,,,
Abbeville County,South Carolina,45,1,,,,,,,,,,,6777.0,,,,
Aiken County,South Carolina,45,3,,,,,,,,,,,40545.0,,,,
Allendale County,South Carolina,45,5,,,,,,,,,,,7090.0,,,,
Anderson County,South Carolina,45,7,,,,,,,,,,,31418.0,,,,
Bamberg County,South Carolina,45,9,,,,,,,,,,,9419.0,,,,
Barnwell County,South Carolina,45,11,,,,,,,,,,,9888.0,,,,
Beaufort County,South Carolina,45,13,,,,,,,,,,,32247.0,,,,
Berkeley County,South Carolina,45,15,,,,,,,,,,,48433.0,,,,
Calhoun County,South Carolina,45,17,,,,,,,,,,,6239.0,,,,
Charleston County,South Carolina,45,19,,,,,,,,,,,107455.0,,,,
Cherokee County,South Carolina,45,21,,,,,,,,,,,11265.0,,,,
Chester County,South Carolina,45,23,,,,,,,,,,,12181.0,,,,
Chesterfield County,South Carolina,45,25,,,,,,,,,,,14868.0,,,,
Clarendon County,South Carolina,45,27,,,,,,,,,,,16595.0,,,,
Colleton County,South Carolina,45,29,,,,,,,,,,,14457.0,,,,
Darlington County,South Carolina,45,31,,,,,,,,,,,27570.0,,,,
Dillon County,South Carolina,45,33,,,,,,,,,,,14622.0,,,,
Dorchester County,South Carolina,45,35,,,,,,,,,,,37607.0,,,,
Edgefield County,South Carolina,45,37,,,,,,,,,,,9698.0,,,,
Fairfield County,South Carolina,45,39,,,,,,,,,,,13042.0,,,,
Florence County,South Carolina,45,41,,,,,,,,,,,58442.0,,,,
Georgetown County,South Carolina,45,43,,,,,,,,,,,19388.0,,,,
Greenville County,South Carolina,45,45,,,,,,,,,,,88307.0,,,,
Greenwood County,South Carolina,45,47,,,,,,,,,,,21822.0,,,,
Hampton County,South Carolina,45,49,,,,,,,,,,,11226.0,,,,
Horry County,South Carolina,45,51,,,,,,,,,,,41298.0,,,,
Jasper County,South Carolina,45,53,,,,,,,,,,,11986.0,,,,
Kershaw County,South Carolina,45,55,,,,,,,,,,,15435.0,,,,
Lancaster County,South Carolina,45,57,,,,,,,,,,,18755.0,,,,
Laurens County,South Carolina,45,59,,,,,,,,,,,16610.0,,,,
Lee County,South Carolina,45,61,,,,,,,,,,,11693.0,,,,
Lexington County,South Carolina,45,63,,,,,,,,,,,40185.0,,,,
McCormick County,South Carolina,45,65,,,,,,,,,,,4697.0,,,,
Marion County,South Carolina,45,67,,,,,,,,,,,18110.0,,,,
Marlboro County,South Carolina,45,69,,,,,,,,,,,14036.0,,,,
Newberry County,South Carolina,45,71,,,,,,,,,,,11579.0,,,,
Oconee County,South Carolina,45,73,,,,,,,,,,,5549.0,,,,
Orangeburg County,South Carolina,45,75,,,,,,,,,,,55545.0,,,,
Pickens County,South Carolina,45,77,,,,,,,,,,,7866.0,,,,
Richland County,South Carolina,45,79,,,,,,,,,,,186054.0,,,,
Saluda County,South Carolina,45,81,,,,,,,,,,,5158.0,,,,
Spartanburg County,South Carolina,45,83,,,,,,,,,,,60808.0,,,,
Sumter County,South Carolina,45,85,,,,,,,,,,,50317.0,,,,
Union County,South Carolina,45,87,,,,,,,,,,,8614.0,,,,
Williamsburg County,South Carolina,45,89,,,,,,,,,,,21490.0,,,,
York County,South Carolina,45,91,,,,,,,,,,,45982.0,,,,
Aurora County,South Dakota,46,3,,,,,,,,,,,41.0,,,,
Beadle County,South Dakota,46,5,,,,,,,,,,,51.0,,,,
Bennett County,South Dakota,46,7,,,,,,,,,,,34.0,,,,
Bon Homme County,South Dakota,46,9,,,,,,,,,,,95.0,,,,
Brookings County,South Dakota,46,11,,,,,,,,,,,492.0,,,,
Brown County,South Dakota,46,13,,,,,,,,,,,598.0,,,,
Brule County,South Dakota,46,15,,,,,,,,,,,0.0,,,,
Buffalo County,South Dakota,46,17,,,,,,,,,,,8.0,,,,
Butte County,South Dakota,46,19,,,,,,,,,,,70.0,,,,
Campbell County,South Dakota,46,21,,,,,,,,,,,0.0,,,,
Charles Mix County,South Dakota,46,23,,,,,,,,,,,5.0,,,,
Clark County,South Dakota,46,25,,,,,,,,,,,54.0,,,,
Clay County,South Dakota,46,27,,,,,,,,,,,214.0,,,,
Codington County,South Dakota,46,29,,,,,,,,,,,78.0,,,,
Corson County,South Dakota,46,31,,,,,,,,,,,16.0,,,,
Custer County,South Dakota,46,33,,,,,,,,,,,17.0,,,,
Davison County,South Dakota,46,35,,,,,,,,,,,126.0,,,,
Day County,South Dakota,46,37,,,,,,,,,,,0.0,,,,
Deuel County,South Dakota,46,39,,,,,,,,,,,0.0,,,,
Dewey County,South Dakota,46,41,,,,,,,,,,,8.0,,,,
Douglas County,South Dakota,46,43,,,,,,,,,,,0.0,,,,
Edmunds County,South Dakota,46,45,,,,,,,,,,,5.0,,,,
Fall River County,South Dakota,46,47,,,,,,,,,,,66.0,,,,
Faulk County,South Dakota,46,49,,,,,,,,,,,1.0,,,,
Grant County,South Dakota,46,51,,,,,,,,,,,29.0,,,,
Gregory County,South Dakota,46,53,,,,,,,,,,,6.0,,,,
Haakon County,South Dakota,46,55,,,,,,,,,,,0.0,,,,
Hamlin County,South Dakota,46,57,,,,,,,,,,,12.0,,,,
Hand County,South Dakota,46,59,,,,,,,,,,,1.0,,,,
Hanson County,South Dakota,46,61,,,,,,,,,,,127.0,,,,
Harding County,South Dakota,46,63,,,,,,,,,,,8.0,,,,
Hughes County,South Dakota,46,65,,,,,,,,,,,84.0,,,,
Hutchinson County,South Dakota,46,67,,,,,,,,,,,29.0,,,,
Hyde County,South Dakota,46,69,,,,,,,,,,,0.0,,,,
Jerauld County,South Dakota,46,73,,,,,,,,,,,0.0,,,,
Jones County,South Dakota,46,75,,,,,,,,,,,16.0,,,,
Kingsbury County,South Dakota,46,77,,,,,,,,,,,0.0,,,,
Lake County,South Dakota,46,79,,,,,,,,,,,66.0,,,,
Lawrence County,South Dakota,46,81,,,,,,,,,,,259.0,,,,
Lincoln County,South Dakota,46,83,,,,,,,,,,,445.0,,,,
Lyman County,South Dakota,46,85,,,,,,,,,,,2.0,,,,
McCook County,South Dakota,46,87,,,,,,,,,,,37.0,,,,
McPherson County,South Dakota,46,89,,,,,,,,,,,5.0,,,,
Marshall County,South Dakota,46,91,,,,,,,,,,,27.0,,,,
Meade County,South Dakota,46,93,,,,,,,,,,,486.0,,,,
Mellette County,South Dakota,46,95,,,,,,,,,,,0.0,,,,
Miner County,South Dakota,46,97,,,,,,,,,,,31.0,,,,
Minnehaha County,South Dakota,46,99,,,,,,,,,,,8190.0,,,,
Moody County,South Dakota,46,101,,,,,,,,,,,58.0,,,,
Pennington County,South Dakota,46,103,,,,,,,,,,,1385.0,,,,
Perkins County,South Dakota,46,105,,,,,,,,,,,2.0,,,,
Potter County,South Dakota,46,107,,,,,,,,,,,0.0,,,,
Roberts County,South Dakota,46,109,,,,,,,,,,,59.0,,,,
Sanborn County,South Dakota,46,111,,,,,,,,,,,0.0,,,,
Shannon County,South Dakota,46,113,,,,,,,,,,,,,,,
Spink County,South Dakota,46,115,,,,,,,,,,,35.0,,,,
Stanley County,South Dakota,46,117,,,,,,,,,,,0.0,,,,
Sully County,South Dakota,46,119,,,,,,,,,,,0.0,,,,
Todd County,South Dakota,46,121,,,,,,,,,,,32.0,,,,
Tripp County,South Dakota,46,123,,,,,,,,,,,0.0,,,,
Turner County,South Dakota,46,125,,,,,,,,,,,45.0,,,,
Union County,South Dakota,46,127,,,,,,,,,,,99.0,,,,
Walworth County,South Dakota,46,129,,,,,,,,,,,23.0,,,,
Yankton County,South Dakota,46,135,,,,,,,,,,,459.0,,,,
Ziebach County,South Dakota,46,137,,,,,,,,,,,1.0,,,,
Jackson County,South Dakota,46,71,,,,,,,,,,,7.0,,,,
Anderson County,Tennessee,47,1,,,,,,,,,,,2756.0,,,,
Bedford County,Tennessee,47,3,,,,,,,,,,,3661.0,,,,
Benton County,Tennessee,47,5,,,,,,,,,,,466.0,,,,
Bledsoe County,Tennessee,47,7,,,,,,,,,,,462.0,,,,
Blount County,Tennessee,47,9,,,,,,,,,,,3581.0,,,,
Bradley County,Tennessee,47,11,,,,,,,,,,,4947.0,,,,
Campbell County,Tennessee,47,13,,,,,,,,,,,230.0,,,,
Cannon County,Tennessee,47,15,,,,,,,,,,,195.0,,,,
Carroll County,Tennessee,47,17,,,,,,,,,,,2970.0,,,,
Carter County,Tennessee,47,19,,,,,,,,,,,707.0,,,,
Cheatham County,Tennessee,47,21,,,,,,,,,,,549.0,,,,
Chester County,Tennessee,47,23,,,,,,,,,,,1573.0,,,,
Claiborne County,Tennessee,47,25,,,,,,,,,,,335.0,,,,
Clay County,Tennessee,47,27,,,,,,,,,,,111.0,,,,
Cocke County,Tennessee,47,29,,,,,,,,,,,587.0,,,,
Coffee County,Tennessee,47,31,,,,,,,,,,,1163.0,,,,
Crockett County,Tennessee,47,33,,,,,,,,,,,1884.0,,,,
Cumberland County,Tennessee,47,35,,,,,,,,,,,316.0,,,,
Davidson County,Tennessee,47,37,,,,,,,,,,,184318.0,,,,
Decatur County,Tennessee,47,39,,,,,,,,,,,325.0,,,,
DeKalb County,Tennessee,47,41,,,,,,,,,,,255.0,,,,
Dickson County,Tennessee,47,43,,,,,,,,,,,2049.0,,,,
Dyer County,Tennessee,47,45,,,,,,,,,,,5130.0,,,,
Fayette County,Tennessee,47,47,,,,,,,,,,,10805.0,,,,
Fentress County,Tennessee,47,49,,,,,,,,,,,23.0,,,,
Franklin County,Tennessee,47,51,,,,,,,,,,,1447.0,,,,
Gibson County,Tennessee,47,53,,,,,,,,,,,9062.0,,,,
Giles County,Tennessee,47,55,,,,,,,,,,,2751.0,,,,
Grainger County,Tennessee,47,57,,,,,,,,,,,117.0,,,,
Greene County,Tennessee,47,59,,,,,,,,,,,1569.0,,,,
Grundy County,Tennessee,47,61,,,,,,,,,,,72.0,,,,
Hamblen County,Tennessee,47,63,,,,,,,,,,,2606.0,,,,
Hamilton County,Tennessee,47,65,,,,,,,,,,,69518.0,,,,
Hancock County,Tennessee,47,67,,,,,,,,,,,26.0,,,,
Hardeman County,Tennessee,47,69,,,,,,,,,,,10805.0,,,,
Hardin County,Tennessee,47,71,,,,,,,,,,,960.0,,,,
Hawkins County,Tennessee,47,73,,,,,,,,,,,709.0,,,,
Haywood County,Tennessee,47,75,,,,,,,,,,,9080.0,,,,
Henderson County,Tennessee,47,77,,,,,,,,,,,2200.0,,,,
Henry County,Tennessee,47,79,,,,,,,,,,,2777.0,,,,
Hickman County,Tennessee,47,81,,,,,,,,,,,1150.0,,,,
Houston County,Tennessee,47,83,,,,,,,,,,,239.0,,,,
Humphreys County,Tennessee,47,85,,,,,,,,,,,671.0,,,,
Jackson County,Tennessee,47,87,,,,,,,,,,,53.0,,,,
Jefferson County,Tennessee,47,89,,,,,,,,,,,1169.0,,,,
Johnson County,Tennessee,47,91,,,,,,,,,,,689.0,,,,
Knox County,Tennessee,47,93,,,,,,,,,,,40132.0,,,,
Lake County,Tennessee,47,95,,,,,,,,,,,2193.0,,,,
Lauderdale County,Tennessee,47,97,,,,,,,,,,,9502.0,,,,
Lawrence County,Tennessee,47,99,,,,,,,,,,,782.0,,,,
Lewis County,Tennessee,47,101,,,,,,,,,,,193.0,,,,
Lincoln County,Tennessee,47,103,,,,,,,,,,,1733.0,,,,
Loudon County,Tennessee,47,105,,,,,,,,,,,584.0,,,,
McMinn County,Tennessee,47,107,,,,,,,,,,,1978.0,,,,
McNairy County,Tennessee,47,109,,,,,,,,,,,1572.0,,,,
Macon County,Tennessee,47,111,,,,,,,,,,,49.0,,,,
Madison County,Tennessee,47,113,,,,,,,,,,,36718.0,,,,
Marion County,Tennessee,47,115,,,,,,,,,,,502.0,,,,
Marshall County,Tennessee,47,117,,,,,,,,,,,2296.0,,,,
Maury County,Tennessee,47,119,,,,,,,,,,,9958.0,,,,
Meigs County,Tennessee,47,121,,,,,,,,,,,157.0,,,,
Monroe County,Tennessee,47,123,,,,,,,,,,,903.0,,,,
Montgomery County,Tennessee,47,125,,,,,,,,,,,36664.0,,,,
Moore County,Tennessee,47,127,,,,,,,,,,,222.0,,,,
Morgan County,Tennessee,47,129,,,,,,,,,,,1006.0,,,,
Obion County,Tennessee,47,131,,,,,,,,,,,3154.0,,,,
Overton County,Tennessee,47,133,,,,,,,,,,,150.0,,,,
Perry County,Tennessee,47,135,,,,,,,,,,,233.0,,,,
Pickett County,Tennessee,47,137,,,,,,,,,,,37.0,,,,
Polk County,Tennessee,47,139,,,,,,,,,,,31.0,,,,
Putnam County,Tennessee,47,141,,,,,,,,,,,1762.0,,,,
Rhea County,Tennessee,47,143,,,,,,,,,,,773.0,,,,
Roane County,Tennessee,47,145,,,,,,,,,,,1252.0,,,,
Robertson County,Tennessee,47,147,,,,,,,,,,,5023.0,,,,
Rutherford County,Tennessee,47,149,,,,,,,,,,,39633.0,,,,
Scott County,Tennessee,47,151,,,,,,,,,,,69.0,,,,
Sequatchie County,Tennessee,47,153,,,,,,,,,,,35.0,,,,
Sevier County,Tennessee,47,155,,,,,,,,,,,621.0,,,,
Shelby County,Tennessee,47,157,,,,,,,,,,,498376.0,,,,
Smith County,Tennessee,47,159,,,,,,,,,,,480.0,,,,
Stewart County,Tennessee,47,161,,,,,,,,,,,168.0,,,,
Sullivan County,Tennessee,47,163,,,,,,,,,,,2977.0,,,,
Sumner County,Tennessee,47,165,,,,,,,,,,,11747.0,,,,
Tipton County,Tennessee,47,167,,,,,,,,,,,11321.0,,,,
Trousdale County,Tennessee,47,169,,,,,,,,,,,937.0,,,,
Unicoi County,Tennessee,47,171,,,,,,,,,,,140.0,,,,
Union County,Tennessee,47,173,,,,,,,,,,,89.0,,,,
Van Buren County,Tennessee,47,175,,,,,,,,,,,22.0,,,,
Warren County,Tennessee,47,177,,,,,,,,,,,461.0,,,,
Washington County,Tennessee,47,179,,,,,,,,,,,5017.0,,,,
Wayne County,Tennessee,47,181,,,,,,,,,,,1128.0,,,,
Weakley County,Tennessee,47,183,,,,,,,,,,,3047.0,,,,
White County,Tennessee,47,185,,,,,,,,,,,485.0,,,,
Williamson County,Tennessee,47,187,,,,,,,,,,,8788.0,,,,
Wilson County,Tennessee,47,189,,,,,,,,,,,8409.0,,,,
Anderson County,Texas,48,1,,,,,,,,,,,12287.0,,,,
Andrews County,Texas,48,3,,,,,,,,,,,351.0,,,,
Angelina County,Texas,48,5,,,,,,,,,,,12883.0,,,,
Aransas County,Texas,48,7,,,,,,,,,,,413.0,,,,
Archer County,Texas,48,9,,,,,,,,,,,104.0,,,,
Armstrong County,Texas,48,11,,,,,,,,,,,26.0,,,,
