County,State,State_FIPS,County_FIPS,age_15_to_44_percentage,median_gross_rent,age_60_and_over,total_population,white_population,housing_cost_burden,median_household_income,gini_index,native_american_population,total_population_race,black_population,age_18_and_under_percentage,median_home_value,per_capita_income,asian_population
Chattahoochee County,Georgia,13,53,82.4,,,,,,,,,,,,,,
Chattooga County,Georgia,13,55,80.4,,,,,,,,,,,,,,
Cherokee County,Georgia,13,57,75.5,,,,,,,,,,,,,,
Clarke County,Georgia,13,59,83.3,,,,,,,,,,,,,,
Clay County,Georgia,13,61,76.8,,,,,,,,,,,,,,
Clayton County,Georgia,13,63,72.4,,,,,,,,,,,,,,
Clinch County,Georgia,13,65,73.3,,,,,,,,,,,,,,
Cobb County,Georgia,13,67,76.9,,,,,,,,,,,,,,
Coffee County,Georgia,13,69,77.9,,,,,,,,,,,,,,
Colquitt County,Georgia,13,71,75.2,,,,,,,,,,,,,,
Columbia County,Georgia,13,73,75.3,,,,,,,,,,,,,,
Cook County,Georgia,13,75,75.3,,,,,,,,,,,,,,
Coweta County,Georgia,13,77,76.0,,,,,,,,,,,,,,
Crawford County,Georgia,13,79,79.1,,,,,,,,,,,,,,
Crisp County,Georgia,13,81,76.1,,,,,,,,,,,,,,
Dade County,Georgia,13,83,83.4,,,,,,,,,,,,,,
Dawson County,Georgia,13,85,80.8,,,,,,,,,,,,,,
Decatur County,Georgia,13,87,76.6,,,,,,,,,,,,,,
DeKalb County,Georgia,13,89,77.1,,,,,,,,,,,,,,
Dodge County,Georgia,13,91,80.9,,,,,,,,,,,,,,
Dooly County,Georgia,13,93,84.0,,,,,,,,,,,,,,
Dougherty County,Georgia,13,95,75.7,,,,,,,,,,,,,,
Douglas County,Georgia,13,97,74.4,,,,,,,,,,,,,,
Early County,Georgia,13,99,76.4,,,,,,,,,,,,,,
Echols County,Georgia,13,101,80.0,,,,,,,,,,,,,,
Effingham County,Georgia,13,103,74.7,,,,,,,,,,,,,,
Elbert County,Georgia,13,105,80.1,,,,,,,,,,,,,,
Emanuel County,Georgia,13,107,76.6,,,,,,,,,,,,,,
Evans County,Georgia,13,109,76.7,,,,,,,,,,,,,,
Fannin County,Georgia,13,111,83.7,,,,,,,,,,,,,,
Fayette County,Georgia,13,113,78.3,,,,,,,,,,,,,,
Floyd County,Georgia,13,115,77.7,,,,,,,,,,,,,,
Forsyth County,Georgia,13,117,72.9,,,,,,,,,,,,,,
Franklin County,Georgia,13,119,79.9,,,,,,,,,,,,,,
Fulton County,Georgia,13,121,78.2,,,,,,,,,,,,,,
Gilmer County,Georgia,13,123,81.2,,,,,,,,,,,,,,
Glascock County,Georgia,13,125,74.4,,,,,,,,,,,,,,
Glynn County,Georgia,13,127,78.0,,,,,,,,,,,,,,
Gordon County,Georgia,13,129,76.9,,,,,,,,,,,,,,
Grady County,Georgia,13,131,75.4,,,,,,,,,,,,,,
Greene County,Georgia,13,133,80.5,,,,,,,,,,,,,,
Gwinnett County,Georgia,13,135,74.2,,,,,,,,,,,,,,
Habersham County,Georgia,13,137,78.0,,,,,,,,,,,,,,
Hall County,Georgia,13,139,75.5,,,,,,,,,,,,,,
Hancock County,Georgia,13,141,86.4,,,,,,,,,,,,,,
Haralson County,Georgia,13,143,77.6,,,,,,,,,,,,,,
Harris County,Georgia,13,145,79.2,,,,,,,,,,,,,,
Hart County,Georgia,13,147,79.9,,,,,,,,,,,,,,
Heard County,Georgia,13,149,77.9,,,,,,,,,,,,,,
Henry County,Georgia,13,151,75.0,,,,,,,,,,,,,,
Houston County,Georgia,13,153,75.8,,,,,,,,,,,,,,
Irwin County,Georgia,13,155,78.8,,,,,,,,,,,,,,
Jackson County,Georgia,13,157,76.1,,,,,,,,,,,,,,
Jasper County,Georgia,13,159,78.3,,,,,,,,,,,,,,
Jeff Davis County,Georgia,13,161,73.5,,,,,,,,,,,,,,
Jefferson County,Georgia,13,163,75.4,,,,,,,,,,,,,,
Jenkins County,Georgia,13,165,75.5,,,,,,,,,,,,,,
Johnson County,Georgia,13,167,83.4,,,,,,,,,,,,,,
Jones County,Georgia,13,169,77.2,,,,,,,,,,,,,,
Lamar County,Georgia,13,171,79.7,,,,,,,,,,,,,,
Lanier County,Georgia,13,173,75.7,,,,,,,,,,,,,,
Laurens County,Georgia,13,175,76.5,,,,,,,,,,,,,,
Lee County,Georgia,13,177,75.5,,,,,,,,,,,,,,
Liberty County,Georgia,13,179,73.2,,,,,,,,,,,,,,
Lincoln County,Georgia,13,181,83.5,,,,,,,,,,,,,,
Long County,Georgia,13,183,75.8,,,,,,,,,,,,,,
Lowndes County,Georgia,13,185,77.1,,,,,,,,,,,,,,
Lumpkin County,Georgia,13,187,82.8,,,,,,,,,,,,,,
McDuffie County,Georgia,13,189,74.6,,,,,,,,,,,,,,
McIntosh County,Georgia,13,191,81.4,,,,,,,,,,,,,,
Macon County,Georgia,13,193,84.1,,,,,,,,,,,,,,
Madison County,Georgia,13,195,78.5,,,,,,,,,,,,,,
Marion County,Georgia,13,197,83.0,,,,,,,,,,,,,,
Meriwether County,Georgia,13,199,79.7,,,,,,,,,,,,,,
Miller County,Georgia,13,201,79.1,,,,,,,,,,,,,,
Mitchell County,Georgia,13,205,78.6,,,,,,,,,,,,,,
Monroe County,Georgia,13,207,80.9,,,,,,,,,,,,,,
Montgomery County,Georgia,13,209,81.4,,,,,,,,,,,,,,
Morgan County,Georgia,13,211,79.2,,,,,,,,,,,,,,
Murray County,Georgia,13,213,77.4,,,,,,,,,,,,,,
Muscogee County,Georgia,13,215,77.6,,,,,,,,,,,,,,
Newton County,Georgia,13,217,74.8,,,,,,,,,,,,,,
Oconee County,Georgia,13,219,75.7,,,,,,,,,,,,,,
Oglethorpe County,Georgia,13,221,78.8,,,,,,,,,,,,,,
Paulding County,Georgia,13,223,73.9,,,,,,,,,,,,,,
Peach County,Georgia,13,225,79.9,,,,,,,,,,,,,,
Pickens County,Georgia,13,227,81.4,,,,,,,,,,,,,,
Pierce County,Georgia,13,229,76.5,,,,,,,,,,,,,,
Pike County,Georgia,13,231,77.8,,,,,,,,,,,,,,
Polk County,Georgia,13,233,76.0,,,,,,,,,,,,,,
Pulaski County,Georgia,13,235,81.9,,,,,,,,,,,,,,
Putnam County,Georgia,13,237,83.1,,,,,,,,,,,,,,
Quitman County,Georgia,13,239,87.3,,,,,,,,,,,,,,
Rabun County,Georgia,13,241,84.0,,,,,,,,,,,,,,
Randolph County,Georgia,13,243,73.7,,,,,,,,,,,,,,
Richmond County,Georgia,13,245,77.5,,,,,,,,,,,,,,
Rockdale County,Georgia,13,247,75.7,,,,,,,,,,,,,,
Schley County,Georgia,13,249,75.9,,,,,,,,,,,,,,
Screven County,Georgia,13,251,78.5,,,,,,,,,,,,,,
Seminole County,Georgia,13,253,78.7,,,,,,,,,,,,,,
Spalding County,Georgia,13,255,76.4,,,,,,,,,,,,,,
Stephens County,Georgia,13,257,78.0,,,,,,,,,,,,,,
Stewart County,Georgia,13,259,88.4,,,,,,,,,,,,,,
Sumter County,Georgia,13,261,76.7,,,,,,,,,,,,,,
Talbot County,Georgia,13,263,83.1,,,,,,,,,,,,,,
Taliaferro County,Georgia,13,265,89.9,,,,,,,,,,,,,,
Tattnall County,Georgia,13,267,84.3,,,,,,,,,,,,,,
Taylor County,Georgia,13,269,79.3,,,,,,,,,,,,,,
Telfair County,Georgia,13,271,88.1,,,,,,,,,,,,,,
Terrell County,Georgia,13,273,76.6,,,,,,,,,,,,,,
Thomas County,Georgia,13,275,76.8,,,,,,,,,,,,,,
Tift County,Georgia,13,277,76.4,,,,,,,,,,,,,,
Toombs County,Georgia,13,279,74.7,,,,,,,,,,,,,,
Towns County,Georgia,13,281,85.7,,,,,,,,,,,,,,
Treutlen County,Georgia,13,283,82.5,,,,,,,,,,,,,,
Troup County,Georgia,13,285,76.4,,,,,,,,,,,,,,
Turner County,Georgia,13,287,76.2,,,,,,,,,,,,,,
Twiggs County,Georgia,13,289,81.6,,,,,,,,,,,,,,
Union County,Georgia,13,291,83.8,,,,,,,,,,,,,,
Upson County,Georgia,13,293,78.1,,,,,,,,,,,,,,
Walker County,Georgia,13,295,78.8,,,,,,,,,,,,,,
Walton County,Georgia,13,297,75.5,,,,,,,,,,,,,,
Ware County,Georgia,13,299,78.8,,,,,,,,,,,,,,
Warren County,Georgia,13,301,80.3,,,,,,,,,,,,,,
Washington County,Georgia,13,303,79.6,,,,,,,,,,,,,,
Wayne County,Georgia,13,305,78.3,,,,,,,,,,,,,,
Webster County,Georgia,13,307,78.6,,,,,,,,,,,,,,
Wheeler County,Georgia,13,309,88.6,,,,,,,,,,,,,,
White County,Georgia,13,311,80.5,,,,,,,,,,,,,,
Whitfield County,Georgia,13,313,74.9,,,,,,,,,,,,,,
Wilcox County,Georgia,13,315,85.7,,,,,,,,,,,,,,
Wilkes County,Georgia,13,317,80.8,,,,,,,,,,,,,,
Wilkinson County,Georgia,13,319,77.0,,,,,,,,,,,,,,
Worth County,Georgia,13,321,78.8,,,,,,,,,,,,,,
Hawaii County,Hawaii,15,1,79.6,,,,,,,,,,,,,,
Honolulu County,Hawaii,15,3,80.3,,,,,,,,,,,,,,
Kauai County,Hawaii,15,7,79.2,,,,,,,,,,,,,,
Kalawao County,Hawaii,15,5,100.0,,,,,,,,,,,,,,
Maui County,Hawaii,15,9,79.3,,,,,,,,,,,,,,
Ada County,Idaho,16,1,76.8,,,,,,,,,,,,,,
Adams County,Idaho,16,3,82.5,,,,,,,,,,,,,,
Bannock County,Idaho,16,5,75.1,,,,,,,,,,,,,,
Bear Lake County,Idaho,16,7,76.7,,,,,,,,,,,,,,
Benewah County,Idaho,16,9,80.3,,,,,,,,,,,,,,
Bingham County,Idaho,16,11,70.2,,,,,,,,,,,,,,
Blaine County,Idaho,16,13,79.2,,,,,,,,,,,,,,
Boise County,Idaho,16,15,82.3,,,,,,,,,,,,,,
Bonner County,Idaho,16,17,81.0,,,,,,,,,,,,,,
Bonneville County,Idaho,16,19,71.6,,,,,,,,,,,,,,
Boundary County,Idaho,16,21,79.5,,,,,,,,,,,,,,
Butte County,Idaho,16,23,75.6,,,,,,,,,,,,,,
Camas County,Idaho,16,25,82.9,,,,,,,,,,,,,,
Canyon County,Idaho,16,27,71.8,,,,,,,,,,,,,,
Caribou County,Idaho,16,29,73.6,,,,,,,,,,,,,,
Cassia County,Idaho,16,31,70.5,,,,,,,,,,,,,,
Clearwater County,Idaho,16,35,86.8,,,,,,,,,,,,,,
Custer County,Idaho,16,37,82.9,,,,,,,,,,,,,,
Elmore County,Idaho,16,39,76.2,,,,,,,,,,,,,,
Franklin County,Idaho,16,41,68.3,,,,,,,,,,,,,,
Fremont County,Idaho,16,43,75.4,,,,,,,,,,,,,,
Gem County,Idaho,16,45,77.9,,,,,,,,,,,,,,
Gooding County,Idaho,16,47,74.8,,,,,,,,,,,,,,
Idaho County,Idaho,16,49,82.1,,,,,,,,,,,,,,
Jefferson County,Idaho,16,51,68.1,,,,,,,,,,,,,,
Jerome County,Idaho,16,53,71.8,,,,,,,,,,,,,,
Kootenai County,Idaho,16,55,77.8,,,,,,,,,,,,,,
Latah County,Idaho,16,57,83.6,,,,,,,,,,,,,,
Lemhi County,Idaho,16,59,84.9,,,,,,,,,,,,,,
Lewis County,Idaho,16,61,78.8,,,,,,,,,,,,,,
Lincoln County,Idaho,16,63,71.5,,,,,,,,,,,,,,
Madison County,Idaho,16,65,73.9,,,,,,,,,,,,,,
Minidoka County,Idaho,16,67,74.2,,,,,,,,,,,,,,
Nez Perce County,Idaho,16,69,79.5,,,,,,,,,,,,,,
Oneida County,Idaho,16,71,75.3,,,,,,,,,,,,,,
Owyhee County,Idaho,16,73,76.6,,,,,,,,,,,,,,
Payette County,Idaho,16,75,75.7,,,,,,,,,,,,,,
Power County,Idaho,16,77,73.5,,,,,,,,,,,,,,
Shoshone County,Idaho,16,79,82.4,,,,,,,,,,,,,,
Teton County,Idaho,16,81,75.0,,,,,,,,,,,,,,
Twin Falls County,Idaho,16,83,74.6,,,,,,,,,,,,,,
Valley County,Idaho,16,85,83.4,,,,,,,,,,,,,,
Washington County,Idaho,16,87,80.2,,,,,,,,,,,,,,
Adams County,Illinois,17,1,78.8,,,,,,,,,,,,,,
Alexander County,Illinois,17,3,77.2,,,,,,,,,,,,,,
Bond County,Illinois,17,5,82.5,,,,,,,,,,,,,,
Boone County,Illinois,17,7,76.5,,,,,,,,,,,,,,
Brown County,Illinois,17,9,90.0,,,,,,,,,,,,,,
Bureau County,Illinois,17,11,79.7,,,,,,,,,,,,,,
Calhoun County,Illinois,17,13,81.5,,,,,,,,,,,,,,
Carroll County,Illinois,17,15,81.8,,,,,,,,,,,,,,
Cass County,Illinois,17,17,77.0,,,,,,,,,,,,,,
Champaign County,Illinois,17,19,82.8,,,,,,,,,,,,,,
Christian County,Illinois,17,21,80.8,,,,,,,,,,,,,,
Clark County,Illinois,17,23,79.1,,,,,,,,,,,,,,
Clay County,Illinois,17,25,79.4,,,,,,,,,,,,,,
Clinton County,Illinois,17,27,81.4,,,,,,,,,,,,,,
Coles County,Illinois,17,29,83.1,,,,,,,,,,,,,,
Cook County,Illinois,17,31,78.7,,,,,,,,,,,,,,
Crawford County,Illinois,17,33,82.6,,,,,,,,,,,,,,
Cumberland County,Illinois,17,35,78.9,,,,,,,,,,,,,,
DeKalb County,Illinois,17,37,79.8,,,,,,,,,,,,,,
De Witt County,Illinois,17,39,79.4,,,,,,,,,,,,,,
Douglas County,Illinois,17,41,76.3,,,,,,,,,,,,,,
DuPage County,Illinois,17,43,78.3,,,,,,,,,,,,,,
Edgar County,Illinois,17,45,80.3,,,,,,,,,,,,,,
Edwards County,Illinois,17,47,79.6,,,,,,,,,,,,,,
Effingham County,Illinois,17,49,77.9,,,,,,,,,,,,,,
Fayette County,Illinois,17,51,81.0,,,,,,,,,,,,,,
Ford County,Illinois,17,53,78.6,,,,,,,,,,,,,,
Franklin County,Illinois,17,55,79.0,,,,,,,,,,,,,,
Fulton County,Illinois,17,57,82.4,,,,,,,,,,,,,,
Gallatin County,Illinois,17,59,82.9,,,,,,,,,,,,,,
Greene County,Illinois,17,61,81.2,,,,,,,,,,,,,,
Grundy County,Illinois,17,63,75.6,,,,,,,,,,,,,,
Hamilton County,Illinois,17,65,79.7,,,,,,,,,,,,,,
Hancock County,Illinois,17,67,80.4,,,,,,,,,,,,,,
Hardin County,Illinois,17,69,81.0,,,,,,,,,,,,,,
Henderson County,Illinois,17,71,83.9,,,,,,,,,,,,,,
Henry County,Illinois,17,73,78.7,,,,,,,,,,,,,,
Iroquois County,Illinois,17,75,79.2,,,,,,,,,,,,,,
Jackson County,Illinois,17,77,84.6,,,,,,,,,,,,,,
Jasper County,Illinois,17,79,81.2,,,,,,,,,,,,,,
Jefferson County,Illinois,17,81,80.7,,,,,,,,,,,,,,
Jersey County,Illinois,17,83,80.3,,,,,,,,,,,,,,
Jo Daviess County,Illinois,17,85,81.2,,,,,,,,,,,,,,
Johnson County,Illinois,17,87,86.1,,,,,,,,,,,,,,
Kane County,Illinois,17,89,75.1,,,,,,,,,,,,,,
Kankakee County,Illinois,17,91,77.8,,,,,,,,,,,,,,
Kendall County,Illinois,17,93,72.2,,,,,,,,,,,,,,
Knox County,Illinois,17,95,81.9,,,,,,,,,,,,,,
Lake County,Illinois,17,97,76.7,,,,,,,,,,,,,,
LaSalle County,Illinois,17,99,80.1,,,,,,,,,,,,,,
Lawrence County,Illinois,17,101,85.5,,,,,,,,,,,,,,
Lee County,Illinois,17,103,82.5,,,,,,,,,,,,,,
Livingston County,Illinois,17,105,80.4,,,,,,,,,,,,,,
Logan County,Illinois,17,107,82.7,,,,,,,,,,,,,,
McDonough County,Illinois,17,109,84.5,,,,,,,,,,,,,,
McHenry County,Illinois,17,111,77.0,,,,,,,,,,,,,,
McLean County,Illinois,17,113,79.4,,,,,,,,,,,,,,
Macon County,Illinois,17,115,79.0,,,,,,,,,,,,,,
Macoupin County,Illinois,17,117,79.6,,,,,,,,,,,,,,
Madison County,Illinois,17,119,78.9,,,,,,,,,,,,,,
Marion County,Illinois,17,121,78.4,,,,,,,,,,,,,,
Marshall County,Illinois,17,123,81.2,,,,,,,,,,,,,,
Mason County,Illinois,17,125,80.7,,,,,,,,,,,,,,
Massac County,Illinois,17,127,79.5,,,,,,,,,,,,,,
Menard County,Illinois,17,129,78.6,,,,,,,,,,,,,,
Mercer County,Illinois,17,131,80.2,,,,,,,,,,,,,,
Monroe County,Illinois,17,133,78.2,,,,,,,,,,,,,,
Montgomery County,Illinois,17,135,83.1,,,,,,,,,,,,,,
Morgan County,Illinois,17,137,81.3,,,,,,,,,,,,,,
Moultrie County,Illinois,17,139,77.0,,,,,,,,,,,,,,
Ogle County,Illinois,17,141,78.7,,,,,,,,,,,,,,
Peoria County,Illinois,17,143,77.4,,,,,,,,,,,,,,
Perry County,Illinois,17,145,83.1,,,,,,,,,,,,,,
Piatt County,Illinois,17,147,80.2,,,,,,,,,,,,,,
Pike County,Illinois,17,149,79.7,,,,,,,,,,,,,,
Pope County,Illinois,17,151,86.3,,,,,,,,,,,,,,
Pulaski County,Illinois,17,153,76.4,,,,,,,,,,,,,,
Putnam County,Illinois,17,155,80.5,,,,,,,,,,,,,,
Randolph County,Illinois,17,157,84.2,,,,,,,,,,,,,,
Richland County,Illinois,17,159,78.5,,,,,,,,,,,,,,
Rock Island County,Illinois,17,161,79.2,,,,,,,,,,,,,,
Saint Clair County,Illinois,17,163,77.5,,,,,,,,,,,,,,
Saline County,Illinois,17,165,79.9,,,,,,,,,,,,,,
Sangamon County,Illinois,17,167,78.2,,,,,,,,,,,,,,
Schuyler County,Illinois,17,169,83.5,,,,,,,,,,,,,,
Scott County,Illinois,17,171,79.0,,,,,,,,,,,,,,
Shelby County,Illinois,17,173,80.2,,,,,,,,,,,,,,
Stark County,Illinois,17,175,80.6,,,,,,,,,,,,,,
Stephenson County,Illinois,17,177,79.7,,,,,,,,,,,,,,
Tazewell County,Illinois,17,179,78.5,,,,,,,,,,,,,,
Union County,Illinois,17,181,80.7,,,,,,,,,,,,,,
Vermilion County,Illinois,17,183,78.0,,,,,,,,,,,,,,
Wabash County,Illinois,17,185,80.3,,,,,,,,,,,,,,
Warren County,Illinois,17,187,78.6,,,,,,,,,,,,,,
Washington County,Illinois,17,189,81.1,,,,,,,,,,,,,,
Wayne County,Illinois,17,191,79.2,,,,,,,,,,,,,,
White County,Illinois,17,193,80.1,,,,,,,,,,,,,,
Whiteside County,Illinois,17,195,79.0,,,,,,,,,,,,,,
Will County,Illinois,17,197,75.5,,,,,,,,,,,,,,
Williamson County,Illinois,17,199,80.1,,,,,,,,,,,,,,
Winnebago County,Illinois,17,201,77.6,,,,,,,,,,,,,,
Woodford County,Illinois,17,203,77.7,,,,,,,,,,,,,,
Adams County,Indiana,18,1,70.7,,,,,,,,,,,,,,
Allen County,Indiana,18,3,75.4,,,,,,,,,,,,,,
Bartholomew County,Indiana,18,5,77.9,,,,,,,,,,,,,,
Benton County,Indiana,18,7,75.5,,,,,,,,,,,,,,
Blackford County,Indiana,18,9,79.6,,,,,,,,,,,,,,
Boone County,Indiana,18,11,74.8,,,,,,,,,,,,,,
Brown County,Indiana,18,13,82.8,,,,,,,,,,,,,,
Carroll County,Indiana,18,15,79.2,,,,,,,,,,,,,,
Cass County,Indiana,18,17,78.5,,,,,,,,,,,,,,
Clark County,Indiana,18,19,78.3,,,,,,,,,,,,,,
Clay County,Indiana,18,21,78.8,,,,,,,,,,,,,,
Clinton County,Indiana,18,23,75.5,,,,,,,,,,,,,,
Crawford County,Indiana,18,25,80.1,,,,,,,,,,,,,,
Daviess County,Indiana,18,27,72.8,,,,,,,,,,,,,,
Dearborn County,Indiana,18,29,78.7,,,,,,,,,,,,,,
Decatur County,Indiana,18,31,77.5,,,,,,,,,,,,,,
DeKalb County,Indiana,18,33,76.9,,,,,,,,,,,,,,
Delaware County,Indiana,18,35,82.3,,,,,,,,,,,,,,
Dubois County,Indiana,18,37,77.8,,,,,,,,,,,,,,
Elkhart County,Indiana,18,39,74.3,,,,,,,,,,,,,,
Fayette County,Indiana,18,41,79.2,,,,,,,,,,,,,,
Floyd County,Indiana,18,43,78.5,,,,,,,,,,,,,,
Fountain County,Indiana,18,45,78.0,,,,,,,,,,,,,,
Franklin County,Indiana,18,47,77.9,,,,,,,,,,,,,,
Fulton County,Indiana,18,49,77.3,,,,,,,,,,,,,,
Gibson County,Indiana,18,51,77.5,,,,,,,,,,,,,,
Grant County,Indiana,18,53,80.2,,,,,,,,,,,,,,
Greene County,Indiana,18,55,79.8,,,,,,,,,,,,,,
Hamilton County,Indiana,18,57,72.9,,,,,,,,,,,,,,
Hancock County,Indiana,18,59,77.2,,,,,,,,,,,,,,
Harrison County,Indiana,18,61,79.2,,,,,,,,,,,,,,
Hendricks County,Indiana,18,63,76.5,,,,,,,,,,,,,,
Henry County,Indiana,18,65,81.6,,,,,,,,,,,,,,
Howard County,Indiana,18,67,78.6,,,,,,,,,,,,,,
Huntington County,Indiana,18,69,78.9,,,,,,,,,,,,,,
Jackson County,Indiana,18,71,77.3,,,,,,,,,,,,,,
Jasper County,Indiana,18,73,77.8,,,,,,,,,,,,,,
Jay County,Indiana,18,75,76.4,,,,,,,,,,,,,,
Jefferson County,Indiana,18,77,80.4,,,,,,,,,,,,,,
Jennings County,Indiana,18,79,77.3,,,,,,,,,,,,,,
Johnson County,Indiana,18,81,75.8,,,,,,,,,,,,,,
Knox County,Indiana,18,83,80.8,,,,,,,,,,,,,,
Kosciusko County,Indiana,18,85,77.5,,,,,,,,,,,,,,
LaGrange County,Indiana,18,87,68.1,,,,,,,,,,,,,,
Lake County,Indiana,18,89,76.9,,,,,,,,,,,,,,
LaPorte County,Indiana,18,91,81.0,,,,,,,,,,,,,,
Lawrence County,Indiana,18,93,79.1,,,,,,,,,,,,,,
Madison County,Indiana,18,95,79.6,,,,,,,,,,,,,,
Marion County,Indiana,18,97,76.2,,,,,,,,,,,,,,
Marshall County,Indiana,18,99,76.3,,,,,,,,,,,,,,
Martin County,Indiana,18,101,78.9,,,,,,,,,,,,,,
Miami County,Indiana,18,103,81.7,,,,,,,,,,,,,,
Monroe County,Indiana,18,105,85.2,,,,,,,,,,,,,,
Montgomery County,Indiana,18,107,78.3,,,,,,,,,,,,,,
Morgan County,Indiana,18,109,78.5,,,,,,,,,,,,,,
Newton County,Indiana,18,111,79.3,,,,,,,,,,,,,,
Noble County,Indiana,18,113,76.9,,,,,,,,,,,,,,
Ohio County,Indiana,18,115,81.3,,,,,,,,,,,,,,
Orange County,Indiana,18,117,78.5,,,,,,,,,,,,,,
Owen County,Indiana,18,119,79.6,,,,,,,,,,,,,,
Parke County,Indiana,18,121,79.1,,,,,,,,,,,,,,
Perry County,Indiana,18,123,82.1,,,,,,,,,,,,,,
Pike County,Indiana,18,125,80.8,,,,,,,,,,,,,,
Porter County,Indiana,18,127,78.9,,,,,,,,,,,,,,
Posey County,Indiana,18,129,80.0,,,,,,,,,,,,,,
Pulaski County,Indiana,18,131,79.5,,,,,,,,,,,,,,
Putnam County,Indiana,18,133,82.5,,,,,,,,,,,,,,
Randolph County,Indiana,18,135,79.4,,,,,,,,,,,,,,
Ripley County,Indiana,18,137,78.1,,,,,,,,,,,,,,
Rush County,Indiana,18,139,78.8,,,,,,,,,,,,,,
Saint Joseph County,Indiana,18,141,77.4,,,,,,,,,,,,,,
Scott County,Indiana,18,143,79.1,,,,,,,,,,,,,,
Shelby County,Indiana,18,145,79.0,,,,,,,,,,,,,,
Spencer County,Indiana,18,147,79.5,,,,,,,,,,,,,,
Starke County,Indiana,18,149,79.4,,,,,,,,,,,,,,
Steuben County,Indiana,18,151,81.6,,,,,,,,,,,,,,
Sullivan County,Indiana,18,153,83.0,,,,,,,,,,,,,,
Switzerland County,Indiana,18,155,76.4,,,,,,,,,,,,,,
Tippecanoe County,Indiana,18,157,81.7,,,,,,,,,,,,,,
Tipton County,Indiana,18,159,79.8,,,,,,,,,,,,,,
Union County,Indiana,18,161,78.1,,,,,,,,,,,,,,
Vanderburgh County,Indiana,18,163,79.0,,,,,,,,,,,,,,
Vermillion County,Indiana,18,165,78.7,,,,,,,,,,,,,,
Vigo County,Indiana,18,167,81.2,,,,,,,,,,,,,,
Wabash County,Indiana,18,169,80.9,,,,,,,,,,,,,,
Warren County,Indiana,18,171,80.4,,,,,,,,,,,,,,
Warrick County,Indiana,18,173,76.4,,,,,,,,,,,,,,
Washington County,Indiana,18,175,78.3,,,,,,,,,,,,,,
Wayne County,Indiana,18,177,79.1,,,,,,,,,,,,,,
Wells County,Indiana,18,179,78.3,,,,,,,,,,,,,,
White County,Indiana,18,181,78.0,,,,,,,,,,,,,,
Whitley County,Indiana,18,183,78.0,,,,,,,,,,,,,,
Adair County,Iowa,19,1,80.9,,,,,,,,,,,,,,
Adams County,Iowa,19,3,80.0,,,,,,,,,,,,,,
Allamakee County,Iowa,19,5,79.5,,,,,,,,,,,,,,
Appanoose County,Iowa,19,7,78.0,,,,,,,,,,,,,,
Audubon County,Iowa,19,9,81.5,,,,,,,,,,,,,,
Benton County,Iowa,19,11,77.3,,,,,,,,,,,,,,
Black Hawk County,Iowa,19,13,79.9,,,,,,,,,,,,,,
Boone County,Iowa,19,15,79.3,,,,,,,,,,,,,,
Bremer County,Iowa,19,17,79.3,,,,,,,,,,,,,,
Buchanan County,Iowa,19,19,76.0,,,,,,,,,,,,,,
Buena Vista County,Iowa,19,21,77.4,,,,,,,,,,,,,,
Butler County,Iowa,19,23,78.5,,,,,,,,,,,,,,
Calhoun County,Iowa,19,25,81.2,,,,,,,,,,,,,,
Carroll County,Iowa,19,27,77.4,,,,,,,,,,,,,,
Cass County,Iowa,19,29,78.4,,,,,,,,,,,,,,
Cedar County,Iowa,19,31,79.3,,,,,,,,,,,,,,
Cerro Gordo County,Iowa,19,33,80.8,,,,,,,,,,,,,,
Cherokee County,Iowa,19,35,80.8,,,,,,,,,,,,,,
Chickasaw County,Iowa,19,37,78.5,,,,,,,,,,,,,,
Clarke County,Iowa,19,39,76.2,,,,,,,,,,,,,,
Clay County,Iowa,19,41,78.5,,,,,,,,,,,,,,
Clayton County,Iowa,19,43,80.1,,,,,,,,,,,,,,
Clinton County,Iowa,19,45,79.1,,,,,,,,,,,,,,
Crawford County,Iowa,19,47,76.7,,,,,,,,,,,,,,
Dallas County,Iowa,19,49,74.0,,,,,,,,,,,,,,
Davis County,Iowa,19,51,74.7,,,,,,,,,,,,,,
Decatur County,Iowa,19,53,80.7,,,,,,,,,,,,,,
Delaware County,Iowa,19,55,78.6,,,,,,,,,,,,,,
Des Moines County,Iowa,19,57,79.1,,,,,,,,,,,,,,
Dickinson County,Iowa,19,59,82.3,,,,,,,,,,,,,,
Dubuque County,Iowa,19,61,78.8,,,,,,,,,,,,,,
Emmet County,Iowa,19,63,80.6,,,,,,,,,,,,,,
Fayette County,Iowa,19,65,80.8,,,,,,,,,,,,,,
Floyd County,Iowa,19,67,79.0,,,,,,,,,,,,,,
Franklin County,Iowa,19,69,78.5,,,,,,,,,,,,,,
Fremont County,Iowa,19,71,80.5,,,,,,,,,,,,,,
Greene County,Iowa,19,73,78.4,,,,,,,,,,,,,,
Grundy County,Iowa,19,75,78.2,,,,,,,,,,,,,,
Guthrie County,Iowa,19,77,79.4,,,,,,,,,,,,,,
Hamilton County,Iowa,19,79,79.8,,,,,,,,,,,,,,
Hancock County,Iowa,19,81,79.4,,,,,,,,,,,,,,
Hardin County,Iowa,19,83,80.6,,,,,,,,,,,,,,
Harrison County,Iowa,19,85,79.5,,,,,,,,,,,,,,
Henry County,Iowa,19,87,79.8,,,,,,,,,,,,,,
Howard County,Iowa,19,89,77.7,,,,,,,,,,,,,,
