County,State,State_FIPS,County_FIPS,total_population_race
Dunn County,Wisconsin,55,033,43871
Eau Claire County,Wisconsin,55,035,99788
Florence County,Wisconsin,55,037,4477
Fond du Lac County,Wisconsin,55,039,101666
Forest County,Wisconsin,55,041,9255
Grant County,Wisconsin,55,043,51080
Green County,Wisconsin,55,045,36901
Green Lake County,Wisconsin,55,047,19042
Iowa County,Wisconsin,55,049,23709
Iron County,Wisconsin,55,051,5937
Jackson County,Wisconsin,55,053,20506
Jefferson County,Wisconsin,55,055,83985
Juneau County,Wisconsin,55,057,26673
Kenosha County,Wisconsin,55,059,166874
Kewaunee County,Wisconsin,55,061,20578
La Crosse County,Wisconsin,55,063,115420
Lafayette County,Wisconsin,55,065,16841
Langlade County,Wisconsin,55,067,19838
Lincoln County,Wisconsin,55,069,28650
Manitowoc County,Wisconsin,55,071,81098
Marathon County,Wisconsin,55,073,134497
Marinette County,Wisconsin,55,075,41632
Marquette County,Wisconsin,55,077,15308
Menominee County,Wisconsin,55,078,4292
Milwaukee County,Wisconsin,55,079,950527
Monroe County,Wisconsin,55,081,44953
Oconto County,Wisconsin,55,083,37531
Oneida County,Wisconsin,55,085,35868
Outagamie County,Wisconsin,55,087,178013
Ozaukee County,Wisconsin,55,089,86708
Pepin County,Wisconsin,55,091,7417
Pierce County,Wisconsin,55,093,40870
Polk County,Wisconsin,55,095,43905
Portage County,Wisconsin,55,097,70136
Price County,Wisconsin,55,099,14025
Racine County,Wisconsin,55,101,195045
Richland County,Wisconsin,55,103,17911
Rock County,Wisconsin,55,105,160345
Rusk County,Wisconsin,55,107,14571
Saint Croix County,Wisconsin,55,109,84912
Sauk County,Wisconsin,55,111,62353
Sawyer County,Wisconsin,55,113,16542
Shawano County,Wisconsin,55,115,41776
Sheboygan County,Wisconsin,55,117,115235
Taylor County,Wisconsin,55,119,20633
Trempealeau County,Wisconsin,55,121,29098
Vernon County,Wisconsin,55,123,30002
Vilas County,Wisconsin,55,125,21401
Walworth County,Wisconsin,55,127,102619
Washburn County,Wisconsin,55,129,15842
Washington County,Wisconsin,55,131,132186
Waukesha County,Wisconsin,55,133,391200
Waupaca County,Wisconsin,55,135,52300
Waushara County,Wisconsin,55,137,24483
Winnebago County,Wisconsin,55,139,167860
Wood County,Wisconsin,55,141,74469
Albany County,Wyoming,56,001,36745
Big Horn County,Wyoming,56,003,11741
Campbell County,Wyoming,56,005,46901
Carbon County,Wyoming,56,007,15809
Converse County,Wyoming,56,009,13937
Crook County,Wyoming,56,011,7110
Fremont County,Wyoming,56,013,40517
Goshen County,Wyoming,56,015,13458
Hot Springs County,Wyoming,56,017,4825
Johnson County,Wyoming,56,019,8595
Laramie County,Wyoming,56,021,93073
Lincoln County,Wyoming,56,023,18100
Natrona County,Wyoming,56,025,77343
Niobrara County,Wyoming,56,027,2495
Park County,Wyoming,56,029,28557
Platte County,Wyoming,56,031,8701
Sheridan County,Wyoming,56,033,29376
Sublette County,Wyoming,56,035,10178
Sweetwater County,Wyoming,56,037,44437
Teton County,Wyoming,56,039,21575
Uinta County,Wyoming,56,041,21040
Washakie County,Wyoming,56,043,8468
Weston County,Wyoming,56,045,7153
