County,State,State_FIPS,County_FIPS,total_population_race
Vanderburgh County,Indiana,18,163,180233
Vermillion County,Indiana,18,165,16098
Vigo County,Indiana,18,167,108084
Wabash County,Indiana,18,169,32650
Warren County,Indiana,18,171,8464
Warrick County,Indiana,18,173,60163
Washington County,Indiana,18,175,28064
Wayne County,Indiana,18,177,68557
Wells County,Indiana,18,179,27707
White County,Indiana,18,181,24542
Whitley County,Indiana,18,183,33274
Adair County,Iowa,19,001,7588
Adams County,Iowa,19,003,3973
Allamakee County,Iowa,19,005,14242
Appanoose County,Iowa,19,007,12808
Audubon County,Iowa,19,009,6002
Benton County,Iowa,19,011,25971
Black Hawk County,Iowa,19,013,131468
Boone County,Iowa,19,015,26310
Bremer County,Iowa,19,017,24387
Buchanan County,Iowa,19,019,20954
Buena Vista County,Iowa,19,021,20350
Butler County,Iowa,19,023,14909
Calhoun County,Iowa,19,025,9952
Carroll County,Iowa,19,027,20732
Cass County,Iowa,19,029,13793
Cedar County,Iowa,19,031,18452
Cerro Gordo County,Iowa,19,033,43932
Cherokee County,Iowa,19,035,12013
Chickasaw County,Iowa,19,037,12379
Clarke County,Iowa,19,039,9311
Clay County,Iowa,19,041,16604
Clayton County,Iowa,19,043,17990
Clinton County,Iowa,19,045,48896
Crawford County,Iowa,19,047,17205
Dallas County,Iowa,19,049,69526
Davis County,Iowa,19,051,8755
Decatur County,Iowa,19,053,8308
Delaware County,Iowa,19,055,17665
Des Moines County,Iowa,19,057,40301
Dickinson County,Iowa,19,059,16818
Dubuque County,Iowa,19,061,94411
Emmet County,Iowa,19,063,10141
Fayette County,Iowa,19,065,20822
Floyd County,Iowa,19,067,16177
Franklin County,Iowa,19,069,10623
Fremont County,Iowa,19,071,7291
Greene County,Iowa,19,073,9255
Grundy County,Iowa,19,075,12416
Guthrie County,Iowa,19,077,10843
Hamilton County,Iowa,19,079,15486
Hancock County,Iowa,19,081,11243
Hardin County,Iowa,19,083,17453
Harrison County,Iowa,19,085,14729
Henry County,Iowa,19,087,20188
Howard County,Iowa,19,089,9560
Humboldt County,Iowa,19,091,9776
Ida County,Iowa,19,093,7099
Iowa County,Iowa,19,095,16323
Jackson County,Iowa,19,097,19737
Jasper County,Iowa,19,099,36710
Jefferson County,Iowa,19,101,16800
Johnson County,Iowa,19,103,134034
Jones County,Iowa,19,105,20637
Keokuk County,Iowa,19,107,10428
Kossuth County,Iowa,19,109,15437
Lee County,Iowa,19,111,35736
Linn County,Iowa,19,113,213425
Louisa County,Iowa,19,115,11348
Lucas County,Iowa,19,117,8840
Lyon County,Iowa,19,119,11659
Madison County,Iowa,19,121,15606
Mahaska County,Iowa,19,123,22428
Marion County,Iowa,19,125,33318
Marshall County,Iowa,19,127,40800
Mills County,Iowa,19,129,14983
Mitchell County,Iowa,19,131,10739
Monona County,Iowa,19,133,9208
Monroe County,Iowa,19,135,8010
Montgomery County,Iowa,19,137,10625
Muscatine County,Iowa,19,139,42798
O'Brien County,Iowa,19,141,14249
Osceola County,Iowa,19,143,6335
Page County,Iowa,19,145,15838
Palo Alto County,Iowa,19,147,9352
Plymouth County,Iowa,19,149,24923
Pocahontas County,Iowa,19,151,7243
Polk County,Iowa,19,153,438307
Pottawattamie County,Iowa,19,155,92962
Poweshiek County,Iowa,19,157,18804
Ringgold County,Iowa,19,159,5107
Sac County,Iowa,19,161,10227
Scott County,Iowa,19,163,167080
Shelby County,Iowa,19,165,12088
Sioux County,Iowa,19,167,34050
Story County,Iowa,19,169,90750
Tama County,Iowa,19,171,17661
Taylor County,Iowa,19,173,6256
Union County,Iowa,19,175,12547
Van Buren County,Iowa,19,177,7517
Wapello County,Iowa,19,179,35469
Warren County,Iowa,19,181,46631
Washington County,Iowa,19,183,21834
Wayne County,Iowa,19,185,6382
Webster County,Iowa,19,187,37626
Winnebago County,Iowa,19,189,10732
Winneshiek County,Iowa,19,191,21038
Woodbury County,Iowa,19,193,102155
Worth County,Iowa,19,195,7562
Wright County,Iowa,19,197,13092
Allen County,Kansas,20,001,13318
Anderson County,Kansas,20,003,8021
Atchison County,Kansas,20,005,16839
Barber County,Kansas,20,007,4898
Barton County,Kansas,20,009,27602
Bourbon County,Kansas,20,011,15004
Brown County,Kansas,20,013,9969
Butler County,Kansas,20,015,65786
Chase County,Kansas,20,017,2763
Chautauqua County,Kansas,20,019,3614
Cherokee County,Kansas,20,021,21361
Cheyenne County,Kansas,20,023,2708
Clark County,Kansas,20,025,2188
Clay County,Kansas,20,027,8500
Cloud County,Kansas,20,029,9419
Coffey County,Kansas,20,031,8516
Comanche County,Kansas,20,033,1905
Cowley County,Kansas,20,035,36232
Crawford County,Kansas,20,037,39182
Decatur County,Kansas,20,039,2933
Dickinson County,Kansas,20,041,19734
Doniphan County,Kansas,20,043,7905
Douglas County,Kansas,20,045,112210
Edwards County,Kansas,20,047,2998
Elk County,Kansas,20,049,2782
Ellis County,Kansas,20,051,28746
Ellsworth County,Kansas,20,053,6454
Finney County,Kansas,20,055,36920
Ford County,Kansas,20,057,34217
Franklin County,Kansas,20,059,25870
Geary County,Kansas,20,061,35583
Gove County,Kansas,20,063,2835
Graham County,Kansas,20,065,2604
Grant County,Kansas,20,067,7869
Gray County,Kansas,20,069,6012
Greeley County,Kansas,20,071,1202
Greenwood County,Kansas,20,073,6582
Hamilton County,Kansas,20,075,2645
Harper County,Kansas,20,077,5951
Harvey County,Kansas,20,079,34722
Haskell County,Kansas,20,081,4219
Hodgeman County,Kansas,20,083,1946
Jackson County,Kansas,20,085,13430
Jefferson County,Kansas,20,087,18971
Jewell County,Kansas,20,089,3061
Johnson County,Kansas,20,091,552947
Kearny County,Kansas,20,093,3956
Kingman County,Kansas,20,095,7860
Kiowa County,Kansas,20,097,2527
Labette County,Kansas,20,099,21369
Lane County,Kansas,20,101,1616
Leavenworth County,Kansas,20,103,77002
Lincoln County,Kansas,20,105,3199
Linn County,Kansas,20,107,9580
Logan County,Kansas,20,109,2775
Lyon County,Kansas,20,111,33624
McPherson County,Kansas,20,113,29297
Marion County,Kansas,20,115,12491
Marshall County,Kansas,20,117,10057
Meade County,Kansas,20,119,4486
Miami County,Kansas,20,121,32682
Mitchell County,Kansas,20,123,6368
Montgomery County,Kansas,20,125,34869
Morris County,Kansas,20,127,5869
Morton County,Kansas,20,129,3182
Nemaha County,Kansas,20,131,10149
Neosho County,Kansas,20,133,16477
Ness County,Kansas,20,135,3095
Norton County,Kansas,20,137,5640
Osage County,Kansas,20,139,16260
Osborne County,Kansas,20,141,3846
Ottawa County,Kansas,20,143,6078
Pawnee County,Kansas,20,145,6971
Phillips County,Kansas,20,147,5573
Pottawatomie County,Kansas,20,149,22009
Pratt County,Kansas,20,151,9730
Rawlins County,Kansas,20,153,2545
Reno County,Kansas,20,155,64319
Republic County,Kansas,20,157,4919
Rice County,Kansas,20,159,10055
Riley County,Kansas,20,161,73243
Rooks County,Kansas,20,163,5189
Rush County,Kansas,20,165,3233
Russell County,Kansas,20,167,6945
Saline County,Kansas,20,169,55633
Scott County,Kansas,20,171,4930
Sedgwick County,Kansas,20,173,500768
Seward County,Kansas,20,175,23146
Shawnee County,Kansas,20,177,178378
Sheridan County,Kansas,20,179,2553
Sherman County,Kansas,20,181,6063
Smith County,Kansas,20,183,3790
Stafford County,Kansas,20,185,4391
Stanton County,Kansas,20,187,2210
Stevens County,Kansas,20,189,5713
Sumner County,Kansas,20,191,23884
Thomas County,Kansas,20,193,7902
Trego County,Kansas,20,195,2981
Wabaunsee County,Kansas,20,197,7050
Wallace County,Kansas,20,199,1568
Washington County,Kansas,20,201,5763
Wichita County,Kansas,20,203,2231
Wilson County,Kansas,20,205,9269
Woodson County,Kansas,20,207,3278
Wyandotte County,Kansas,20,209,158348
Adair County,Kentucky,21,001,18696
Allen County,Kentucky,21,003,20123
Anderson County,Kentucky,21,005,21575
Ballard County,Kentucky,21,007,8282
Barren County,Kentucky,21,009,42504
Bath County,Kentucky,21,011,11732
Bell County,Kentucky,21,013,28409
Boone County,Kentucky,21,015,121214
Bourbon County,Kentucky,21,017,19999
Boyd County,Kentucky,21,019,49314
Boyle County,Kentucky,21,021,28701
Bracken County,Kentucky,21,023,8472
Breathitt County,Kentucky,21,025,13776
Breckinridge County,Kentucky,21,027,20059
Bullitt County,Kentucky,21,029,75250
Butler County,Kentucky,21,031,12746
Caldwell County,Kentucky,21,033,12946
Calloway County,Kentucky,21,035,37383
Campbell County,Kentucky,21,037,90606
Carlisle County,Kentucky,21,039,5064
Carroll County,Kentucky,21,041,10902
Carter County,Kentucky,21,043,27493
Casey County,Kentucky,21,045,16006
Christian County,Kentucky,21,047,74169
Clark County,Kentucky,21,049,35608
Clay County,Kentucky,21,051,21633
Clinton County,Kentucky,21,053,10210
Crittenden County,Kentucky,21,055,9283
Cumberland County,Kentucky,21,057,6842
Daviess County,Kentucky,21,059,97230
Edmonson County,Kentucky,21,061,12148
Elliott County,Kentucky,21,063,7784
Estill County,Kentucky,21,065,14601
Fayette County,Kentucky,21,067,300843
Fleming County,Kentucky,21,069,14435
Floyd County,Kentucky,21,071,39448
Franklin County,Kentucky,21,073,49390
Fulton County,Kentucky,21,075,6650
Gallatin County,Kentucky,21,077,8525
Garrard County,Kentucky,21,079,16896
Grant County,Kentucky,21,081,24685
Graves County,Kentucky,21,083,37329
Grayson County,Kentucky,21,085,25833
Green County,Kentucky,21,087,11252
Greenup County,Kentucky,21,089,36822
Hancock County,Kentucky,21,091,8608
Hardin County,Kentucky,21,093,106211
Harlan County,Kentucky,21,095,29012
Harrison County,Kentucky,21,097,18693
Hart County,Kentucky,21,099,18345
Henderson County,Kentucky,21,101,46303
Henry County,Kentucky,21,103,15425
Hickman County,Kentucky,21,105,4834
Hopkins County,Kentucky,21,107,46810
Jackson County,Kentucky,21,109,13418
Jefferson County,Kentucky,21,111,746580
Jessamine County,Kentucky,21,113,49112
Johnson County,Kentucky,21,115,23377
Kenton County,Kentucky,21,117,160828
Knott County,Kentucky,21,119,16217
Knox County,Kentucky,21,121,31865
Larue County,Kentucky,21,123,14149
Laurel County,Kentucky,21,125,59178
Lawrence County,Kentucky,21,127,15877
Lee County,Kentucky,21,129,7554
Leslie County,Kentucky,21,131,11220
Letcher County,Kentucky,21,133,24202
Lewis County,Kentucky,21,135,13859
Lincoln County,Kentucky,21,137,24602
Livingston County,Kentucky,21,139,9467
Logan County,Kentucky,21,141,26822
Lyon County,Kentucky,21,143,8394
McCracken County,Kentucky,21,145,65610
McCreary County,Kentucky,21,147,18163
McLean County,Kentucky,21,149,9524
Madison County,Kentucky,21,151,83976
Magoffin County,Kentucky,21,153,13179
Marion County,Kentucky,21,155,19943
Marshall County,Kentucky,21,157,31296
Martin County,Kentucky,21,159,12835
Mason County,Kentucky,21,161,17452
Meade County,Kentucky,21,163,29028
Menifee County,Kentucky,21,165,6334
Mercer County,Kentucky,21,167,21313
Metcalfe County,Kentucky,21,169,10043
Monroe County,Kentucky,21,171,10874
Montgomery County,Kentucky,21,173,26762
Morgan County,Kentucky,21,175,13657
Muhlenberg County,Kentucky,21,177,31427
Nelson County,Kentucky,21,179,43905
Nicholas County,Kentucky,21,181,7085
Ohio County,Kentucky,21,183,23955
Oldham County,Kentucky,21,185,60940
Owen County,Kentucky,21,187,10807
Owsley County,Kentucky,21,189,4738
Pendleton County,Kentucky,21,191,14714
Perry County,Kentucky,21,193,28488
Pike County,Kentucky,21,195,64473
Powell County,Kentucky,21,197,12582
Pulaski County,Kentucky,21,199,63369
Robertson County,Kentucky,21,201,2254
Rockcastle County,Kentucky,21,203,16997
Rowan County,Kentucky,21,205,23425
Russell County,Kentucky,21,207,17636
Scott County,Kentucky,21,209,48149
Shelby County,Kentucky,21,211,42911
Simpson County,Kentucky,21,213,17443
Spencer County,Kentucky,21,215,17303
Taylor County,Kentucky,21,217,24585
Todd County,Kentucky,21,219,12505
Trigg County,Kentucky,21,221,14289
Trimble County,Kentucky,21,223,8818
Union County,Kentucky,21,225,15138
Warren County,Kentucky,21,227,115438
Washington County,Kentucky,21,229,11774
Wayne County,Kentucky,21,231,20797
Webster County,Kentucky,21,233,13564
Whitley County,Kentucky,21,235,35718
Wolfe County,Kentucky,21,237,7299
Woodford County,Kentucky,21,239,24988
Acadia Parish,Louisiana,22,001,61847
Allen Parish,Louisiana,22,003,25674
Ascension Parish,Louisiana,22,005,109920
Assumption Parish,Louisiana,22,007,23268
Avoyelles Parish,Louisiana,22,009,41765
Beauregard Parish,Louisiana,22,011,35891
Bienville Parish,Louisiana,22,013,14229
Bossier Parish,Louisiana,22,015,119947
Caddo Parish,Louisiana,22,017,255551
Calcasieu Parish,Louisiana,22,019,193528
Caldwell Parish,Louisiana,22,021,10083
Cameron Parish,Louisiana,22,023,6789
Catahoula Parish,Louisiana,22,025,10332
Claiborne Parish,Louisiana,22,027,16964
Concordia Parish,Louisiana,22,029,20652
De Soto Parish,Louisiana,22,031,26813
East Baton Rouge Parish,Louisiana,22,033,441901
East Carroll Parish,Louisiana,22,035,7674
East Feliciana Parish,Louisiana,22,037,20111
Evangeline Parish,Louisiana,22,039,33793
Franklin Parish,Louisiana,22,041,20699
Grant Parish,Louisiana,22,043,22113
Iberia Parish,Louisiana,22,045,73551
Iberville Parish,Louisiana,22,047,33360
Jackson Parish,Louisiana,22,049,16217
Jefferson Parish,Louisiana,22,051,433477
Jefferson Davis Parish,Louisiana,22,053,31498
Lafayette Parish,Louisiana,22,055,224719
Lafourche Parish,Louisiana,22,057,96755
LaSalle Parish,Louisiana,22,059,14843
Lincoln Parish,Louisiana,22,061,46926
Livingston Parish,Louisiana,22,063,130192
Madison Parish,Louisiana,22,065,12049
Morehouse Parish,Louisiana,22,067,27603
Natchitoches Parish,Louisiana,22,069,39403
Orleans Parish,Louisiana,22,071,357013
Ouachita Parish,Louisiana,22,073,154641
Plaquemines Parish,Louisiana,22,075,23385
Pointe Coupee Parish,Louisiana,22,077,22736
Rapides Parish,Louisiana,22,079,132034
Red River Parish,Louisiana,22,081,9028
Richland Parish,Louisiana,22,083,20816
Sabine Parish,Louisiana,22,085,24286
Saint Bernard Parish,Louisiana,22,087,38850
Saint Charles Parish,Louisiana,22,089,52627
Saint Helena Parish,Louisiana,22,091,11062
Saint James Parish,Louisiana,22,093,21916
Saint John the Baptist Parish,Louisiana,22,095,45139
Saint Landry Parish,Louisiana,22,097,83534
Saint Martin Parish,Louisiana,22,099,52559
Saint Mary Parish,Louisiana,22,101,54078
Saint Tammany Parish,Louisiana,22,103,236832
Tangipahoa Parish,Louisiana,22,105,122665
Tensas Parish,Louisiana,22,107,5105
Terrebonne Parish,Louisiana,22,109,111868
Union Parish,Louisiana,22,111,22576
Vermilion Parish,Louisiana,22,113,58394
Vernon Parish,Louisiana,22,115,52510
Washington Parish,Louisiana,22,117,46935
Webster Parish,Louisiana,22,119,41039
West Baton Rouge Parish,Louisiana,22,121,24012
West Carroll Parish,Louisiana,22,123,11540
West Feliciana Parish,Louisiana,22,125,15522
Winn Parish,Louisiana,22,127,15129
Androscoggin County,Maine,23,001,107634
Aroostook County,Maine,23,003,71230
Cumberland County,Maine,23,005,283046
Franklin County,Maine,23,007,30660
Hancock County,Maine,23,009,54557
Kennebec County,Maine,23,011,121757
Knox County,Maine,23,013,39694
Lincoln County,Maine,23,015,34297
Oxford County,Maine,23,017,57657
Penobscot County,Maine,23,019,153649
Piscataquis County,Maine,23,021,17343
Sagadahoc County,Maine,23,023,35194
Somerset County,Maine,23,025,51942
Waldo County,Maine,23,027,38819
Washington County,Maine,23,029,32621
York County,Maine,23,031,198220
Allegany County,Maryland,24,001,74394
Anne Arundel County,Maryland,24,003,544426
Baltimore County,Maryland,24,005,812261
Calvert County,Maryland,24,009,89332
Caroline County,Maryland,24,011,32871
Carroll County,Maryland,24,013,167261
Cecil County,Maryland,24,015,101435
Charles County,Maryland,24,017,148957
Dorchester County,Maryland,24,019,32617
Frederick County,Maryland,24,021,236668
Garrett County,Maryland,24,023,30014
Harford County,Maryland,24,025,246664
Howard County,Maryland,24,027,293821
Kent County,Maryland,24,029,20130
Queen Anne's County,Maryland,24,035,48166
Saint Mary's County,Maryland,24,037,107079
Somerset County,Maryland,24,039,26347
Talbot County,Maryland,24,041,37859
Washington County,Maryland,24,043,148435
Wicomico County,Maryland,24,045,99683
Worcester County,Maryland,24,047,51479
Baltimore City,Maryland,24,510,621445
Montgomery County,Maryland,24,031,989474
Prince George's County,Maryland,24,033,873481
Barnstable County,Massachusetts,25,001,215449
Berkshire County,Massachusetts,25,003,130545
Bristol County,Massachusetts,25,005,549870
Dukes County,Massachusetts,25,007,16739
Essex County,Massachusetts,25,009,750808
Franklin County,Massachusetts,25,011,71408
Hampden County,Massachusetts,25,013,465144
Hampshire County,Massachusetts,25,015,159267
Middlesex County,Massachusetts,25,017,1522533
Nantucket County,Massachusetts,25,019,10224
Norfolk County,Massachusetts,25,021,677296
Plymouth County,Massachusetts,25,023,497386
Suffolk County,Massachusetts,25,025,735701
Worcester County,Massachusetts,25,027,802688
Alcona County,Michigan,26,001,10785
Alger County,Michigan,26,003,9497
Allegan County,Michigan,26,005,111742
Alpena County,Michigan,26,007,29399
Antrim County,Michigan,26,009,23504
Arenac County,Michigan,26,011,15753
Baraga County,Michigan,26,013,8787
Barry County,Michigan,26,015,59121
Bay County,Michigan,26,017,107312
Benzie County,Michigan,26,019,17474
Berrien County,Michigan,26,021,156290
Branch County,Michigan,26,023,44398
Calhoun County,Michigan,26,025,135534
Cass County,Michigan,26,027,52212
Charlevoix County,Michigan,26,029,26030
Cheboygan County,Michigan,26,031,25985
Chippewa County,Michigan,26,033,38760
Clare County,Michigan,26,035,30823
Clinton County,Michigan,26,037,75802
Crawford County,Michigan,26,039,14017
Delta County,Michigan,26,041,36967
Dickinson County,Michigan,26,043,26201
Eaton County,Michigan,26,045,107920
Emmet County,Michigan,26,047,32858
Genesee County,Michigan,26,049,421575
Gladwin County,Michigan,26,051,25664
Gogebic County,Michigan,26,053,16179
Grand Traverse County,Michigan,26,055,88182
Gratiot County,Michigan,26,057,42148
Hillsdale County,Michigan,26,059,46463
Houghton County,Michigan,26,061,36494
Huron County,Michigan,26,063,32751
Ingham County,Michigan,26,065,281531
Ionia County,Michigan,26,067,63909
Iosco County,Michigan,26,069,25662
Iron County,Michigan,26,071,11723
Isabella County,Michigan,26,073,70400
Jackson County,Michigan,26,075,160126
Kalamazoo County,Michigan,26,077,252763
Kalkaska County,Michigan,26,079,17142
Kent County,Michigan,26,081,609544
Keweenaw County,Michigan,26,083,2181
Lake County,Michigan,26,085,11485
Lapeer County,Michigan,26,087,88323
Leelanau County,Michigan,26,089,21682
Lenawee County,Michigan,26,091,99505
Livingston County,Michigan,26,093,182402
Luce County,Michigan,26,095,6550
Mackinac County,Michigan,26,097,11099
Macomb County,Michigan,26,099,845197
Manistee County,Michigan,26,101,24626
Marquette County,Michigan,26,103,67358
Mason County,Michigan,26,105,28648
Mecosta County,Michigan,26,107,43007
Menominee County,Michigan,26,109,23917
Midland County,Michigan,26,111,83842
Missaukee County,Michigan,26,113,14940
Monroe County,Michigan,26,115,151408
Montcalm County,Michigan,26,117,63234
Montmorency County,Michigan,26,119,9598
Muskegon County,Michigan,26,121,171153
Newaygo County,Michigan,26,123,48280
Oakland County,Michigan,26,125,1213406
Oceana County,Michigan,26,127,26456
Ogemaw County,Michigan,26,129,21537
Ontonagon County,Michigan,26,131,6584
Osceola County,Michigan,26,133,23404
Oscoda County,Michigan,26,135,8590
Otsego County,Michigan,26,137,24127
Ottawa County,Michigan,26,139,267017
Presque Isle County,Michigan,26,141,13234
Roscommon County,Michigan,26,143,24281
Saginaw County,Michigan,26,145,198841
Saint Clair County,Michigan,26,147,161865
Saint Joseph County,Michigan,26,149,61111
Sanilac County,Michigan,26,151,42637
Schoolcraft County,Michigan,26,153,8407
Shiawassee County,Michigan,26,155,69910
Tuscola County,Michigan,26,157,55172
Van Buren County,Michigan,26,159,75897
Washtenaw County,Michigan,26,161,348560
Wayne County,Michigan,26,163,1804507
Wexford County,Michigan,26,165,32690
Aitkin County,Minnesota,27,001,16032
Anoka County,Minnesota,27,003,334027
Becker County,Minnesota,27,005,32800
Beltrami County,Minnesota,27,007,45021
Benton County,Minnesota,27,009,38756
Big Stone County,Minnesota,27,011,5209
Blue Earth County,Minnesota,27,013,64504
Brown County,Minnesota,27,015,25643
Carlton County,Minnesota,27,017,35398
Carver County,Minnesota,27,019,92770
Cass County,Minnesota,27,021,28485
Chippewa County,Minnesota,27,023,12272
Chisago County,Minnesota,27,025,53691
Clay County,Minnesota,27,027,59638
Clearwater County,Minnesota,27,029,8725
Cook County,Minnesota,27,031,5195
Cottonwood County,Minnesota,27,033,11658
Crow Wing County,Minnesota,27,035,62742
Dakota County,Minnesota,27,037,402306
Dodge County,Minnesota,27,039,20159
Douglas County,Minnesota,27,041,36264
Faribault County,Minnesota,27,043,14430
Fillmore County,Minnesota,27,045,20870
Freeborn County,Minnesota,27,047,31129
Goodhue County,Minnesota,27,049,46259
Grant County,Minnesota,27,051,5990
Hennepin County,Minnesota,27,053,1170623
Houston County,Minnesota,27,055,18915
Hubbard County,Minnesota,27,057,20440
Isanti County,Minnesota,27,059,38078
Itasca County,Minnesota,27,061,45219
Jackson County,Minnesota,27,063,10263
Kanabec County,Minnesota,27,065,16151
Kandiyohi County,Minnesota,27,067,42265
Kittson County,Minnesota,27,069,4528
Koochiching County,Minnesota,27,071,13251
Lac qui Parle County,Minnesota,27,073,7184
Lake County,Minnesota,27,075,10825
Lake of the Woods County,Minnesota,27,077,3998
Le Sueur County,Minnesota,27,079,27758
Lincoln County,Minnesota,27,081,5854
Lyon County,Minnesota,27,083,25703
McLeod County,Minnesota,27,085,36321
Mahnomen County,Minnesota,27,087,5475
Marshall County,Minnesota,27,089,9454
Martin County,Minnesota,27,091,20634
Meeker County,Minnesota,27,093,23197
Mille Lacs County,Minnesota,27,095,25927
Morrison County,Minnesota,27,097,33118
Mower County,Minnesota,27,099,39252
Murray County,Minnesota,27,101,8639
Nicollet County,Minnesota,27,103,32849
Nobles County,Minnesota,27,105,21490
Norman County,Minnesota,27,107,6753
Olmsted County,Minnesota,27,109,146063
Otter Tail County,Minnesota,27,111,57369
Pennington County,Minnesota,27,113,14008
Pine County,Minnesota,27,115,29449
Pipestone County,Minnesota,27,117,9470
Polk County,Minnesota,27,119,31522
Pope County,Minnesota,27,121,10957
Ramsey County,Minnesota,27,123,515732
Red Lake County,Minnesota,27,125,4087
Redwood County,Minnesota,27,127,15942
Renville County,Minnesota,27,129,15499
Rice County,Minnesota,27,131,64585
Rock County,Minnesota,27,133,9601
Roseau County,Minnesota,27,135,15587
Saint Louis County,Minnesota,27,137,200327
Scott County,Minnesota,27,139,132774
Sherburne County,Minnesota,27,141,89120
Sibley County,Minnesota,27,143,15146
Stearns County,Minnesota,27,145,151053
Steele County,Minnesota,27,147,36512
Stevens County,Minnesota,27,149,9723
Swift County,Minnesota,27,151,9678
Todd County,Minnesota,27,153,24697
Traverse County,Minnesota,27,155,3507
Wabasha County,Minnesota,27,157,21549
Wadena County,Minnesota,27,159,13772
Waseca County,Minnesota,27,161,19046
Washington County,Minnesota,27,163,241315
Watonwan County,Minnesota,27,165,11173
Wilkin County,Minnesota,27,167,6576
Winona County,Minnesota,27,169,51328
Wright County,Minnesota,27,171,126142
Yellow Medicine County,Minnesota,27,173,10294
Adams County,Mississippi,28,001,32308
Alcorn County,Mississippi,28,003,37159
Amite County,Mississippi,28,005,13061
Attala County,Mississippi,28,007,19383
Benton County,Mississippi,28,009,8682
Bolivar County,Mississippi,28,011,34107
Calhoun County,Mississippi,28,013,14875
Carroll County,Mississippi,28,015,10501
Chickasaw County,Mississippi,28,017,17403
Choctaw County,Mississippi,28,019,8440
Claiborne County,Mississippi,28,021,9553
Clarke County,Mississippi,28,023,16614
Clay County,Mississippi,28,025,20539
Coahoma County,Mississippi,28,027,25815
Copiah County,Mississippi,28,029,29204
Covington County,Mississippi,28,031,19520
DeSoto County,Mississippi,28,033,163975
Forrest County,Mississippi,28,035,75991
Franklin County,Mississippi,28,037,8013
George County,Mississippi,28,039,22757
Greene County,Mississippi,28,041,14337
Grenada County,Mississippi,28,043,21745
Hancock County,Mississippi,28,045,44597
Harrison County,Mississippi,28,047,190756
Hinds County,Mississippi,28,049,246300
Holmes County,Mississippi,28,051,18931
Humphreys County,Mississippi,28,053,9258
Issaquena County,Mississippi,28,055,1383
Itawamba County,Mississippi,28,057,23366
Jackson County,Mississippi,28,059,139906
Jasper County,Mississippi,28,061,16827
Jefferson County,Mississippi,28,063,7690
Jefferson Davis County,Mississippi,28,065,12248
Jones County,Mississippi,28,067,68174
Kemper County,Mississippi,28,069,10383
Lafayette County,Mississippi,28,071,48905
Lamar County,Mississippi,28,073,56763
Lauderdale County,Mississippi,28,075,80337
Lawrence County,Mississippi,28,077,12734
Leake County,Mississippi,28,079,23519
Lee County,Mississippi,28,081,83964
Leflore County,Mississippi,28,083,31993
Lincoln County,Mississippi,28,085,34870
Lowndes County,Mississippi,28,087,59746
Madison County,Mississippi,28,089,97151
Marion County,Mississippi,28,091,26674
Marshall County,Mississippi,28,093,36823
Monroe County,Mississippi,28,095,36652
Montgomery County,Mississippi,28,097,10754
Neshoba County,Mississippi,28,099,29655
Newton County,Mississippi,28,101,21645
Noxubee County,Mississippi,28,103,11358
Oktibbeha County,Mississippi,28,105,48198
Panola County,Mississippi,28,107,34558
Pearl River County,Mississippi,28,109,55569
Perry County,Mississippi,28,111,12174
Pike County,Mississippi,28,113,40269
Pontotoc County,Mississippi,28,115,30207
Prentiss County,Mississippi,28,117,25354
Quitman County,Mississippi,28,119,8028
Rankin County,Mississippi,28,121,143665
Scott County,Mississippi,28,123,28255
Sharkey County,Mississippi,28,125,4889
Simpson County,Mississippi,28,127,27439
Smith County,Mississippi,28,129,16414
Stone County,Mississippi,28,131,17854
Sunflower County,Mississippi,28,133,28722
Tallahatchie County,Mississippi,28,135,15231
Tate County,Mississippi,28,137,28625
Tippah County,Mississippi,28,139,22080
Tishomingo County,Mississippi,28,141,19582
Tunica County,Mississippi,28,143,10660
Union County,Mississippi,28,145,27338
Walthall County,Mississippi,28,147,15265
Warren County,Mississippi,28,149,48389
Washington County,Mississippi,28,151,50578
Wayne County,Mississippi,28,153,20675
Webster County,Mississippi,28,155,10129
Wilkinson County,Mississippi,28,157,9653
Winston County,Mississippi,28,159,19052
Yalobusha County,Mississippi,28,161,12554
Yazoo County,Mississippi,28,163,28122
Adair County,Missouri,29,001,25573
Andrew County,Missouri,29,003,17319
Atchison County,Missouri,29,005,5605
Audrain County,Missouri,29,007,25584
Barry County,Missouri,29,009,35614
Barton County,Missouri,29,011,12378
Bates County,Missouri,29,013,16878
Benton County,Missouri,29,015,19008
Bollinger County,Missouri,29,017,12408
Boone County,Missouri,29,019,165776
Buchanan County,Missouri,29,021,89419
Butler County,Missouri,29,023,42946
Caldwell County,Missouri,29,025,9249
Callaway County,Missouri,29,027,44276
Camden County,Missouri,29,029,43822
Cape Girardeau County,Missouri,29,031,76322
Carroll County,Missouri,29,033,9216
Carter County,Missouri,29,035,6260
Cass County,Missouri,29,037,99875
Cedar County,Missouri,29,039,13903
Chariton County,Missouri,29,041,7730
Christian County,Missouri,29,043,78724
Clark County,Missouri,29,045,7035
Clay County,Missouri,29,047,225116
Clinton County,Missouri,29,049,20659
Cole County,Missouri,29,051,76228
Cooper County,Missouri,29,053,17574
Crawford County,Missouri,29,055,24711
Dade County,Missouri,29,057,7734
Dallas County,Missouri,29,059,16733
Daviess County,Missouri,29,061,8347
DeKalb County,Missouri,29,063,12873
Dent County,Missouri,29,065,15649
Douglas County,Missouri,29,067,13647
Dunklin County,Missouri,29,069,31916
